source_id,status,sub_code
20225002272.0,Unchanged,225000
20225001657.0,Unchanged,225000
20225003732.0,Unchanged,225000
20225003031.0,Unchanged,225000
20225000773.0,Unchanged,225000
20225000990.0,Updated,225000
20225004452.0,Unchanged,225000
20225002190.0,Unchanged,225000
20225004178.0,Unchanged,225000
20225001187.0,Unchanged,225000
20225002292.0,Unchanged,225000
20225000678.0,Updated,225000
20225000627.0,Updated,225000
20225002356.0,Unchanged,225000
20225001438.0,Unchanged,225000
20225003363.0,Unchanged,225000
20225004349.0,Unchanged,225000
20225002235.0,Unchanged,225000
20225004350.0,Unchanged,225000
20225001349.0,Updated,225000
20225003919.0,Unchanged,225000
20225003870.0,Updated,225000
20225003061.0,Unchanged,225000
20225003442.0,Unchanged,225000
20225001883.0,Updated,225000
20225000200.0,Unchanged,225000
5225000450.0,Unchanged,225000
20225003681.0,Unchanged,225000
20225001258.0,Unchanged,225000
20225000587.0,Unchanged,225000
20225004435.0,Unchanged,225000
20225003567.0,Unchanged,225000
20225004295.0,Unchanged,225000
20225003623.0,Unchanged,225000
20225003695.0,Unchanged,225000
20225000231.0,Unchanged,225000
20225003028.0,Updated,225000
20225001766.0,Unchanged,225000
20225002596.0,Unchanged,225000
20225002673.0,Updated,225000
20225003378.0,Unchanged,225000
20225004602.0,Unchanged,225000
20225004205.0,Unchanged,225000
20225003561.0,Updated,225000
20225001976.0,Unchanged,225000
20225001868.0,Unchanged,225000
20225001551.0,Unchanged,225000
20225000978.0,Unchanged,225000
20225003912.0,Updated,225000
20225004575.0,Unchanged,225000
20225003684.0,Unchanged,225000
20225002460.0,Unchanged,225000
20225000993.0,Unchanged,225000
20225000784.0,Unchanged,225000
20225001723.0,Unchanged,225000
