latitude,longitude,bin,bbl,city
40.739386,-74.008754,1089240.0,1006440010.0,New York
40.846109,-73.904721,2009358.0,2028910037.0,New York
40.767491,-73.966448,1042460.0,1014010001.0,New York
40.718943,-73.986122,1004301.0,1003530054.0,New York
40.728261,-73.984785,1005894.0,1004370001.0,New York
40.790543,-73.944356,1075643.0,1016540033.0,New York
40.776514,-73.948491,1083281.0,1015660008.0,New York
40.781958,-73.977638,1030196.0,1011490007.0,New York
40.726494,-73.990169,,,New York
40.715282,-74.00944,1001499.0,1001370035.0,New York
,,,,New York
40.821356,-73.957193,1059949.0,1020020002.0,New York
40.859993,-73.929129,1064146.0,1021720064.0,New York
40.776687,-73.988782,,,New York
40.829244,-73.943446,1061605.0,1020660059.0,New York
40.789526,-73.967574,1081042.0,1012050006.0,New York
40.749734,-73.993532,1014347.0,1007800071.0,New York
40.759974,-73.986428,1024753.0,1010190005.0,New York
40.800256,-73.937558,1074333.0,1017840012.0,New York
40.752289,-73.991612,1014423.0,1007850011.0,New York
40.764151,-73.978889,1023391.0,1010080015.0,New York
40.742867,-74.002136,1013096.0,1007420007.0,New York
40.791728,-73.970845,1032522.0,1012230005.0,New York
40.726755,-73.990735,1082642.0,1004600056.0,New York
40.757271,-73.963692,1039972.0,1013480023.0,New York
40.741915,-74.004659,1013043.0,1007390001.0,New York
40.720822,-73.980602,1004377.0,1003720064.0,New York
40.808639,-73.948582,1058640.0,1019300030.0,New York
40.799178,-73.964842,1076625.0,1018590001.0,New York
40.774178,-73.961148,1082185.0,1014110001.0,New York
40.726785,-73.990807,1082642.0,1004600056.0,New York
40.755843,-73.984382,1022615.0,1009960021.0,New York
40.763894,-73.947916,1084848.0,1013730001.0,New York
40.833063,-73.946478,1081864.0,1021340008.0,New York
40.734163,-73.988627,1084936.0,1008700024.0,New York
40.805953,-73.935179,1054502.0,1017760020.0,New York
40.763842,-73.964222,1087680.0,1014180007.0,New York
,,,,New York
40.706631,-74.003495,1085798.0,1000740001.0,New York
40.777455,-73.960713,1046668.0,1014930021.0,New York
40.729412,-74.006148,1009757.0,1005810054.0,New York
40.742129,-74.002198,1079152.0,1007410010.0,New York
40.747031,-73.99476,1014251.0,1007770018.0,New York
40.74697,-74.006475,1076121.0,1006920053.0,New York
40.795157,-73.973292,1034190.0,1012530065.0,New York
40.718954,-73.987056,1075815.0,1003530052.0,New York
40.854783,-73.927909,1063861.0,1021600001.0,New York
40.716696,-74.004163,1001835.0,1001700006.0,New York
40.784826,-73.949611,1048492.0,1015240023.0,New York
40.703597,-74.009781,1083346.0,1000327501.0,New York
40.78917,-73.972525,1081050.0,1012200107.0,New York
40.793072,-73.951992,1051499.0,1016100001.0,New York
40.756571,-73.98819,1024683.0,1010140017.0,New York
40.716092,-73.999203,1066494.0,1002000001.0,New York
,,,,New York
40.72748,-74.00548,1008117.0,1005190070.0,New York
40.716838,-74.012117,1066406.0,1001420050.0,New York
40.766925,-73.95795,1044838.0,1014450014.0,New York
40.799178,-73.964842,1076625.0,1018590001.0,New York
40.73859,-73.989911,1016163.0,1008487502.0,New York
40.798511,-73.949251,1051410.0,1015950015.0,New York
40.811101,-73.964168,1059835.0,1019910001.0,New York
40.718895,-73.979308,1004070.0,1003350001.0,New York
40.764941,-73.980445,1023449.0,1010090001.0,New York
40.728505,-73.984634,1006416.0,1004517502.0,New York
40.80145,-73.948342,1087782.0,1015997502.0,New York
40.703597,-74.009781,1083346.0,1000327501.0,New York
40.726755,-73.990735,1082642.0,1004600056.0,New York
40.800119,-73.962837,1055990.0,1018620011.0,New York
40.778633,-73.962546,1083810.0,1011110001.0,New York
40.703279,-74.008039,1000866.0,1000340037.0,New York
40.839305,-73.936159,1076741.0,1021120058.0,New York
40.703973,-74.013164,1000027.0,1000100023.0,New York
40.778059,-73.984449,1030351.0,1011580040.0,New York
40.777961,-73.943995,1051374.0,1015870001.0,New York
40.715155,-73.984045,1004072.0,1003360028.0,New York
40.811101,-73.964168,1059835.0,1019910001.0,New York
40.753769,-73.98937,1014480.0,1007880037.0,New York
40.740601,-73.983389,1086514.0,1008800024.0,New York
40.795146,-73.948368,1051584.0,1016140021.0,New York
40.715428,-74.002673,1001831.0,1001680032.0,New York
40.791179,-73.947776,1081340.0,1016320011.0,New York
40.747495,-74.005756,1012326.0,1006940014.0,New York
