arid,abpermitnumber,issuingauthority,abp_expirationdate,governmentvehicle,activepermit,issuereason,parkingplacardtype
12,800199.0,DOT,2009-02-01T00:00:00.000,YES,False,1.0,NPA
1529,801529.0,,2009-02-01T00:00:00.000,,True,1.0,
20,807037.0,DOT,2009-02-01T00:00:00.000,NO,True,2.0,NPA
1285,801285.0,,2009-02-01T00:00:00.000,,True,1.0,
1483,801483.0,,2009-02-01T00:00:00.000,,True,1.0,
1326,801326.0,,2009-02-01T00:00:00.000,,True,1.0,
15,800202.0,DOT,2009-02-01T00:00:00.000,YES,False,1.0,AB
1295,801295.0,,2009-02-01T00:00:00.000,,True,1.0,
1339,801339.0,,2009-02-01T00:00:00.000,,True,1.0,
1347,801347.0,,2009-02-01T00:00:00.000,,True,1.0,
1412,801412.0,,2009-02-01T00:00:00.000,,True,1.0,
1332,801332.0,,2009-02-01T00:00:00.000,,True,1.0,
4,817325.0,DOT,2009-02-01T00:00:00.000,CITY,False,7.0,ABPP
1474,801474.0,,2009-02-01T00:00:00.000,,True,1.0,
1419,801419.0,,2009-02-01T00:00:00.000,,True,1.0,
1527,801527.0,,2009-02-01T00:00:00.000,,True,1.0,
465,800008.0,,2009-02-01T00:00:00.000,CITY,True,1.0,
1355,801355.0,,2009-02-01T00:00:00.000,,True,1.0,
1494,801494.0,,2009-02-01T00:00:00.000,,True,1.0,
1357,801357.0,,2009-02-01T00:00:00.000,,True,1.0,
1359,801359.0,,2009-02-01T00:00:00.000,,True,1.0,
6,800193.0,City Hall,2009-02-01T00:00:00.000,City,True,1.0,Official Business
1342,801342.0,,2009-02-01T00:00:00.000,,True,1.0,
1506,801506.0,,2009-02-01T00:00:00.000,,True,1.0,
1361,801361.0,,2009-02-01T00:00:00.000,,True,1.0,
1349,801349.0,,2009-02-01T00:00:00.000,,True,1.0,
1281,801281.0,,2009-02-01T00:00:00.000,,True,1.0,
1413,801413.0,,2009-02-01T00:00:00.000,,True,1.0,
1325,801325.0,,2009-02-01T00:00:00.000,,True,1.0,
1356,801356.0,,2009-02-01T00:00:00.000,,True,1.0,
1344,801344.0,,2009-02-01T00:00:00.000,,True,1.0,
1302,801302.0,,2009-02-01T00:00:00.000,,True,1.0,
1360,801360.0,,2009-02-01T00:00:00.000,,True,1.0,
1466,801466.0,,2009-02-01T00:00:00.000,,True,1.0,
16,800203.0,DOT,2009-02-01T00:00:00.000,YES,False,1.0,NPA
1308,801308.0,,2009-02-01T00:00:00.000,,True,1.0,
1498,801498.0,,2009-02-01T00:00:00.000,,True,1.0,
1531,801531.0,,2009-02-01T00:00:00.000,,True,1.0,
1338,801338.0,,2009-02-01T00:00:00.000,,True,1.0,
1520,801520.0,,2009-02-01T00:00:00.000,,True,1.0,
1307,801307.0,,2009-02-01T00:00:00.000,,True,1.0,
14,800201.0,DOT,2009-02-01T00:00:00.000,YES,False,1.0,NPA
1296,801296.0,,2009-02-01T00:00:00.000,,True,1.0,
1418,801418.0,,2009-02-01T00:00:00.000,,True,1.0,
1309,801309.0,,2009-02-01T00:00:00.000,,True,1.0,
1311,801311.0,,2009-02-01T00:00:00.000,,True,1.0,
1489,801489.0,,2009-02-01T00:00:00.000,,True,1.0,
1346,801346.0,,2009-02-01T00:00:00.000,,True,1.0,
18,800205.0,DOT,2009-02-01T00:00:00.000,YES,False,1.0,AB
1504,801504.0,,2009-02-01T00:00:00.000,,True,1.0,
466,800009.0,,2009-02-01T00:00:00.000,CITY,True,1.0,
1493,801493.0,,2009-02-01T00:00:00.000,,True,1.0,
1358,801358.0,,2009-02-01T00:00:00.000,,True,1.0,
1463,801463.0,,2009-02-01T00:00:00.000,,True,1.0,
3,800190.0,DOT,2009-02-01T00:00:00.000,YES,True,1.0,offical business
1486,801486.0,,2009-02-01T00:00:00.000,,True,1.0,
1293,801293.0,,2009-02-01T00:00:00.000,,True,1.0,
1502,801502.0,,2009-02-01T00:00:00.000,,True,1.0,
1491,801491.0,,2009-02-01T00:00:00.000,,True,1.0,
11,800198.0,DOT,2009-02-01T00:00:00.000,YES,False,1.0,NPA
1289,801289.0,,2009-02-01T00:00:00.000,,True,1.0,
1351,801351.0,,2009-02-01T00:00:00.000,,True,1.0,
1488,801488.0,,2009-02-01T00:00:00.000,,True,1.0,
1484,801484.0,,2009-02-01T00:00:00.000,,True,1.0,
1521,801521.0,,2009-02-01T00:00:00.000,,True,1.0,
464,800007.0,,2009-02-01T00:00:00.000,CITY,True,1.0,
1499,801499.0,,2009-02-01T00:00:00.000,,True,1.0,
1523,801523.0,,2009-02-01T00:00:00.000,,True,1.0,
1467,801467.0,,2009-02-01T00:00:00.000,,True,1.0,
1408,801408.0,,2009-02-01T00:00:00.000,,True,1.0,
1320,801320.0,,2009-02-01T00:00:00.000,,True,1.0,
1528,801528.0,,2009-02-01T00:00:00.000,,True,1.0,
1517,801517.0,,2009-02-01T00:00:00.000,,True,1.0,
7,800194.0,CITYHALL,2009-02-01T00:00:00.000,CITY,True,1.0,OFFICIAL BUSINESS
1336,801336.0,,2009-02-01T00:00:00.000,,True,1.0,
9,800196.0,DOT,2009-02-01T00:00:00.000,YES,False,1.0,NPA
1417,801417.0,,2009-02-01T00:00:00.000,,True,1.0,
1468,801468.0,,2009-02-01T00:00:00.000,,True,1.0,
468,800011.0,,2009-02-01T00:00:00.000,CITY,True,1.0,
13,800200.0,DOT,2009-02-01T00:00:00.000,YES,False,1.0,NPA
1287,801287.0,,2009-02-01T00:00:00.000,,True,1.0,
1518,801518.0,,2009-02-01T00:00:00.000,,True,1.0,
