the_geom,shape_leng,boroname,ntaname
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.88322587735524, 40.67637046473747], [-73.88403982853956, 40.676250060431286], [-73.88485338732241, 40.676129388799446], [-73.8856685621149, 40.676009289317896], [-73.8864820923909, 40.67588741820324], [-73.8873711108701, 40.67575570866459], [-73.88825585449382, 40.67562473595062], [-73.88857467329863, 40.676885342768465], [-73.88859260468422, 40.67695622207168], [-73.8886081054879, 40.67701630218296], [-73.8890056975244, 40.678557044274626], [-73.88815634486824, 40.67882783549846], [-73.88730460904789, 40.67909753722668], [-73.88643790512275, 40.67937347654736], [-73.88555502383082, 40.67965659711127], [-73.88467046559649, 40.67994028568076], [-73.88421208270165, 40.678155543560706], [-73.88419494172646, 40.67808880801015], [-73.88371907718818, 40.678224791736994], [-73.88370100579884, 40.67816201636857], [-73.88322587735524, 40.67637046473747]]]]}",5331.20070974,Brooklyn,East New York
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.91180710069368, 40.70343495252922], [-73.91290404121959, 40.70236189129669], [-73.91216169804075, 40.70192316410305], [-73.91142242657371, 40.70148658801674], [-73.91256832753676, 40.70035834755111], [-73.91360570520779, 40.699300623891375], [-73.91406086554711, 40.698838200016844], [-73.91468113193665, 40.69919014993166], [-73.91481429831636, 40.69926598164715], [-73.9155647019299, 40.699693296565194], [-73.91631608293072, 40.70012139062869], [-73.9170678439888, 40.70054811099717], [-73.91560000003723, 40.70204600081281], [-73.91438608407131, 40.70323829176171], [-73.91329162431975, 40.70431263854717], [-73.91254913842347, 40.70387341983595], [-73.91180710069368, 40.70343495252922]]]]}",5513.91064978,Brooklyn,Bushwick North
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.89553070809032, 40.66294485740158], [-73.89515162431081, 40.66131355922689], [-73.89494951237482, 40.66101606947276], [-73.89469022426992, 40.66112612756617], [-73.89327894253923, 40.65923017428115], [-73.89409845021302, 40.65887791979045], [-73.89491382043487, 40.65852644892089], [-73.89571848160548, 40.658159959567435], [-73.89616756045136, 40.65797845213079], [-73.89644912296872, 40.6591031009926], [-73.89674045724888, 40.660216221457475], [-73.89697554016624, 40.66113525721344], [-73.89789638199619, 40.66099946056333], [-73.89829032898908, 40.662534668035114], [-73.89868064085508, 40.664061992153336], [-73.89907664179138, 40.665608166890905], [-73.89874764859202, 40.66565787335891], [-73.89865928816836, 40.665671222424514], [-73.89815789837266, 40.66574697307735], [-73.89723306249616, 40.665877148506475], [-73.89631628311461, 40.66601829249549], [-73.89592090099558, 40.66447126298599], [-73.89553070809032, 40.66294485740158]]]]}",7587.90163759,Brooklyn,East New York (Pennsylvania Ave)
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.94134827184915, 40.685031202512555], [-73.94120399291621, 40.68429983923364], [-73.94105783787931, 40.68356687284597], [-73.9409133427312, 40.682833617234344], [-73.94374461154082, 40.68250758269978], [-73.9465805842019, 40.68218066046959], [-73.9467267728914, 40.68291392686572], [-73.94687279964053, 40.68364622060341], [-73.94701720846516, 40.68437947679447], [-73.94716450741116, 40.685112390966935], [-73.94432825929327, 40.68543830145569], [-73.94149491757302, 40.68576452933172], [-73.94134827184915, 40.685031202512555]]]]}",5340.24406544,Brooklyn,Bedford
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.94561989542854, 40.604758360607214], [-73.94542657132088, 40.6037346271441], [-73.94523348909587, 40.602712100076715], [-73.94516877599689, 40.602369403300564], [-73.94609624165321, 40.602269685425426], [-73.94652440251737, 40.602221770241506], [-73.94705837472739, 40.60216200684758], [-73.94802259326018, 40.602056519308306], [-73.94894926078035, 40.60195392402286], [-73.94939862123182, 40.604343477904756], [-73.94983714662644, 40.606666773513545], [-73.9489114433896, 40.606768737243584], [-73.94794840921186, 40.606875295728884], [-73.94698611817444, 40.6069791449146], [-73.94605865698057, 40.60708243597965], [-73.94561989542854, 40.604758360607214]]]]}",5590.08512766,Brooklyn,Madison
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.98743540744765, 40.61845428217749], [-73.98806551723963, 40.61785218134241], [-73.98868737979164, 40.61724846240047], [-73.99079542190532, 40.61852356272421], [-73.99137097018966, 40.61796144863241], [-73.99151796439376, 40.617819798026645], [-73.99387689516293, 40.619155780680046], [-73.99424261589292, 40.61936042429448], [-73.99452931513065, 40.619520857181385], [-73.99513083337288, 40.61986576572998], [-73.99574324104071, 40.62021323722573], [-73.99639307185326, 40.620581987138394], [-73.99554647608993, 40.62139251581411], [-73.9949198276433, 40.62199392900012], [-73.9942935105003, 40.622597365009675], [-73.99184042968083, 40.62111172777201], [-73.98956668441842, 40.6197379892408], [-73.98743540744765, 40.61845428217749]]]]}",6686.60698462,Brooklyn,Bensonhurst West
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.95326012874342, 40.59241275670981], [-73.95422294529114, 40.59230795484298], [-73.95461004986039, 40.59223566103369], [-73.9551474575448, 40.592207011115136], [-73.95607720352429, 40.59210143244555], [-73.95655540492012, 40.59464772534321], [-73.95692719713631, 40.59661207631134], [-73.95600127865953, 40.596713385777875], [-73.95545313439195, 40.596773383930575], [-73.95507631404308, 40.59681539077453], [-73.9541103620352, 40.59692073930352], [-73.95314947405706, 40.597027918568166], [-73.95291182719855, 40.59575192543371], [-73.95276840892019, 40.59500018132204], [-73.95269927278541, 40.594637791650946], [-73.95263111854909, 40.594274970272096], [-73.95262488125283, 40.59424175619884], [-73.9524970472552, 40.593561205601446], [-73.95237014636747, 40.59288557118217], [-73.95230036006912, 40.59251402260288], [-73.95326012874342, 40.59241275670981]]]]}",5442.13946934,Brooklyn,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.9832222699385, 40.612122209144786], [-73.98335142357595, 40.61199230152613], [-73.98380893612803, 40.611559873493206], [-73.98416201093033, 40.61121730102249], [-73.9843824486777, 40.61100542096353], [-73.98496383485828, 40.61044799444133], [-73.98719488358827, 40.611792382771], [-73.98939734506109, 40.61312289227427], [-73.99159743652733, 40.61445169431277], [-73.99101484163528, 40.61501161221471], [-73.99043494329779, 40.615571013545875], [-73.9898515256969, 40.61613013334419], [-73.98765150825973, 40.61479977696527], [-73.98545059852896, 40.61347019672278], [-73.9832222699385, 40.612122209144786]]]]}",6257.55451737,Brooklyn,Bensonhurst West
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.93915724418619, 40.62559953621175], [-73.93957178423976, 40.62557212684297], [-73.93996799167316, 40.62554593121104], [-73.9398625732642, 40.62544571101775], [-73.93955698328328, 40.62515849226901], [-73.93980357844772, 40.62512641927396], [-73.94072018593829, 40.62501497830784], [-73.94168140286547, 40.62490719173099], [-73.94264538151764, 40.62480049698176], [-73.9430930159412, 40.62718928623628], [-73.94333198080302, 40.62873080595248], [-73.94340897921447, 40.62956003273443], [-73.94247453684753, 40.629617229352355], [-73.94150889825374, 40.62967759912448], [-73.94053759848576, 40.629734923747655], [-73.93960544146321, 40.62979489026353], [-73.93935602931188, 40.6274581702207], [-73.93915724418619, 40.62559953621175]]]]}",5614.87939896,Brooklyn,Flatlands
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.92956858309246, 40.59682026542244], [-73.92973779119022, 40.596978455793234], [-73.92993757770701, 40.5971468136475], [-73.93140358512959, 40.59847680641868], [-73.93292657506866, 40.59981792626609], [-73.93322184684375, 40.60010737304132], [-73.93392151266282, 40.60073923195586], [-73.9342271132134, 40.60101020358843], [-73.93447158901418, 40.601231511897375], [-73.93503274566054, 40.60173379090118], [-73.9342626672588, 40.60223071136699], [-73.93355117153605, 40.60268728082492], [-73.93173390194417, 40.60106206949958], [-73.92992224858986, 40.599437382717106], [-73.92813139605019, 40.59777792814579], [-73.92879010088949, 40.59732329496433], [-73.92912437124112, 40.59710730362185], [-73.92956858309246, 40.59682026542244]]]]}",5753.2271351,Brooklyn,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.95479552709989, 40.610820766155186], [-73.9557406698918, 40.61071482695364], [-73.95670471406346, 40.61061187782894], [-73.95766801379435, 40.61050371521898], [-73.95804731927223, 40.61046276244426], [-73.95859278495766, 40.61040303093509], [-73.95907868862291, 40.61295648032252], [-73.9595835066945, 40.615619814826], [-73.95902706972818, 40.61567716953963], [-73.95865526099095, 40.61572147797296], [-73.95769451141982, 40.61582820935121], [-73.95672887967977, 40.61593240017048], [-73.95578652571822, 40.61603654626587], [-73.95528219716478, 40.61337582537311], [-73.95479552709989, 40.610820766155186]]]]}",5970.7754373,Brooklyn,Midwood
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.93643804226942, 40.61206942502865], [-73.93715225896084, 40.611606859791834], [-73.93786561387576, 40.61114457728227], [-73.93857912188423, 40.610685306938166], [-73.93891056618816, 40.610470286706835], [-73.93934703447131, 40.61018714136911], [-73.9401152876221, 40.60969107767297], [-73.94082897916039, 40.609229317663356], [-73.94154757693073, 40.60876773629731], [-73.94187230011019, 40.608555467466886], [-73.9423117585933, 40.60826819732584], [-73.94354698000075, 40.60934655519563], [-73.94364091185486, 40.60985881739124], [-73.94369953940299, 40.61021403910712], [-73.94336572788431, 40.61039813104789], [-73.9426513822668, 40.61085642986364], [-73.94192671722361, 40.611321437760154], [-73.9411616000202, 40.611819640697405], [-73.94039608384442, 40.61231511865017], [-73.93968357975874, 40.61278215312913], [-73.93897047219963, 40.613239511240025], [-73.93825493972989, 40.61370188059768], [-73.9367140426384, 40.61231740980342], [-73.93643804226942, 40.61206942502865]]]]}",5734.95186947,Brooklyn,Georgetown-Marine Park-Bergen Beach-Mill Basin
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.85615112895681, 40.82677004571426], [-73.85635677542741, 40.826752085961566], [-73.8564369883554, 40.82674508080652], [-73.85672105914274, 40.826708252580275], [-73.85700204899894, 40.82665967721582], [-73.85727871247843, 40.826599624583636], [-73.85867194083647, 40.826424077273984], [-73.85970333313733, 40.82627734853559], [-73.8606732411649, 40.82841898633739], [-73.85961999468333, 40.82854768626525], [-73.85993732903219, 40.82924677560993], [-73.86026073794893, 40.82994675521], [-73.85698995239389, 40.830385239584615], [-73.85682187599949, 40.82966476944363], [-73.85665560423335, 40.828944913342944], [-73.8564913385677, 40.82822507750035], [-73.8564176729707, 40.82790052005661], [-73.85638435706932, 40.82775374219086], [-73.8563285188231, 40.827507683795815], [-73.85615112895681, 40.82677004571426]]]]}",4916.71542828,Bronx,Soundview-Bruckner
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.0005298749299, 40.6234899390831], [-74.00120222368227, 40.62284271235202], [-74.00169380156665, 40.62237242731967], [-74.00227586285989, 40.621814274427024], [-74.00285701640152, 40.62125364333948], [-74.00343557036693, 40.62069540384769], [-74.00563745682207, 40.62202355728935], [-74.00783923964387, 40.62335560380228], [-74.00758463670374, 40.6236012917239], [-74.00725970662896, 40.62391485612769], [-74.00667853058741, 40.62447299739112], [-74.00609560864977, 40.62503290990486], [-74.0056547889032, 40.62545488028425], [-74.00493201694844, 40.62615074534391], [-74.00272954945672, 40.62482150746263], [-74.0005298749299, 40.6234899390831]]]]}",5718.1678608,Brooklyn,Dyker Heights
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.86246402703922, 40.81924715411642], [-73.86339172818815, 40.81912200744787], [-73.86370492598472, 40.81908272838036], [-73.86431370826246, 40.81899884531987], [-73.86451079881122, 40.81984636379544], [-73.8653908898043, 40.82067621259063], [-73.86574680539952, 40.8210118012775], [-73.86485111666423, 40.82113421311293], [-73.8638832080889, 40.82127003121397], [-73.86366046581249, 40.82129816111341], [-73.86357654809025, 40.82130875796186], [-73.86298008547061, 40.82138408121295], [-73.86202897860423, 40.821508161257036], [-73.86153141181107, 40.81937957256043], [-73.86246402703922, 40.81924715411642]]]]}",3473.80549372,Bronx,Soundview-Castle Hill-Clason Point-Harding Park
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.95020216177988, 40.62397119964505], [-73.95116434046027, 40.623864161961095], [-73.95212595856566, 40.62375912415823], [-73.95305163172793, 40.62365813475512], [-73.95398278705585, 40.62355503207883], [-73.95443415146855, 40.62594456216945], [-73.95488499156899, 40.628335548840035], [-73.95395983418409, 40.62843938961409], [-73.95303133166105, 40.628540115092974], [-73.95206901809603, 40.62864578101476], [-73.95110641920337, 40.628750467094555], [-73.95066072126124, 40.626361377189475], [-73.95020216177988, 40.62397119964505]]]]}",5638.8787152,Brooklyn,Midwood
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.87280482805829, 40.82681059061069], [-73.87279745664752, 40.82671014932571], [-73.87277538391376, 40.82591024168702], [-73.87275362095984, 40.82535709761335], [-73.87272927795281, 40.82522397669282], [-73.87267991085547, 40.82495400766386], [-73.87262674021662, 40.82475153464823], [-73.87258431949024, 40.824562563880015], [-73.87263071181795, 40.82455335823849], [-73.8728830661744, 40.824515959968615], [-73.87356808464459, 40.82441984646483], [-73.87423302125914, 40.824348587875704], [-73.87437004386821, 40.82433051058812], [-73.8752854833688, 40.82420788438396], [-73.8758015425424, 40.826401717295774], [-73.87587038818047, 40.82669735250362], [-73.87640134545558, 40.828977294705936], [-73.87550702477627, 40.82923413457346], [-73.87460867945062, 40.829502905423944], [-73.87372870256077, 40.82975288646984], [-73.87332596918947, 40.82987665913729], [-73.87327288487577, 40.82989371961134], [-73.87316167504048, 40.82943081459], [-73.87306851575622, 40.82898359113235], [-73.87295706877731, 40.828448562039526], [-73.87281403717603, 40.827103179911475], [-73.87280482805829, 40.82681059061069]]]]}",5406.982408,Bronx,Soundview-Bruckner
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.8889007502061, 40.6456299373584], [-73.89102105380462, 40.64424540966727], [-73.89164003539953, 40.64479717518002], [-73.89212545063305, 40.64523648175606], [-73.89221861776588, 40.6453207945513], [-73.89250893760848, 40.64558048762133], [-73.8928376987142, 40.64587456111946], [-73.89316849006602, 40.64616511577867], [-73.89427351637053, 40.64716484770215], [-73.89463619843396, 40.64749076316398], [-73.89467912492447, 40.6475293348579], [-73.89398610703026, 40.647974023159314], [-73.89389700213165, 40.648031891578476], [-73.89382347018297, 40.64807964721419], [-73.8932748085015, 40.648435970863424], [-73.89306830592113, 40.64857138793051], [-73.8929084214208, 40.64867623373635], [-73.89255142125063, 40.64891033782293], [-73.8925088015352, 40.64887160362728], [-73.89100585492369, 40.64752144595935], [-73.89071033993514, 40.64725587318297], [-73.89038459769176, 40.64696034606265], [-73.89009407383483, 40.646696757629854], [-73.88952047250092, 40.64617467235277], [-73.8889007502061, 40.6456299373584]]]]}",4686.58645242,Brooklyn,Canarsie
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.9303176269034, 40.67741303826245], [-73.93031391549329, 40.67730890913037], [-73.93038289497755, 40.67659742725127], [-73.93045708783983, 40.675818743137455], [-73.93052948257333, 40.67503879683592], [-73.93061448126679, 40.67414713957083], [-73.93115309077075, 40.6741773154206], [-73.9327503637089, 40.67426678016456], [-73.93338375545864, 40.674302251589495], [-73.93329805197497, 40.675190037545605], [-73.93607840920201, 40.675334446868064], [-73.93599605543685, 40.67612018081635], [-73.93595821159879, 40.67652391946833], [-73.9359536271217, 40.67657283100654], [-73.93592339711682, 40.67689534015077], [-73.93586481310093, 40.677607758185275], [-73.93585837014051, 40.677714601617296], [-73.93308084220547, 40.6775632812163], [-73.93278068349821, 40.67754696092873], [-73.93267552517389, 40.67754124354033], [-73.93115581843988, 40.67745862305585], [-73.93105876159602, 40.677453341593434], [-73.9303176269034, 40.67741303826245]]]]}",5470.58126898,Brooklyn,Crown Heights North
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.88738553527432, 40.64098063300277], [-73.88800081437053, 40.64153316191305], [-73.88858222694984, 40.64205491955965], [-73.88920027407816, 40.64261091181961], [-73.88982274080962, 40.643167914474915], [-73.8904043722085, 40.64368880776359], [-73.89102105380462, 40.64424540966727], [-73.8889007502061, 40.6456299373584], [-73.88827067361414, 40.64506168417376], [-73.88769712210663, 40.644547721896046], [-73.88740287546335, 40.64428199683346], [-73.887074326965, 40.64398529699283], [-73.88645848797229, 40.643433644942675], [-73.8858719904485, 40.64290858384021], [-73.88525297788063, 40.64235734594626], [-73.88738553527432, 40.64098063300277]]]]}",4674.60873248,Brooklyn,Canarsie
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.94194505140898, 40.67207733098879], [-73.94084662912356, 40.67201614933397], [-73.94006148224454, 40.67197388612732], [-73.93917604732064, 40.67192600048204], [-73.93640533019015, 40.671774306017355], [-73.93648952229532, 40.670885642580956], [-73.93656930653923, 40.670040840894124], [-73.9393378008736, 40.670191567022314], [-73.94210554991353, 40.67034228042318], [-73.944872405575, 40.6705036348484], [-73.94764128513623, 40.670663878268385], [-73.94756374891735, 40.671487958292225], [-73.94748050653838, 40.67237964713722], [-73.94471040033147, 40.672228413160376], [-73.94194505140898, 40.67207733098879]]]]}",7419.80369744,Brooklyn,Crown Heights North
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.93904134714633, 40.600741432095354], [-73.93952543849434, 40.600688097278876], [-73.9399669929643, 40.600639448293876], [-73.9408926360581, 40.60053783648952], [-73.9411660980562, 40.60050801622872], [-73.94189057649263, 40.60042741932569], [-73.9428895406154, 40.60031864969622], [-73.94301836254951, 40.60100113898821], [-73.94331542824324, 40.602574931019554], [-73.94367135643377, 40.60446052020568], [-73.94376581111696, 40.604960904996524], [-73.94276896191587, 40.60507244734215], [-73.94177070565412, 40.605183015696845], [-73.94084264807431, 40.60528503086278], [-73.93991672776626, 40.60538600315016], [-73.93946548934625, 40.6029968966242], [-73.93939740850357, 40.602634904844855], [-73.93904134714633, 40.600741432095354]]]]}",5577.8398803,Brooklyn,Madison
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.99310450391384, 40.60611547084748], [-73.99368460531574, 40.605555522956536], [-73.99426500289415, 40.60499632097657], [-73.99484679840047, 40.604436889933474], [-73.99542892619807, 40.603877060726774], [-73.99605512773867, 40.6032746883971], [-73.99782332514859, 40.60157817938212], [-73.99856385085852, 40.60202843370558], [-73.99927902001474, 40.602458017026905], [-74.00002266096661, 40.60290731622918], [-73.99825418891973, 40.60460855955161], [-73.99762947031648, 40.6052098991024], [-73.99704340379166, 40.605769163481824], [-73.99646484131412, 40.60632749796727], [-73.99588192163935, 40.60688666582587], [-73.99530287947384, 40.60744494982059], [-73.99310450391384, 40.60611547084748]]]]}",5777.68813444,Brooklyn,Bensonhurst West
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.99075597963649, 40.62599758913173], [-73.99014014396806, 40.625625343312834], [-73.98994774791105, 40.625512086463466], [-73.98969261184634, 40.625357292311755], [-73.98830220299183, 40.62451369556649], [-73.9888845488722, 40.62395282847348], [-73.98948868222833, 40.62336951020121], [-73.99009356051286, 40.622788953343075], [-73.99254973616581, 40.62427426877925], [-73.99398197149371, 40.625141399050584], [-73.99432497413305, 40.625342908294854], [-73.99489280561376, 40.62546179419174], [-73.9947348567926, 40.625614741106034], [-73.99464972974168, 40.62569717972416], [-73.99507814869852, 40.62580673733457], [-73.9967884759727, 40.626826051412785], [-73.9967016235921, 40.62717198360609], [-73.99655764078194, 40.62764093384147], [-73.9963361849515, 40.628445776211095], [-73.99611483104519, 40.62923240906632], [-73.99516084078732, 40.628655301203096], [-73.99295979658102, 40.62732639926511], [-73.99075597963649, 40.62599758913173]]]]}",6964.54947819,Brooklyn,Borough Park
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.9232613529739, 40.62160068410337], [-73.92300753155868, 40.61919286338609], [-73.92397567255347, 40.61913148920298], [-73.92494401140777, 40.61907126847405], [-73.92587569897447, 40.619012807850915], [-73.92687894657263, 40.61894981888279], [-73.92713509237151, 40.62135782130102], [-73.92732106076782, 40.62310763260208], [-73.92736928380532, 40.62356136339471], [-73.9263653185916, 40.62362269833099], [-73.92543133412266, 40.62368076456989], [-73.92446856453084, 40.62374272281208], [-73.92349699190183, 40.62380150569884], [-73.9232613529739, 40.62160068410337]]]]}",5527.0639449,Brooklyn,Flatlands
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.95064594267195, 40.7217056937844], [-73.95270929593799, 40.720451176580056], [-73.95346873391061, 40.719798229409314], [-73.95406040194966, 40.71924623842397], [-73.95465553995932, 40.718693254806425], [-73.95525060882248, 40.718140331206115], [-73.95584391541597, 40.71758839524116], [-73.95713104489006, 40.718387706268445], [-73.95841618083436, 40.71918882025756], [-73.95782063309454, 40.71974058961767], [-73.95722538203613, 40.72029263423219], [-73.95663008570848, 40.72084596416341], [-73.95603779779492, 40.72139774351028], [-73.95544314712944, 40.72194650069614], [-73.95533191575767, 40.722063875104936], [-73.95520854461444, 40.7221748510231], [-73.95507404000449, 40.72227838410764], [-73.9549295986553, 40.72237352960226], [-73.95477662947451, 40.72245950466813], [-73.95418330344545, 40.72263642780561], [-73.9538246169848, 40.72275973498612], [-73.95332036755647, 40.722932699543684], [-73.95249594843997, 40.72321773379469], [-73.95164632252364, 40.723485857484015], [-73.95064594267195, 40.7217056937844]]]]}",6225.17845159,Brooklyn,North Side-South Side
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.89344599770551, 40.66644523376868], [-73.89443917502982, 40.66629669125945], [-73.89540926627802, 40.666153107505565], [-73.89631628311461, 40.66601829249549], [-73.89723306249616, 40.665877148506475], [-73.89763330504304, 40.66741867658949], [-73.89801999321459, 40.66895744334104], [-73.89834125806937, 40.67021132785929], [-73.89742154370822, 40.67034709218451], [-73.89651796101938, 40.670480991209566], [-73.89554341895577, 40.67062578745926], [-73.89455614771185, 40.670770346337754], [-73.89423075002746, 40.66951840285848], [-73.89383992229997, 40.66798037546318], [-73.89344599770551, 40.66644523376868]]]]}",5354.67799506,Brooklyn,East New York (Pennsylvania Ave)
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.89762854635653, 40.631552646217116], [-73.89834907371397, 40.63109370548065], [-73.89905604163572, 40.63062997458037], [-73.8997722283758, 40.630167508846675], [-73.90051316964491, 40.6296878238662], [-73.90233028311982, 40.63132039451459], [-73.90414936533871, 40.632952685761495], [-73.90376519093917, 40.63320057567116], [-73.9034063924002, 40.63343209594954], [-73.90307511075476, 40.63364665341044], [-73.9026935654795, 40.633893758579966], [-73.90197915694968, 40.634355180553094], [-73.90126434715415, 40.634817607758464], [-73.8994471638155, 40.633184912151705], [-73.89762854635653, 40.631552646217116]]]]}",5220.14981352,Brooklyn,Canarsie
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.96285974027433, 40.612549485964685], [-73.9638533258553, 40.61243251871341], [-73.96478112808971, 40.612330921661716], [-73.96429649898008, 40.6097764256727], [-73.96522378067694, 40.609674401022204], [-73.96629835479933, 40.609555213311545], [-73.9673997957874, 40.609459607574024], [-73.96768635621943, 40.609417786979805], [-73.96816303924855, 40.611951843579625], [-73.96788811186798, 40.611983393216974], [-73.96678232523259, 40.61210945745253], [-73.96728599074099, 40.61477218213299], [-73.96621451220791, 40.614891766939245], [-73.96528613372128, 40.614992637070294], [-73.96435860298992, 40.615093914432535], [-73.96336094023287, 40.61520442783362], [-73.96285974027433, 40.612549485964685]]]]}",6808.86938033,Brooklyn,Ocean Parkway South
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.89337485679465, 40.63710810313918], [-73.89155671784923, 40.635475102143076], [-73.89235381775117, 40.634959890017285], [-73.89323360144732, 40.63439299502505], [-73.89394810473709, 40.633932580998064], [-73.89476028051652, 40.6334057308402], [-73.89549739428395, 40.63387621402226], [-73.89587370017037, 40.634102783112745], [-73.89620963093263, 40.634320176172594], [-73.89646709391185, 40.634480367497005], [-73.89696136360932, 40.6347909676666], [-73.89676384364381, 40.634919636948986], [-73.8964780033217, 40.63510583297685], [-73.89829969630499, 40.63673639929129], [-73.89758290039082, 40.63719614427263], [-73.8968680768753, 40.63765832776724], [-73.8959901238363, 40.6382261424473], [-73.89519132312003, 40.63874125291258], [-73.89337485679465, 40.63710810313918]]]]}",5605.21552085,Brooklyn,Canarsie
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.89476028051652, 40.6334057308402], [-73.89540273007701, 40.63299061038369], [-73.89609060538311, 40.63254686356283], [-73.89685952193516, 40.6320498743562], [-73.89762854635653, 40.631552646217116], [-73.8994471638155, 40.633184912151705], [-73.90126434715415, 40.634817607758464], [-73.90049501726176, 40.63531444531823], [-73.89972590151487, 40.63581144090583], [-73.89892907335528, 40.63632654178219], [-73.89829969630499, 40.63673639929129], [-73.8964780033217, 40.63510583297685], [-73.89676384364381, 40.634919636948986], [-73.89696136360932, 40.6347909676666], [-73.89646709391185, 40.634480367497005], [-73.89620963093263, 40.634320176172594], [-73.89587370017037, 40.634102783112745], [-73.89549739428395, 40.63387621402226], [-73.89476028051652, 40.6334057308402]]]]}",5432.5285122,Brooklyn,Canarsie
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.88618276516037, 40.66752098671631], [-73.88708404560293, 40.667388229376265], [-73.88798795965488, 40.66725460292859], [-73.88888919892364, 40.66712017405382], [-73.88976988627573, 40.66698991467192], [-73.89016521925032, 40.668524376877905], [-73.89055868980275, 40.67006023116492], [-73.89087805060534, 40.67131808766184], [-73.88999447068328, 40.67144829729505], [-73.88909658330931, 40.67158144958704], [-73.88819212819693, 40.671714643942025], [-73.88728842529562, 40.671848595517346], [-73.88719822100394, 40.671496689161], [-73.88718389369065, 40.67144079632458], [-73.88717003701494, 40.67138673754125], [-73.88715618101354, 40.67133268361485], [-73.88714242973734, 40.67127903721718], [-73.88712868700955, 40.671225423158766], [-73.88696707654321, 40.67059492386331], [-73.88657456271079, 40.669058176723915], [-73.88618276516037, 40.66752098671631]]]]}",5240.89803906,Brooklyn,East New York
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.90126434715415, 40.634817607758464], [-73.90197915694968, 40.634355180553094], [-73.9026935654795, 40.633893758579966], [-73.90307511075476, 40.63364665341044], [-73.9034063924002, 40.63343209594954], [-73.90376519093917, 40.63320057567116], [-73.90414936533871, 40.632952685761495], [-73.90595036962452, 40.63457522597038], [-73.90713518429531, 40.635634227051455], [-73.90778464843278, 40.63621946662794], [-73.90704104262839, 40.63669640395888], [-73.9063264737456, 40.637162149445025], [-73.90561196245241, 40.63762194677584], [-73.90489548958583, 40.63808403333848], [-73.90412992443476, 40.638577963397985], [-73.90369084498637, 40.63816958869675], [-73.9021767835193, 40.63682341205348], [-73.90290849046009, 40.63629440107769], [-73.90209472653841, 40.63556348850645], [-73.90175315673257, 40.63525666902846], [-73.90126434715415, 40.634817607758464]]]]}",5763.48484189,Brooklyn,Canarsie
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.93249995700802, 40.634947068938246], [-73.93342687552459, 40.634884051004846], [-73.93439440314356, 40.634826803048796], [-73.93535985030333, 40.63476731245907], [-73.93629596756949, 40.634709525742736], [-73.93726700184804, 40.63465062567421], [-73.93751242222865, 40.636921175369146], [-73.93776175585268, 40.63925915680887], [-73.93679195475151, 40.639319142633965], [-73.93585629308835, 40.63937813097508], [-73.93537774498009, 40.63940800242174], [-73.9348875040951, 40.639438596518644], [-73.93391820703276, 40.63949666733303], [-73.93298420763749, 40.63955446223741], [-73.93294557202245, 40.63919302545524], [-73.93273434172701, 40.637216812202375], [-73.93269712600552, 40.63685639313903], [-73.93249995700802, 40.634947068938246]]]]}",6026.38895065,Brooklyn,East Flatbush-Farragut
