facility_pk,latitude,longitude,startdate,partnertype,lubricant
329522681,40.751624,-74.004346,19000101000000.0,Business,True
329522582,40.8413523,-73.9164403,19000101000000.0,Hospital,True
329522541,40.8278008,-73.9491107,19000101000000.0,Community-Based Organization/Non-Profit,True
329523001,40.758506,-73.919365,19000101000000.0,Business,False
329522705,40.7477785,-73.8799314,19000101000000.0,Community Health Center,True
329523105,40.6682288,-73.9106761,19000101000000.0,Community-Based Organization/Non-Profit,True
329522995,40.6791462,-74.0094667,19000101000000.0,Community-Based Organization/Non-Profit,True
329523045,40.669232,-73.931069,19000101000000.0,Community-Based Organization/Non-Profit,True
329522777,40.848557,-73.932279,19000101000000.0,Community-Based Organization/Non-Profit,True
329523025,40.86822,-73.918241,19000101000000.0,Community-Based Organization/Non-Profit,True
329523092,40.6644607,-73.8875204,19000101000000.0,Community-Based Organization/Non-Profit,True
329522735,40.663113,-73.925719,19000101000000.0,Community-Based Organization/Non-Profit,True
329522524,40.7189325,-73.9859184,19000101000000.0,Business,True
329522525,40.8157001,-73.9073462,19000101000000.0,Pharmacy,True
329522997,40.8052028,-73.9536622,19000101000000.0,Hospital,True
329522834,40.6599813,-73.9325378,19000101000000.0,Hospital,True
329523020,40.8269485,-73.8923196,19000101000000.0,Hospital,True
329522907,40.8732166,-73.8796765,19000101000000.0,Hospital,True
329522746,40.8104192,-73.9159236,19000101000000.0,Community Health Center,True
329523104,40.8559217,-73.8832405,19000101000000.0,Hospital,True
329522958,40.8430389,-73.8869422,19000101000000.0,Hospital,True
329522953,40.7466825,-73.9962173,19000101000000.0,Business,True
329522631,40.6853835,-73.9202983,19000101000000.0,Community-Based Organization/Non-Profit,True
329522708,40.635745,-73.913554,19000101000000.0,Community-Based Organization/Non-Profit,True
329522649,40.8182444,-73.9189664,19000101000000.0,Hospital,True
329522498,40.731578,-74.006899,19000101000000.0,Business,False
329522813,40.8478837,-73.9113192,19000101000000.0,Community Health Center,True
329522939,40.7510259,-73.9969774,19000101000000.0,Private Practice,True
329522757,40.8794825,-73.874644,19000101000000.0,Hospital,True
329522457,40.8508816,-73.9081018,19000101000000.0,Community-Based Organization/Non-Profit,True
329522837,40.747563,-73.884666,19000101000000.0,Business,False
329522503,40.67926,-73.949608,19000101000000.0,Community-Based Organization/Non-Profit,True
329522971,40.679981,-73.941835,19000101000000.0,Community-Based Organization/Non-Profit,True
329522556,40.8417222,-73.9158403,19000101000000.0,Community-Based Organization/Non-Profit,True
329522605,40.720732,-73.984202,19000101000000.0,Business,False
329523004,40.747226,-73.8859838,19000101000000.0,Pharmacy,False
329522446,40.832851,-73.9297053,19000101000000.0,Community-Based Organization/Non-Profit,True
329522861,40.678405,-73.983506,19000101000000.0,Business,True
329522992,40.7437577,-74.0000131,19000101000000.0,Business,True
329522744,40.8666799,-73.8961013,19000101000000.0,Hospital,True
329522734,40.7474855,-73.8871603,19000101000000.0,Business,True
329522972,40.683014,-73.911791,19000101000000.0,Community-Based Organization/Non-Profit,True
329522925,40.744959,-73.998719,19000101000000.0,Community-Based Organization/Non-Profit,True
329522600,40.8559225,-73.8905574,19000101000000.0,Hospital,True
329522998,40.767238,-73.9866,19000101000000.0,Business,True
329522885,40.8630883,-73.8897837,19000101000000.0,Pharmacy,True
329522739,40.7551316,-73.992355,19000101000000.0,Community-Based Organization/Non-Profit,True
329522942,40.7157524,-74.002517,19000101000000.0,Government,True
329522956,40.7066848,-73.8019519,19000101000000.0,Community Health Center,False
329523005,40.7213629,-73.9810632,19000101000000.0,Community-Based Organization/Non-Profit,True
329522625,40.7168553,-73.9873904,19000101000000.0,Community-Based Organization/Non-Profit,True
329523063,40.70085,-73.908492,19000101000000.0,Community Health Center,True
329522682,40.7593466,-73.9668231,19000101000000.0,Business,True
329522540,40.6792587,-73.9680145,19000101000000.0,Business,True
329523042,40.649601,-73.930163,19000101000000.0,Community-Based Organization/Non-Profit,True
329522592,40.813862,-73.937136,19000101000000.0,Government,True
329522468,40.6686289,-73.9097158,19000101000000.0,Community-Based Organization/Non-Profit,True
329522889,40.648521,-73.8924008,19000101000000.0,Community-Based Organization/Non-Profit,True
329522867,40.6781832,-73.9835529,19000101000000.0,Business,True
329522727,40.842737,-73.886348,19000101000000.0,Hospital,True
329523127,40.7216835,-73.8419116,19000101000000.0,Private Practice,True
329522652,40.8459441,-73.891821,19000101000000.0,Hospital,True
329522985,40.7015624,-73.8084106,19000101000000.0,Pharmacy,False
329523022,40.5788723,-73.9600275,19000101000000.0,Pharmacy,False
329522870,40.790415,-73.946032,19000101000000.0,Community-Based Organization/Non-Profit,True
329522896,40.5771694,-73.9678169,19000101000000.0,Private Practice,True
329522502,40.6915098,-73.9260163,19000101000000.0,Community Health Center,True
329522830,40.665211,-73.930882,19000101000000.0,Community-Based Organization/Non-Profit,True
329522568,40.6947118,-73.9186679,19000101000000.0,Hospital,True
329522693,40.8208294,-73.8942341,19000101000000.0,Hospital,True
329522943,40.665699,-73.931408,19000101000000.0,Community-Based Organization/Non-Profit,True
329522800,40.6682352,-73.9099757,19000101000000.0,Community-Based Organization/Non-Profit,True
329522803,40.6965932,-73.9349947,19000101000000.0,Community-Based Organization/Non-Profit,True
329522551,40.8506782,-73.8656038,19000101000000.0,Hospital,False
329522626,40.702677,-73.7889689,19000101000000.0,Community Health Center,True
329522566,40.6646618,-73.9111354,19000101000000.0,Community Health Center,True
329522965,40.755394,-73.88701,19000101000000.0,Business,True
329522495,40.67213,-73.930825,19000101000000.0,Community-Based Organization/Non-Profit,True
329523087,40.671661,-73.930843,19000101000000.0,Community-Based Organization/Non-Profit,True
329523007,40.665482,-73.922364,19000101000000.0,Community-Based Organization/Non-Profit,True
329523102,40.8497663,-73.9172273,19000101000000.0,Private Practice,False
329522584,40.8264148,-73.949807,19000101000000.0,Community-Based Organization/Non-Profit,True
329522875,40.7333573,-74.0023353,19000101000000.0,Business,False
329522756,40.651439,-73.941512,19000101000000.0,Community-Based Organization/Non-Profit,False
329522959,40.7943967,-73.9429398,19000101000000.0,Business,False
329522612,40.8386524,-73.9418744,19000101000000.0,Community-Based Organization/Non-Profit,True
329522671,40.7704994,-73.9188643,19000101000000.0,Community Health Center,True
329522462,40.680009,-73.942624,19000101000000.0,Community-Based Organization/Non-Profit,True
329522726,40.6328153,-73.947652,19000101000000.0,Community-Based Organization/Non-Profit,True
329522877,40.8344707,-73.9450749,19000101000000.0,Community-Based Organization/Non-Profit,True
329522640,40.8483519,-73.9178411,19000101000000.0,Hospital,True
329522790,40.761816,-73.923321,19000101000000.0,Business,False
329522509,40.7138509,-73.9836554,19000101000000.0,Community Health Center,True
329522789,40.663439,-73.925218,19000101000000.0,Community-Based Organization/Non-Profit,True
329522785,40.7431344,-73.8836661,19000101000000.0,Pharmacy,True
329522622,40.7542303,-73.8720505,19000101000000.0,Government,True
329522873,40.6682288,-73.9106761,19000101000000.0,Community-Based Organization/Non-Profit,True
329522857,40.757048,-73.9207546,19000101000000.0,Community Health Center,True
329522510,40.7339925,-73.7583811,19000101000000.0,Private Practice,True
329522518,40.663132,-73.925658,19000101000000.0,Community-Based Organization/Non-Profit,True
329522791,40.7551827,-73.9273666,19000101000000.0,Business,True
329522688,40.6816872,-73.8784878,19000101000000.0,Community-Based Organization/Non-Profit,True
329523028,40.7928057,-73.9461426,19000101000000.0,Business,False
329522602,40.8444942,-73.9059981,19000101000000.0,Community Health Center,False
329522929,40.650809,-73.9495841,19000101000000.0,Community-Based Organization/Non-Profit,True
329522840,40.75354,-73.90467,19000101000000.0,Business,True
329523140,40.669627,-73.931033,19000101000000.0,Community-Based Organization/Non-Profit,True
329522490,40.7015416,-73.8836304,19000101000000.0,Business,True
329522975,40.6379743,-74.0763216,19000101000000.0,Community-Based Organization/Non-Profit,True
329523139,40.680003,-73.942566,19000101000000.0,Community-Based Organization/Non-Profit,True
329522753,40.837396,-73.938734,19000101000000.0,Business,False
