pivot-metric,pivot-value,post_direc,r_high_hn,to_lvl_co,status,the_geom-full_stree
bike_lane,,,660.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-73.99757475630608, 40.76548940089358], [-73.99712927258527, 40.76610135539957]]]}-12 AVE"
r_blkfc_id,212261109.0,,41.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01150567239777, 40.70295884366267], [-74.01020028920429, 40.70328219200393]]]}-WATER ST"
r_blkfc_id,212261187.0,,98.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01157634422235, 40.70401945007067], [-74.01159382696616, 40.70357868401523]]]}-BROAD ST"
r_blkfc_id,212262197.0,,,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00166466865358, 40.70952276305008], [-74.00162290743312, 40.70956043427792]]]}-PEARL ST"
bike_lane,,,142.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01150567239777, 40.70295884366267], [-74.01116558085066, 40.70178149404092]]]}-BROAD ST"
r_blkfc_id,212260417.0,,73.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00881270660075, 40.70601231098704], [-74.00794861212007, 40.7055461878137]]]}-WALL ST"
r_blkfc_id,212261511.0,,150.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00890108919573, 40.704861846669594], [-74.00869962031369, 40.70495605588047], [-74.00850770220484, 40.70506262736691], [-74.0083272269976, 40.705180661586105], [-74.00815993515327, 40.705309041899696], [-74.00800726907983, 40.70544646155277]]]}-PEARL ST"
bike_lane,,,12.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01296134424844, 40.70777032084529], [-74.01359196892929, 40.707967342036326]]]}-RECTOR ST"
r_blkfc_id,212262215.0,,,5,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01591034233404, 40.70146094794127], [-74.01589967703721, 40.70154212204522], [-74.01584079939174, 40.701990377851075]]]}-BK BATTERY TUNL"
bike_lane,,,80.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01155838499058, 40.7047211575981], [-74.01156918149523, 40.70424893065878]]]}-BROAD ST"
r_blkfc_id,1222600373.0,,,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00984362265525, 40.73937996232994], [-74.00922295495168, 40.74049595292005], [-74.00909896150272, 40.7407568448316], [-74.00889578543955, 40.74146572184104], [-74.00869902296354, 40.74236172346079]]]}-WEST ST"
bike_lane,,,370.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01039726573508, 40.73055816948494], [-74.0103402512693, 40.731288730110734]]]}-WEST ST"
r_blkfc_id,212261653.0,,210.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.0067809889086, 40.706723807556656], [-74.00645562008715, 40.70698201181704]]]}-PEARL ST"
bike_lane,,,31.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01388897924912, 40.709497733735695], [-74.0147422924871, 40.70983551791749]]]}-ALBANY ST"
r_blkfc_id,1222601643.0,,140.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.0078664338864, 40.74680348007818], [-74.0077171491585, 40.74750368608482]]]}-11 AVE"
bike_lane,,,142.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00768203466184, 40.748672005415], [-74.00772354242926, 40.74882559277673], [-74.00778393659803, 40.74897622535973], [-74.00786255356195, 40.7491219129694], [-74.00795825631906, 40.749260791081596]]]}-12 AVE"
bike_lane,,,818.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-73.99422912573793, 40.770610031583], [-73.99424199791461, 40.77070951746987], [-73.99423613661054, 40.77081258160249], [-73.99421016963889, 40.770916111953554], [-73.99416397380453, 40.77101670706366], [-73.99409872733925, 40.77111101243666], [-73.99401685898705, 40.771196063298866], [-73.99392173067238, 40.771269626676585], [-73.99381726222295, 40.771330329708086]]]}-12 AVE"
bike_lane,,,286.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00405660228448, 40.70743678065677], [-74.00340211319343, 40.70808367448468]]]}-PEARL ST"
bike_lane,,,53.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01337315500739, 40.70714645264195], [-74.01296134424844, 40.70777032084529]]]}-TRINITY PL"
bike_lane,,,26.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01359196892929, 40.707967342036326], [-74.01438184521825, 40.70822414379349]]]}-RECTOR ST"
r_blkfc_id,212261134.0,,30.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.0129978382912, 40.703099516053015], [-74.01257015313976, 40.70320684159133]]]}-PEARL ST"
bike_lane,,,502.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00981442054704, 40.7375663786987], [-74.00985368154595, 40.73814719403994], [-74.00990637998311, 40.73851809560782]]]}-WEST ST"
bike_lane,,,139.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.0129927976973, 40.70935427038371], [-74.01283896749439, 40.709709980376886]]]}-GREENWICH ST"
r_blkfc_id,1222602788.0,,299.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01662578576105, 40.70813393464956], [-74.01739796591468, 40.70845740994716]]]}-W  THAMES ST"
r_blkfc_id,212261242.0,,101.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01208718758026, 40.70907811895355], [-74.01193492725311, 40.70930588333295]]]}-TRINITY PL"
r_blkfc_id,212261109.0,,75.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01020028920429, 40.70328219200393], [-74.0089875528631, 40.704084827772505]]]}-WATER ST"
r_blkfc_id,212261088.0,,71.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01046533974602, 40.71153454724642], [-74.01012167536024, 40.71208469638951]]]}-CHURCH ST"
r_blkfc_id,212261511.0,,124.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00945463868723, 40.70452785694512], [-74.00890108919573, 40.704861846669594]]]}-PEARL ST"
r_blkfc_id,212261734.0,,,9,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00842516151923, 40.686015531942594], [-74.00859065970282, 40.686242454014064], [-74.00859803329706, 40.686252563582435], [-74.0089685350419, 40.68696605714863]]]}-BK BATTERY TUNL"
r_blkfc_id,212261873.0,,420.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00050986097234, 40.71098426944826], [-74.00062025062019, 40.71108198355321], [-74.00071409634558, 40.71119213351896], [-74.00078801360337, 40.711312107830345], [-74.0008396243496, 40.7114386563515], [-74.00086781530356, 40.71156815886219], [-74.0008727637329, 40.71169696781308]]]}-PEARL ST"
bike_lane,,,238.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00755195736613, 40.75237822573365], [-74.00729116852627, 40.75309914259302]]]}-12 AVE"
r_blkfc_id,212261578.0,,92.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00902906502225, 40.70531013847116], [-74.00800726907983, 40.70544646155277]]]}-BEAVER ST"
bike_lane,,,30.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01262946733641, 40.70500276104254], [-74.0115498104063, 40.70495073496904]]]}-BEAVER ST"
bike_lane,,,,17,2,"{'type': 'MultiLineString', 'coordinates': [[[-73.98416661216714, 40.78517093859282], [-73.98407352383622, 40.785307425823966], [-73.98393581597519, 40.7855093334064]]]}-H HUDSON PKWY"
r_blkfc_id,212262395.0,,,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01428922948978, 40.70454907535256], [-74.01437031212745, 40.70455803784475], [-74.01451712300867, 40.704605675392386], [-74.01466709872304, 40.70464721296995], [-74.01478059501136, 40.704674113029824], [-74.01489542085365, 40.70469751835281], [-74.014961252156, 40.70475979724394]]]}-BATTERY PL"
bike_lane,3.0,,168.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00794861212007, 40.7055461878137], [-74.00745217307546, 40.70605109297283]]]}-PEARL ST"
bike_lane,,,280.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01135914238981, 40.72361797385921], [-74.01123470913308, 40.72426563244946]]]}-WEST ST"
r_blkfc_id,1222601575.0,,416.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01007533212791, 40.734225615466215], [-74.01004291133181, 40.73458937070711]]]}-WEST ST"
r_blkfc_id,1222603438.0,,,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01094273105342, 40.725662241966305], [-74.0109393448893, 40.72568462133885], [-74.01092277258164, 40.72579415084571]]]}-WEST ST"
r_blkfc_id,212261510.0,,93.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00794861212007, 40.7055461878137], [-74.00739218847701, 40.70518268851544]]]}-WALL ST"
r_blkfc_id,1322604574.0,,,17,2,"{'type': 'MultiLineString', 'coordinates': [[[-73.98730772854314, 40.78104130328782], [-73.98687120791307, 40.78145267598638]]]}-H HUDSON PKWY"
bike_lane,,,,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01793061274537, 40.70617486563979], [-74.01869417782103, 40.706511760458845]]]}-1 PL"
bike_lane,,,105.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00966812264812, 40.71272457013371], [-74.00925467816931, 40.71325580613428]]]}-CHURCH ST"
r_blkfc_id,212260693.0,,129.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01308187710583, 40.709146980592976], [-74.0129927976973, 40.70935427038371]]]}-GREENWICH ST"
bike_lane,,,676.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-73.99712927258527, 40.76610135539957], [-73.99666737542213, 40.76673968306694]]]}-12 AVE"
r_blkfc_id,212261734.0,,,5,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01567486061293, 40.70184224805438], [-74.01566642080466, 40.701929617153084], [-74.01564653147396, 40.70203466427218]]]}-BK BATTERY TUNL"
bike_lane,,,119.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00689991891616, 40.7048242435102], [-74.00629274599441, 40.70423376790571]]]}-WALL ST"
bike_lane,,,420.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.0033826474274, 40.75892977901519], [-74.00315984307318, 40.75923825343087]]]}-12 AVE"
r_blkfc_id,1222603978.0,,300.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01092277258164, 40.72579415084571], [-74.01086996931917, 40.726084713593615]]]}-WEST ST"
bike_lane,,,14.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01374945855002, 40.70238955053925], [-74.0138344107159, 40.70240570103803]]]}-STATE ST"
bike_lane,,,12.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01332610865533, 40.70503078785608], [-74.01262946733641, 40.70500276104254]]]}-BEAVER ST"
r_blkfc_id,212261789.0,,88.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01156918149523, 40.70424893065878], [-74.01157634422235, 40.70401945007067]]]}-BROAD ST"
bike_lane,,,498.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00205785487437, 40.76072221978305], [-74.00162163509579, 40.76134698788215]]]}-12 AVE"
bike_lane,,,420.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00050986097234, 40.71098426944826], [-74.00062025062019, 40.71108198355321], [-74.00071409634558, 40.71119213351896], [-74.00078801360337, 40.711312107830345], [-74.0008396243496, 40.7114386563515], [-74.00086781530356, 40.71156815886219], [-74.0008727637329, 40.71169696781308]]]}-PEARL ST"
r_blkfc_id,212261831.0,,520.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00156635613374, 40.71368306349681], [-74.00173689530186, 40.71378576394427], [-74.00259803769322, 40.714312726655315]]]}-PEARL ST"
bike_lane,,,,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00993583928073, 40.73875050106895], [-74.00993766150148, 40.738909216734676], [-74.00992279764942, 40.73906803652941], [-74.00989132755124, 40.739225445331414], [-74.00984362265525, 40.73937996232994]]]}-WEST ST"
r_blkfc_id,212260923.0,,386.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00113646757461, 40.71017596422536], [-74.00100325508991, 40.71035402976367], [-74.00090633637271, 40.71047783085379], [-74.00075289387976, 40.710673831694436]]]}-PEARL ST"
r_blkfc_id,212262197.0,,,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00162290743312, 40.70956043427792], [-74.00157615385477, 40.709620004022504]]]}-PEARL ST"
r_blkfc_id,212261285.0,,,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.0089875528631, 40.704084827772505], [-74.00878919300352, 40.704210902414125]]]}-WATER ST"
bike_lane,3.0,,24.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01442983236625, 40.70315064728626], [-74.0129978382912, 40.703099516053015]]]}-PEARL ST"
bike_lane,,,55.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.0108007673076, 40.711017406995765], [-74.01046533974602, 40.71153454724642]]]}-CHURCH ST"
r_blkfc_id,1222600933.0,,101.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01712051881411, 40.70746253088078], [-74.01662578576105, 40.70813393464956]]]}-BATTERY PL"
bike_lane,,,858.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-73.99365606188508, 40.77214596240107], [-73.99329687153124, 40.77264900823287], [-73.9932034718281, 40.77277980988987]]]}-12 AVE"
bike_lane,2.0,,227.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00667419287026, 40.71653207704189], [-74.00624902059795, 40.7170757117057]]]}-CHURCH ST"
r_blkfc_id,1322605925.0,,,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-73.99440976235653, 40.77068507068018], [-73.99420752546703, 40.77150541873993]]]}-12 AVE"
bike_lane,,,520.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00156635613374, 40.71368306349681], [-74.00173689530186, 40.71378576394427], [-74.00259803769322, 40.714312726655315]]]}-PEARL ST"
r_blkfc_id,212260238.0,,21.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01433649678438, 40.70623720783566], [-74.01430040437965, 40.70627688391721], [-74.01425392075623, 40.70631108615352], [-74.0141994991425, 40.70633764575861], [-74.01414046824934, 40.70635526179954], [-74.01401379521812, 40.70642249167858], [-74.01401354714498, 40.7064226173541], [-74.01401333429845, 40.70642276178838], [-74.01389705238063, 40.706501687350205], [-74.01389681576204, 40.70650184988008], [-74.01389659147883, 40.70650204809173], [-74.0137931510094, 40.70659139972115], [-74.01379304425912, 40.706591489863506], [-74.01379296216471, 40.7065915798354], [-74.01370452743437, 40.706689538970195], [-74.01370448055523, 40.706689593422084], [-74.0137044330174, 40.70668965641792], [-74.01363266125834, 40.70679389912786]]]}-TRINITY PL"
r_blkfc_id,1322601639.0,,,17,2,"{'type': 'MultiLineString', 'coordinates': [[[-73.98416661216714, 40.78517093859282], [-73.98407352383622, 40.785307425823966], [-73.98393581597519, 40.7855093334064]]]}-H HUDSON PKWY"
bike_lane,,,162.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00795825631906, 40.749260791081596], [-74.00806127177302, 40.74945414976875], [-74.00814559236748, 40.74965357010671], [-74.00821036393826, 40.74985747611124], [-74.00825507746926, 40.75006417500013], [-74.00827951933162, 40.75027197362554]]]}-12 AVE"
bike_lane,,,,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00984362265525, 40.73937996232994], [-74.00922295495168, 40.74049595292005], [-74.00909896150272, 40.7407568448316], [-74.00889578543955, 40.74146572184104], [-74.00869902296354, 40.74236172346079]]]}-WEST ST"
bike_lane,,,140.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.0078664338864, 40.74680348007818], [-74.0077171491585, 40.74750368608482]]]}-11 AVE"
bike_lane,,,486.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00984371599047, 40.73696752994005], [-74.00981442054704, 40.7375663786987]]]}-WEST ST"
r_blkfc_id,1222601914.0,,,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01699521616094, 40.7058000436678], [-74.01793061274537, 40.70617486563979]]]}-1 PL"
bike_lane,,,21.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01231160768083, 40.70268653279639], [-74.01218311229, 40.702741276603625], [-74.01205204354203, 40.70279236510637], [-74.01191858089284, 40.702839728353425], [-74.01178290727775, 40.70288330134841], [-74.01164520826687, 40.702923024581494], [-74.01150567239777, 40.70295884366267]]]}-WATER ST"
bike_lane,,,,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00162290743312, 40.70956043427792], [-74.00157615385477, 40.709620004022504]]]}-PEARL ST"
r_blkfc_id,1222602530.0,,283.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00532369793707, 40.71827334637825], [-74.0048448675, 40.7188530167363]]]}-CHURCH ST"
r_blkfc_id,212262215.0,,,5,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01584079939174, 40.701990377851075], [-74.01582741717505, 40.702092200546545], [-74.01581941822997, 40.70219162702801]]]}-BK BATTERY TUNL"
r_blkfc_id,212261238.0,,95.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01296134424844, 40.70777032084529], [-74.01214432898097, 40.70899264549829]]]}-TRINITY PL"
bike_lane,3.0,,150.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00890108919573, 40.704861846669594], [-74.00869962031369, 40.70495605588047], [-74.00850770220484, 40.70506262736691], [-74.0083272269976, 40.705180661586105], [-74.00815993515327, 40.705309041899696], [-74.00800726907983, 40.70544646155277]]]}-PEARL ST"
r_blkfc_id,1222602554.0,,778.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-73.99484913485443, 40.769256802792036], [-73.99472060757779, 40.76929257358072], [-73.99432811729537, 40.769846076676004]]]}-12 AVE"
bike_lane,,,74.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00998418601552, 40.7051477331705], [-74.00902906502225, 40.70531013847116]]]}-BEAVER ST"
r_blkfc_id,1222606944.0,,238.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00755195736613, 40.75237822573365], [-74.00729116852627, 40.75309914259302]]]}-12 AVE"
bike_lane,,,103.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00739218847701, 40.70518268851544], [-74.00689991891616, 40.7048242435102]]]}-WALL ST"
r_blkfc_id,1222602101.0,,498.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00205785487437, 40.76072221978305], [-74.00162163509579, 40.76134698788215]]]}-12 AVE"
r_blkfc_id,1222605035.0,,254.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01174301064889, 40.72162327130305], [-74.01163016792495, 40.722310028884515]]]}-WEST ST"
r_blkfc_id,1222600278.0,,400.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00480506713535, 40.75697137368663], [-74.00384100383815, 40.75829702486884]]]}-12 AVE"
bike_lane,,,31.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01351885460902, 40.70694327099632], [-74.01337315500739, 40.70714645264195]]]}-TRINITY PL"
r_blkfc_id,1222604979.0,,196.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00827951933162, 40.75027197362554], [-74.00824770187701, 40.75045605813331], [-74.00820881875423, 40.750639356245486], [-74.00816290316953, 40.75082171115095], [-74.00810999434634, 40.751002966844226], [-74.00805013749209, 40.75118296828219], [-74.00798338375833, 40.75136156144709], [-74.00790979019932, 40.751538593547934], [-74.00782941972257, 40.75171391312812]]]}-12 AVE"
r_blkfc_id,1222600373.0,,,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00993583928073, 40.73875050106895], [-74.00993766150148, 40.738909216734676], [-74.00992279764942, 40.73906803652941], [-74.00989132755124, 40.739225445331414], [-74.00984362265525, 40.73937996232994]]]}-WEST ST"
bike_lane,,,0.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01194691411979, 40.70745153141396], [-74.01296134424844, 40.70777032084529]]]}-RECTOR ST"
bike_lane,,,119.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00925467816931, 40.71325580613428], [-74.00883196127769, 40.71379594739111]]]}-CHURCH ST"
bike_lane,,,300.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01092277258164, 40.72579415084571], [-74.01086996931917, 40.726084713593615]]]}-WEST ST"
bike_lane,,,63.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01793061274537, 40.70617486563979], [-74.01786933958108, 40.70634871855227], [-74.01778897787625, 40.70651868456784], [-74.01769028387064, 40.70668296244674], [-74.01757437049282, 40.70683986715218]]]}-BATTERY PL"
r_blkfc_id,0.0,,,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.0147422924871, 40.70983551791749], [-74.01487672259566, 40.7098352414587], [-74.01504575792599, 40.7098313202978]]]}-ALBANY ST"
r_blkfc_id,212260218.0,,286.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00405660228448, 40.70743678065677], [-74.00340211319343, 40.70808367448468]]]}-PEARL ST"
bike_lane,,,179.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00569066852002, 40.70637506246833], [-74.00500225478507, 40.70685251869731]]]}-WATER ST"
r_blkfc_id,212260693.0,,123.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01326253180854, 40.70873106798991], [-74.01308187710583, 40.709146980592976]]]}-GREENWICH ST"
r_blkfc_id,212260930.0,,89.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01396029905284, 40.707111010591895], [-74.01359196892929, 40.707967342036326]]]}-GREENWICH ST"
r_blkfc_id,1222607443.0,,,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-73.99484913485443, 40.769256802792036], [-73.99479662197211, 40.76933737724522], [-73.99453226315117, 40.76993286816401]]]}-12 AVE"
r_blkfc_id,1222604070.0,,319.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00437215011533, 40.71946672443137], [-74.00391758971028, 40.72004031154029]]]}-CHURCH ST"
r_blkfc_id,212260726.0,,50.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01438184521825, 40.70822414379349], [-74.01520160164192, 40.708456433170284]]]}-RECTOR ST"
bike_lane,,,196.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00827951933162, 40.75027197362554], [-74.00824770187701, 40.75045605813331], [-74.00820881875423, 40.750639356245486], [-74.00816290316953, 40.75082171115095], [-74.00810999434634, 40.751002966844226], [-74.00805013749209, 40.75118296828219], [-74.00798338375833, 40.75136156144709], [-74.00790979019932, 40.751538593547934], [-74.00782941972257, 40.75171391312812]]]}-12 AVE"
bike_lane,2.0,,209.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.0070972885244, 40.71599826551069], [-74.00667419287026, 40.71653207704189]]]}-CHURCH ST"
bike_lane,,,262.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01163016792495, 40.722310028884515], [-74.01149590666552, 40.72297046746891]]]}-WEST ST"
bike_lane,,,399.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01638142202177, 40.71007837134676], [-74.01762947223385, 40.710395761085024]]]}-ALBANY ST"
bike_lane,,,80.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.0082589089775, 40.74467384288739], [-74.00811962428791, 40.74537505055023]]]}-11 AVE"
bike_lane,,,,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-73.9763358671262, 40.7960634647208], [-73.97625408558243, 40.79615842365773], [-73.97617083226903, 40.79625738038131], [-73.976032994965, 40.79645298441366], [-73.97576236642037, 40.79683702798631], [-73.97564786252292, 40.79710582087967]]]}-H HUDSON PKWY"
r_blkfc_id,212260218.0,,203.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00500225478507, 40.70685251869731], [-74.00405660228448, 40.70743678065677]]]}-WATER ST"
r_blkfc_id,212261734.0,,,5,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.0156777818473, 40.70125602052488], [-74.01568594789885, 40.70154175500151], [-74.01567486061293, 40.70184224805438]]]}-BK BATTERY TUNL"
r_blkfc_id,212262246.0,,,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00123476628733, 40.71005533303564], [-74.00113646757461, 40.71017596422536]]]}-PEARL ST"
r_blkfc_id,212260489.0,,266.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00548224925218, 40.707387571654436], [-74.00432857285517, 40.707823495279854]]]}-PEARL ST"
r_blkfc_id,212262106.0,,200.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00712975165223, 40.70637505436468], [-74.0067809889086, 40.706723807556656]]]}-PEARL ST"
bike_lane,,,874.0,17,2,"{'type': 'MultiLineString', 'coordinates': [[[-73.99332519843287, 40.772831479035005], [-73.99293297355692, 40.77336901041069], [-73.99245134194055, 40.77404465417788], [-73.99227731188081, 40.77428802856217], [-73.99122907017902, 40.77575391295386], [-73.99064691410396, 40.77656798192866], [-73.9906469039647, 40.776567996670096], [-73.99064600333705, 40.77656929006096], [-73.99019036262722, 40.77721889069885], [-73.99016802704384, 40.777250733704456], [-73.98975501067643, 40.77783713990109], [-73.98928968657778, 40.77847952770988], [-73.9891419302272, 40.7786867706072], [-73.98884372569711, 40.779105025544794], [-73.98851184957837, 40.77959675363082]]]}-12 AVE"
r_blkfc_id,212261238.0,,0.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01214432898097, 40.70899264549829], [-74.01208718758026, 40.70907811895355]]]}-TRINITY PL"
r_blkfc_id,212261452.0,,55.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.0108007673076, 40.711017406995765], [-74.01046533974602, 40.71153454724642]]]}-CHURCH ST"
r_blkfc_id,212262585.0,,119.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00689991891616, 40.7048242435102], [-74.00629274599441, 40.70423376790571]]]}-WALL ST"
r_blkfc_id,0.0,,100.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01159382696616, 40.70357868401523], [-74.01159675068892, 40.703446660083394]]]}-BROAD ST"
r_blkfc_id,212261260.0,,7.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01170249917278, 40.70775571315632], [-74.01125467663418, 40.70750763999125]]]}-WALL ST"
r_blkfc_id,1222603257.0,,360.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01048801492398, 40.729817690964204], [-74.01039726573508, 40.73055816948494]]]}-WEST ST"
r_blkfc_id,212260912.0,,146.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01372415114948, 40.713678309156606], [-74.01343897530212, 40.714430418461134]]]}-WEST ST"
bike_lane,,,270.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01149590666552, 40.72297046746891], [-74.01135914238981, 40.72361797385921]]]}-WEST ST"
r_blkfc_id,1222603875.0,,616.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-73.99849707679952, 40.76424494093253], [-73.99804140885739, 40.764863136598045]]]}-12 AVE"
r_blkfc_id,212260908.0,,31.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01388897924912, 40.709497733735695], [-74.0147422924871, 40.70983551791749]]]}-ALBANY ST"
bike_lane,,,0.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01282671055186, 40.702408626673964], [-74.01266346141553, 40.7018130098396], [-74.01255063481182, 40.70150569621567]]]}-WHITEHALL ST"
