pivot-metric,pivot-value,post_direc,r_high_hn,to_lvl_co,status,the_geom-full_stree
bike_lane,,,81.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01757437049282, 40.70683986715218], [-74.01712051881411, 40.70746253088078]]]}-BATTERY PL"
r_blkfc_id,212261037.0,,133.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00739218847701, 40.70518268851544], [-74.00676557713751, 40.70562379749236]]]}-WATER ST"
bike_lane,,,25.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01363266125834, 40.70679389912786], [-74.01351885460902, 40.70694327099632]]]}-TRINITY PL"
r_blkfc_id,1222603660.0,,245.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00624902059795, 40.7170757117057], [-74.00577729796854, 40.71767664665009]]]}-CHURCH ST"
bike_lane,,,386.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00113646757461, 40.71017596422536], [-74.00100325508991, 40.71035402976367], [-74.00090633637271, 40.71047783085379], [-74.00075289387976, 40.710673831694436]]]}-PEARL ST"
bike_lane,,,13.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01308187710583, 40.709146980592976], [-74.01388897924912, 40.709497733735695]]]}-ALBANY ST"
r_blkfc_id,212261512.0,,65.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01417811318568, 40.70670145862714], [-74.01396029905284, 40.707111010591895]]]}-GREENWICH ST"
bike_lane,,,360.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01048801492398, 40.729817690964204], [-74.01039726573508, 40.73055816948494]]]}-WEST ST"
r_blkfc_id,212261467.0,,36.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.0143917690023, 40.70359878271113], [-74.01425523947039, 40.70442547183961], [-74.01425342628872, 40.70445756443338], [-74.01425861373379, 40.7044894431707], [-74.01427065874495, 40.7045202294459], [-74.01428922948978, 40.70454907535256]]]}-STATE ST"
bike_lane,2.0,,210.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.0067809889086, 40.706723807556656], [-74.00645562008715, 40.70698201181704]]]}-PEARL ST"
r_blkfc_id,212262246.0,,,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.0012825859855, 40.70999405297033], [-74.00123476628733, 40.71005533303564]]]}-PEARL ST"
bike_lane,,,,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00689991891616, 40.7048242435102], [-74.00610993824033, 40.70435089866511]]]}-WALL ST"
r_blkfc_id,1222603306.0,,394.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01023707839751, 40.73240086019474], [-74.01016258075191, 40.733164720337115]]]}-WEST ST"
bike_lane,,,203.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00500225478507, 40.70685251869731], [-74.00405660228448, 40.70743678065677]]]}-WATER ST"
bike_lane,,,64.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.0129978382912, 40.703099516053015], [-74.01287851589179, 40.702664501247185], [-74.01282671055186, 40.702408626673964]]]}-WHITEHALL ST"
r_blkfc_id,1222602788.0,,199.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01616698119132, 40.707904615235336], [-74.01662578576105, 40.70813393464956]]]}-W  THAMES ST"
bike_lane,,,57.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00950279012935, 40.70637890826033], [-74.00881270660075, 40.70601231098704]]]}-WALL ST"
bike_lane,,,404.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01016258075191, 40.733164720337115], [-74.01010480748744, 40.73383917083656]]]}-WEST ST"
r_blkfc_id,212260763.0,,32.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01311348010695, 40.7035871658206], [-74.0129978382912, 40.703099516053015]]]}-WHITEHALL ST"
bike_lane,,,62.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00837173923539, 40.74396898132182], [-74.0082589089775, 40.74467384288739]]]}-11 AVE"
r_blkfc_id,1222605963.0,,356.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.005287812919, 40.756308184173484], [-74.00480506713535, 40.75697137368663]]]}-12 AVE"
r_blkfc_id,1222604147.0,,209.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.0070972885244, 40.71599826551069], [-74.00667419287026, 40.71653207704189]]]}-CHURCH ST"
r_blkfc_id,1322601508.0,,,17,2,"{'type': 'MultiLineString', 'coordinates': [[[-73.98687120791307, 40.78145267598638], [-73.9868200314508, 40.78151283200632], [-73.98679340457568, 40.78154413089683]]]}-H HUDSON PKWY"
bike_lane,,,118.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00798545322678, 40.746087855458825], [-74.0078664338864, 40.74680348007818]]]}-11 AVE"
r_blkfc_id,212262215.0,,,9,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01213630770864, 40.692040643353], [-74.01240888960344, 40.692493526977486]]]}-BK BATTERY TUNL"
r_blkfc_id,1222605689.0,,262.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01163016792495, 40.722310028884515], [-74.01149590666552, 40.72297046746891]]]}-WEST ST"
r_blkfc_id,212261511.0,,152.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00800726907983, 40.70544646155277], [-74.00794861212007, 40.7055461878137]]]}-PEARL ST"
bike_lane,,,44.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00851707994512, 40.74317447135778], [-74.00837173923539, 40.74396898132182]]]}-11 AVE"
bike_lane,,,426.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01004291133181, 40.73458937070711], [-74.00998887757267, 40.735296993104214]]]}-WEST ST"
r_blkfc_id,212261365.0,,108.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01049611003593, 40.70380470056576], [-74.00945463868723, 40.70452785694512]]]}-PEARL ST"
r_blkfc_id,212261804.0,,139.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.0129927976973, 40.70935427038371], [-74.01283896749439, 40.709709980376886]]]}-GREENWICH ST"
bike_lane,,,558.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.0002955726903, 40.76253746582068], [-73.9995526044864, 40.763075192296775]]]}-12 AVE"
r_blkfc_id,1322606632.0,,858.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-73.99365606188508, 40.77214596240107], [-73.99329687153124, 40.77264900823287], [-73.9932034718281, 40.77277980988987]]]}-12 AVE"
bike_lane,2.0,,98.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01157634422235, 40.70401945007067], [-74.01159382696616, 40.70357868401523]]]}-BROAD ST"
bike_lane,,,418.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00384100383815, 40.75829702486884], [-74.0033826474274, 40.75892977901519]]]}-12 AVE"
bike_lane,,,,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-73.99440976235653, 40.77068507068018], [-73.99420752546703, 40.77150541873993]]]}-12 AVE"
bike_lane,,,,5,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01584079939174, 40.701990377851075], [-74.01582741717505, 40.702092200546545], [-74.01581941822997, 40.70219162702801]]]}-BK BATTERY TUNL"
r_blkfc_id,1222603399.0,,142.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00768203466184, 40.748672005415], [-74.00772354242926, 40.74882559277673], [-74.00778393659803, 40.74897622535973], [-74.00786255356195, 40.7491219129694], [-74.00795825631906, 40.749260791081596]]]}-12 AVE"
bike_lane,,,32.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01311348010695, 40.7035871658206], [-74.0129978382912, 40.703099516053015]]]}-WHITEHALL ST"
bike_lane,,,93.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00794861212007, 40.7055461878137], [-74.00739218847701, 40.70518268851544]]]}-WALL ST"
r_blkfc_id,1222604521.0,,263.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00577729796854, 40.71767664665009], [-74.00532369793707, 40.71827334637825]]]}-CHURCH ST"
bike_lane,,,319.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00437215011533, 40.71946672443137], [-74.00391758971028, 40.72004031154029]]]}-CHURCH ST"
r_blkfc_id,212261536.0,,119.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00925467816931, 40.71325580613428], [-74.00883196127769, 40.71379594739111]]]}-CHURCH ST"
bike_lane,,,638.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-73.99804140885739, 40.764863136598045], [-73.99757475630608, 40.76548940089358]]]}-12 AVE"
bike_lane,,,199.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01616698119132, 40.707904615235336], [-74.01662578576105, 40.70813393464956]]]}-W  THAMES ST"
r_blkfc_id,1222604562.0,,81.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01757437049282, 40.70683986715218], [-74.01712051881411, 40.70746253088078]]]}-BATTERY PL"
r_blkfc_id,1222602901.0,,370.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01039726573508, 40.73055816948494], [-74.0103402512693, 40.731288730110734]]]}-WEST ST"
bike_lane,,,133.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00739218847701, 40.70518268851544], [-74.00676557713751, 40.70562379749236]]]}-WATER ST"
bike_lane,,,151.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01283896749439, 40.709709980376886], [-74.01266646989112, 40.710148920968756]]]}-GREENWICH ST"
r_blkfc_id,212261613.0,,5.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01282671055186, 40.702408626673964], [-74.01231160768083, 40.70268653279639]]]}-WATER ST"
bike_lane,,,386.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01027197567741, 40.73200971900632], [-74.01023707839751, 40.73240086019474]]]}-WEST ST"
bike_lane,,,117.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00812645264551, 40.704671797183195], [-74.00739218847701, 40.70518268851544]]]}-WATER ST"
r_blkfc_id,1222604084.0,,660.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-73.99757475630608, 40.76548940089358], [-73.99712927258527, 40.76610135539957]]]}-12 AVE"
bike_lane,,,,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-73.98274152393704, 40.788004638238064], [-73.98255332431934, 40.78849114113375], [-73.98234418773892, 40.78897311160589], [-73.98216972615832, 40.78933507320896], [-73.98211444550027, 40.78944976524043], [-73.98186443003219, 40.78992034559176], [-73.98159459082979, 40.79038412386699], [-73.98158504797253, 40.790400961295084], [-73.98153404058856, 40.79048896847274], [-73.98143128400096, 40.79064968675908], [-73.98123800016651, 40.79095199417497], [-73.98070206124079, 40.79173999638607], [-73.98056778636783, 40.79192060386592], [-73.98036006183955, 40.7922000042959], [-73.98023560726946, 40.792350222330896], [-73.9797152068036, 40.792978331538094], [-73.9795823545119, 40.793138678279995], [-73.97945700755352, 40.79328996527703], [-73.97866906031061, 40.794083018892415], [-73.97844371272363, 40.794276590632606], [-73.97841993911597, 40.79429701200396], [-73.97834289808706, 40.79436812833103], [-73.97833603634825, 40.794371881779185]]]}-H HUDSON PKWY"
r_blkfc_id,212261351.0,,30.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01262946733641, 40.70500276104254], [-74.0115498104063, 40.70495073496904]]]}-BEAVER ST"
r_blkfc_id,212261092.0,,193.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00754375933072, 40.715432824625346], [-74.0070972885244, 40.71599826551069]]]}-CHURCH ST"
bike_lane,3.0,,222.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00645562008715, 40.70698201181704], [-74.00595100486223, 40.707205735084045]]]}-PEARL ST"
bike_lane,,,,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00141934716292, 40.70981479577195], [-74.0012825859855, 40.70999405297033]]]}-PEARL ST"
r_blkfc_id,212261036.0,,159.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00602039468583, 40.70614236277381], [-74.00569066852002, 40.70637506246833]]]}-WATER ST"
r_blkfc_id,1222604466.0,,270.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01149590666552, 40.72297046746891], [-74.01135914238981, 40.72361797385921]]]}-WEST ST"
bike_lane,,,266.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00548224925218, 40.707387571654436], [-74.00432857285517, 40.707823495279854]]]}-PEARL ST"
bike_lane,,,258.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00729116852627, 40.75309914259302], [-74.0070256109346, 40.75379253019804]]]}-12 AVE"
bike_lane,,,50.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01438184521825, 40.70822414379349], [-74.01520160164192, 40.708456433170284]]]}-RECTOR ST"
bike_lane,,,478.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00253166830099, 40.76010885883833], [-74.00237321851532, 40.76032243455831], [-74.00205785487437, 40.76072221978305]]]}-12 AVE"
bike_lane,2.0,,30.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.0129978382912, 40.703099516053015], [-74.01257015313976, 40.70320684159133]]]}-PEARL ST"
bike_lane,,,,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-73.98521650669619, 40.78368310807819], [-73.98496058439454, 40.78404578876858], [-73.98416661216714, 40.78517093859282]]]}-H HUDSON PKWY"
bike_lane,,,576.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-73.9995526044864, 40.763075192296775], [-73.99937931101317, 40.763194463150136], [-73.9992208216015, 40.76332617028554], [-73.99907936138752, 40.763468637853265], [-73.99895667325781, 40.76361991274824]]]}-12 AVE"
r_blkfc_id,212261885.0,,117.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01193492725311, 40.70930588333295], [-74.01168546371265, 40.70969274309439]]]}-TRINITY PL"
r_blkfc_id,212260827.0,,108.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01159675068892, 40.703446660083394], [-74.01150567239777, 40.70295884366267]]]}-BROAD ST"
r_blkfc_id,212260693.0,,111.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01359196892929, 40.707967342036326], [-74.01326253180854, 40.70873106798991]]]}-GREENWICH ST"
r_blkfc_id,212260238.0,,25.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01363266125834, 40.70679389912786], [-74.01351885460902, 40.70694327099632]]]}-TRINITY PL"
bike_lane,,,36.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.0143917690023, 40.70359878271113], [-74.01425523947039, 40.70442547183961], [-74.01425342628872, 40.70445756443338], [-74.01425861373379, 40.7044894431707], [-74.01427065874495, 40.7045202294459], [-74.01428922948978, 40.70454907535256]]]}-STATE ST"
r_blkfc_id,212261434.0,,58.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.0115498104063, 40.70495073496904], [-74.01147191600678, 40.705033157565275], [-74.01061207105131, 40.705099380096485], [-74.00998418601552, 40.7051477331705]]]}-BEAVER ST"
r_blkfc_id,1322603955.0,,,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-73.98366277920069, 40.785906028742474], [-73.98348066392018, 40.78622669846258], [-73.98331611492648, 40.78655312441142], [-73.98329333599285, 40.78660463041776], [-73.98316957191713, 40.78688447798047], [-73.98306677350438, 40.78714998514239], [-73.98275320200416, 40.787973952728024], [-73.98274152393704, 40.788004638238064]]]}-H HUDSON PKWY"
bike_lane,2.0,,157.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00838690878152, 40.714362293583214], [-74.00793943414322, 40.71492697262616]]]}-CHURCH ST"
bike_lane,,,778.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-73.99484913485443, 40.769256802792036], [-73.99472060757779, 40.76929257358072], [-73.99432811729537, 40.769846076676004]]]}-12 AVE"
bike_lane,,,458.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00315984307318, 40.75923825343087], [-74.00284291607375, 40.75968622637695], [-74.00259193388094, 40.760034214844055], [-74.00253166830099, 40.76010885883833]]]}-12 AVE"
r_blkfc_id,1222603598.0,,410.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01010480748744, 40.73383917083656], [-74.01007533212791, 40.734225615466215]]]}-WEST ST"
bike_lane,,,20.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01510283492294, 40.70645943673728], [-74.01594492352275, 40.706676412663455]]]}-MORRIS ST"
r_blkfc_id,212262106.0,,182.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00745217307546, 40.70605109297283], [-74.00712975165223, 40.70637505436468]]]}-PEARL ST"
r_blkfc_id,212262246.0,,,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00141934716292, 40.70981479577195], [-74.0012825859855, 40.70999405297033]]]}-PEARL ST"
bike_lane,,,108.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01159675068892, 40.703446660083394], [-74.01150567239777, 40.70295884366267]]]}-BROAD ST"
r_blkfc_id,212261612.0,,142.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01150567239777, 40.70295884366267], [-74.01116558085066, 40.70178149404092]]]}-BROAD ST"
r_blkfc_id,1222600931.0,,,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01693786186667, 40.704813986597024], [-74.01704963744208, 40.70483662931336]]]}-BATTERY PL"
bike_lane,2.0,,50.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01257015313976, 40.70320684159133], [-74.01159675068892, 40.703446660083394]]]}-PEARL ST"
r_blkfc_id,1222606986.0,,218.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00782941972257, 40.75171391312812], [-74.00755195736613, 40.75237822573365]]]}-12 AVE"
bike_lane,,,400.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00480506713535, 40.75697137368663], [-74.00384100383815, 40.75829702486884]]]}-12 AVE"
bike_lane,,,410.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01010480748744, 40.73383917083656], [-74.01007533212791, 40.734225615466215]]]}-WEST ST"
bike_lane,3.0,,152.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00800726907983, 40.70544646155277], [-74.00794861212007, 40.7055461878137]]]}-PEARL ST"
r_blkfc_id,1222603784.0,,758.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-73.99574495408581, 40.76798999299133], [-73.99484913485443, 40.769256802792036]]]}-12 AVE"
r_blkfc_id,212261900.0,,68.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01118994205468, 40.706278727518175], [-74.01142470631831, 40.70581802986001], [-74.0115498104063, 40.70495073496904]]]}-BROAD ST"
r_blkfc_id,1222603973.0,,676.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-73.99712927258527, 40.76610135539957], [-73.99666737542213, 40.76673968306694]]]}-12 AVE"
r_blkfc_id,212261734.0,,,9,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01183833471073, 40.692153796772445], [-74.0121181561437, 40.69260636521495]]]}-BK BATTERY TUNL"
bike_lane,,,24.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01442983236625, 40.70315064728626], [-74.0143917690023, 40.70359878271113]]]}-STATE ST"
r_blkfc_id,212261921.0,,37.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01123100601572, 40.71036686413972], [-74.0108007673076, 40.711017406995765]]]}-CHURCH ST"
r_blkfc_id,1222600278.0,,418.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00384100383815, 40.75829702486884], [-74.0033826474274, 40.75892977901519]]]}-12 AVE"
r_blkfc_id,212261037.0,,153.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00676557713751, 40.70562379749236], [-74.00602039468583, 40.70614236277381]]]}-WATER ST"
bike_lane,,,,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01105619612144, 40.7251484098777], [-74.01094273105342, 40.725662241966305]]]}-WEST ST"
bike_lane,3.0,,200.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00712975165223, 40.70637505436468], [-74.0067809889086, 40.706723807556656]]]}-PEARL ST"
bike_lane,,,89.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01396029905284, 40.707111010591895], [-74.01359196892929, 40.707967342036326]]]}-GREENWICH ST"
r_blkfc_id,1322602045.0,,,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-73.98274152393704, 40.788004638238064], [-73.98255332431934, 40.78849114113375], [-73.98234418773892, 40.78897311160589], [-73.98216972615832, 40.78933507320896], [-73.98211444550027, 40.78944976524043], [-73.98186443003219, 40.78992034559176], [-73.98159459082979, 40.79038412386699], [-73.98158504797253, 40.790400961295084], [-73.98153404058856, 40.79048896847274], [-73.98143128400096, 40.79064968675908], [-73.98123800016651, 40.79095199417497], [-73.98070206124079, 40.79173999638607], [-73.98056778636783, 40.79192060386592], [-73.98036006183955, 40.7922000042959], [-73.98023560726946, 40.792350222330896], [-73.9797152068036, 40.792978331538094], [-73.9795823545119, 40.793138678279995], [-73.97945700755352, 40.79328996527703], [-73.97866906031061, 40.794083018892415], [-73.97844371272363, 40.794276590632606], [-73.97841993911597, 40.79429701200396], [-73.97834289808706, 40.79436812833103], [-73.97833603634825, 40.794371881779185]]]}-H HUDSON PKWY"
r_blkfc_id,212262215.0,,,9,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00860072436832, 40.685909564654835], [-74.00878590130911, 40.68614660179633], [-74.00913762518086, 40.686819031243694]]]}-BK BATTERY TUNL"
r_blkfc_id,212261789.0,,80.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01155838499058, 40.7047211575981], [-74.01156918149523, 40.70424893065878]]]}-BROAD ST"
r_blkfc_id,1222607483.0,,478.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00253166830099, 40.76010885883833], [-74.00237321851532, 40.76032243455831], [-74.00205785487437, 40.76072221978305]]]}-12 AVE"
r_blkfc_id,1222606890.0,,62.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00837173923539, 40.74396898132182], [-74.0082589089775, 40.74467384288739]]]}-11 AVE"
bike_lane,,,93.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00878919300352, 40.704210902414125], [-74.00812645264551, 40.704671797183195]]]}-WATER ST"
bike_lane,2.0,,88.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01156918149523, 40.70424893065878], [-74.01157634422235, 40.70401945007067]]]}-BROAD ST"
bike_lane,,,,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00157615385477, 40.709620004022504], [-74.00151938817625, 40.70969234295805]]]}-PEARL ST"
bike_lane,,,95.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01296134424844, 40.70777032084529], [-74.01214432898097, 40.70899264549829]]]}-TRINITY PL"
r_blkfc_id,1222601920.0,,538.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.0010358752528, 40.761968351756735], [-74.00103326112597, 40.76197036141985], [-74.0002955726903, 40.76253746582068]]]}-12 AVE"
bike_lane,,,153.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00676557713751, 40.70562379749236], [-74.00602039468583, 40.70614236277381]]]}-WATER ST"
