profile_id,date,award,export_date
121fe54f-17c4-43e3-9f54-e3afbc5c3fc1,2024-04-27T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
7318290c-ab96-4ac3-8444-b47805dee639,2018-11-08T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
92114176-850a-4403-b679-4ba29f443542,2023-06-18T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
eb89e6c3-7ee2-4dd6-8101-755304db7782,2016-11-23T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
bfcb2e85-f38e-41ac-850c-6adde50c58ff,1994-11-06T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
25f22729-15ba-4f13-bbf1-1d8e3b2baa75,2009-07-31T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
31e008de-db7c-466c-befa-1beda258aebd,1990-08-14T00:00:00.000,MERITORIOUS POLICE DUTY,2025-12-21T00:00:00.000
300a4614-5339-4bcd-bd06-57099e2ccd2b,2009-10-12T00:00:00.000,MERITORIOUS POLICE DUTY,2025-12-21T00:00:00.000
e8a19c54-9dc2-4f42-bd2c-9346dab7b256,2007-07-21T00:00:00.000,MERITORIOUS POLICE DUTY,2025-12-21T00:00:00.000
13cef148-98b8-4062-be1f-9670b838a657,2009-10-29T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
