profile_id,training,date,export_date
6d7be210-bfd1-498e-92ad-26efd79b1455,CLT-OCCUPATIONAL-WORKPLACE SAFETY AND HEALTH,2018-04-04T00:00:00.000,2025-12-21T00:00:00.000
26827930-091b-4b9e-8617-cb71555b4e95,WORLDPRIDE NYC 2019,2019-06-06T00:00:00.000,2025-12-21T00:00:00.000
31b1ab58-6a75-4f9d-a956-fd7cfc084d9b,CRIMINAL JUSTICE REFORM ACT ROLL CALL TRAINING PART 2,2017-06-06T00:00:00.000,2025-12-21T00:00:00.000
62c795f3-ed30-4c12-8811-36a0f4938c8d,CRITICAL DECISION MAKING MODEL,2020-02-12T00:00:00.000,2025-12-21T00:00:00.000
346229ff-03d1-4867-b2b6-7123c7e49be0,CLT-SPECIAL POPULATIONS,2024-05-09T00:00:00.000,2025-12-21T00:00:00.000
258b3b8b-3d12-442a-bcc2-cf25b9f4c419,CLT-PROCEDURAL OPERATIONS,2019-03-13T00:00:00.000,2025-12-21T00:00:00.000
20f8d1da-914e-4b46-a68f-f1e121a7fd6e,TACTICAL AWARENESS-SMARTPHONE SAFETY,2017-12-12T00:00:00.000,2025-12-21T00:00:00.000
0706b868-4feb-4db4-9305-e82fa21aa891,CLT-PROCEDURAL OPERATIONS,2023-02-24T00:00:00.000,2025-12-21T00:00:00.000
8fc214f5-9811-4bc8-8e5f-66baf5da6842,CLT-ENFORCEMENT ACTIONS,2025-05-14T00:00:00.000,2025-12-21T00:00:00.000
61914eb9-ac43-434e-a80f-12c7c55ebc88,CLT-NIBRS ROLL CALL TRAINING,2022-06-11T00:00:00.000,2025-12-21T00:00:00.000
f9a61889-d3cd-4864-8da0-53c4696e01a2,PTTD WEAPONS DEFENSE,2022-10-07T00:00:00.000,2025-12-21T00:00:00.000
d111f08a-1ff5-48f4-8f76-e7a4945e1d15,FTS - CEW END USER CERTIFICATION,2021-11-15T00:00:00.000,2025-12-21T00:00:00.000
cc53a0fb-8ec8-40c5-8171-5c89f97fbb80,TACTICAL AWARENESS OF EXCITED DELIRIUM SYNDROME,2017-08-29T00:00:00.000,2025-12-21T00:00:00.000
2c8cfeff-f312-44a5-a9da-2cfcd558151f,CLT-OCCUPATIONAL-WORKPLACE SAFETY AND HEALTH,2020-01-15T00:00:00.000,2025-12-21T00:00:00.000
fa7d3349-3e82-4fa3-b25f-640ba21deeea,"CLT-UNIFORMS, PERSONAL APPEARANCE AND EQUIPMENT",2025-11-11T00:00:00.000,2025-12-21T00:00:00.000
1936863c-8fad-4853-bdf6-cc5df0e94731,20K TRAINING INITIATIVE - PHYSICAL TACTICS,2015-04-20T00:00:00.000,2025-12-21T00:00:00.000
ff6648cb-cf34-4da0-8f29-f0762f51c87e,INVESTIGATIVE ENCOUNTERS 2023 - MODULE 1 INTRODUCTION TO SQF,2022-12-27T00:00:00.000,2025-12-21T00:00:00.000
af6e2ac5-3fe1-4e76-bc92-0e950e3275a6,CLT-PROCEDURAL OPERATIONS,2021-03-12T00:00:00.000,2025-12-21T00:00:00.000
33fcba53-4023-46d9-b40a-de908eb695b7,FIELD TRAINING OFFICER PROGRAM UPDATE,2015-06-17T00:00:00.000,2025-12-21T00:00:00.000
b601f243-8179-4f14-971c-22c130921b09,PTTD C.P.R. / A.E.D. WRITTEN EXAM,2025-01-06T00:00:00.000,2025-12-21T00:00:00.000
cf2702f8-d2fc-4da6-96a6-0b60283e6e7c,MICROSOFT 365 COLLABORATION ESSENTIALS-TRANSITIONING FROM OFFICE 2016,2025-10-21T00:00:00.000,2025-12-21T00:00:00.000
1cffe9c1-777c-4ce5-b2d4-cdfa497e8580,PHYSICAL EDUCATION PART 3: AMERICAN HEART ASSOCIATION BASIC LIFE SUPPORT,2015-11-09T00:00:00.000,2025-12-21T00:00:00.000
d0e498c5-162a-447f-a6f4-6215e228c5e6,CLT-TACTICAL AWARENESS AND OFFICER SAFETY,2018-10-02T00:00:00.000,2025-12-21T00:00:00.000
9105e7ab-940d-47e6-91ed-de870d441b4d,VEHICLE PURSUITS VIDEO,2025-11-12T00:00:00.000,2025-12-21T00:00:00.000
84d42f61-5ac4-4357-b71c-d4ff1216f067,CLT-OCCUPATIONAL-WORKPLACE SAFETY AND HEALTH,2020-03-06T00:00:00.000,2025-12-21T00:00:00.000
575585e8-7f18-42b3-8fef-34c35e0282cd,LPR TRAINING,2017-10-12T00:00:00.000,2025-12-21T00:00:00.000
71d4ba00-13ec-4fc0-92ff-5f9e908c3bfd,CLT-TACTICAL AWARENESS AND OFFICER SAFETY,2019-04-03T00:00:00.000,2025-12-21T00:00:00.000
d71af9c2-481f-4514-9fa0-c28e072f8c44,INVESTIGATIVE ENCOUNTERS SUMMARY: SQF MODULE 6,2024-04-03T00:00:00.000,2025-12-21T00:00:00.000
2e836e29-315c-4268-b98c-d4207902ecb2,RTS ACADEMIC - COLLECTING AND PROCESSING EVIDENCE,2021-03-01T00:00:00.000,2025-12-21T00:00:00.000
5a7887e6-1abb-4726-a815-aa85611e1e23,CLT-TACTICAL AWARENESS AND OFFICER SAFETY,2023-12-19T00:00:00.000,2025-12-21T00:00:00.000
9ea01359-5e3d-4c7c-b92a-f92cbb40914d,RTS ACADEMIC - INTRODUCTION TO PUBLIC SERVICE,2022-04-11T00:00:00.000,2025-12-21T00:00:00.000
88560879-c645-4429-bf2c-1f2a9f0b06e5,FUNDAMENTALS OF AUTO THEFT INVESTIGATION,2017-02-15T00:00:00.000,2025-12-21T00:00:00.000
d30d1f96-304f-4f83-b574-30075a2912dc,EMERGENCY VEHICLE OPERATION JULY 07 - PRESENT,2015-11-09T00:00:00.000,2025-12-21T00:00:00.000
4786f19f-6901-4f16-a28e-2ebfd0e29b6b,RECRUIT ACADEMIC TUTORING,2024-12-17T00:00:00.000,2025-12-21T00:00:00.000
2721cbef-25ac-40c5-a7ed-d77114cb28ec,CLT-PROCEDURAL OPERATIONS,2022-02-21T00:00:00.000,2025-12-21T00:00:00.000
63a740a2-a360-4378-9138-7ffcdebfaaaf,POLICE ACADEMY RECRUIT 1ST TRIMESTER EXAM (2023 AND AFTER),2023-03-03T00:00:00.000,2025-12-21T00:00:00.000
51f0c5d1-3a02-4c8e-b6ae-123e536ba916,DRIVE SMART 2024,2024-05-06T00:00:00.000,2025-12-21T00:00:00.000
f60f75c1-2e63-4ddd-9d34-36bf09f522f6,CLT-ENFORCEMENT ACTIONS,2019-08-20T00:00:00.000,2025-12-21T00:00:00.000
a7e3158a-3c35-4024-901f-a98fe1ed1320,EQUAL EMPLOYMENT OPPORTUNITY TRAINING - SEXUAL HARASSMENT AWARENESS AND PREVENTION 2021,2021-08-04T00:00:00.000,2025-12-21T00:00:00.000
5f93c004-80e5-4c61-b38d-94d4dbfa781d,CLT-LEGAL ISSUES,2018-10-31T00:00:00.000,2025-12-21T00:00:00.000
c9605a07-5a51-4003-9332-d1c654425a6f,COVID-19: PREPAREDENESS,2025-01-17T00:00:00.000,2025-12-21T00:00:00.000
5d8b9389-9ba1-4a95-bcc4-83b4fc49b920,2016-17 INSERVICE CYCLE-PHYSICAL TACTICS,2016-09-26T00:00:00.000,2025-12-21T00:00:00.000
e4c8f1ef-d149-4a53-ab49-752cec61f285,NYPD JOUVERT AND WEST INDIAN DAY-2025,2025-10-30T00:00:00.000,2025-12-21T00:00:00.000
adefde5e-f2bf-489c-b796-33e47fd067e2,KEVIN AND AVONTE SAFE HOME PROGRAM,2025-02-01T00:00:00.000,2025-12-21T00:00:00.000
a94c8419-d199-43a5-b564-40d29af0e58d,CLT-TACTICAL AWARENESS AND OFFICER SAFETY,2024-04-25T00:00:00.000,2025-12-21T00:00:00.000
c3ce5de3-1a97-43db-8c0a-5cf1676609ab,CLT-PROCEDURAL OPERATIONS,2023-08-29T00:00:00.000,2025-12-21T00:00:00.000
4509527d-df4a-4b32-88d4-30836f16f614,CLT-COUNTERTERRORISM AND INTELLIGENCE,2018-11-20T00:00:00.000,2025-12-21T00:00:00.000
0b5cc786-b379-4c99-afad-96934694e72e,FOUR WHEEL DRIVE TRAINING,2007-07-09T00:00:00.000,2025-12-21T00:00:00.000
82580439-8e98-43a0-a007-5be9d024eda9,POLICING THE SUBWAY 2024,2024-04-08T00:00:00.000,2025-12-21T00:00:00.000
9a47f06d-33b2-4a59-87c6-fe6f05adddae,HOUSING BUREAU INTERIOR PATROL TACTICS,2024-06-05T00:00:00.000,2025-12-21T00:00:00.000
4a81f971-bd24-457c-b809-a3c6b4f5ca9d,CLT-TACTICAL AWARENESS AND OFFICER SAFETY,2020-12-19T00:00:00.000,2025-12-21T00:00:00.000
c6783174-3e77-4a10-a24b-acc4843f5a92,NARCAN NASAL SPRAY TRAINING,2023-07-30T00:00:00.000,2025-12-21T00:00:00.000
222f9ab1-0588-4f9c-bf48-18b89f562524,TEXT TO 911 - INTRODUCTION,2019-01-03T00:00:00.000,2025-12-21T00:00:00.000
85d92b0e-a446-4de3-8192-1b41abf6087a,VEHICLE PURSUITS,2025-01-23T00:00:00.000,2025-12-21T00:00:00.000
d5e0bd75-f7c4-4978-bb09-aa2ebfa75eeb,CLT-ENFORCEMENT ACTIONS,2023-03-14T00:00:00.000,2025-12-21T00:00:00.000
50cfbac9-0cb3-4d3b-a800-2d953bdc17ec,NYCHA INTERIOR PATROL: SQF MODULE 7,2024-03-13T00:00:00.000,2025-12-21T00:00:00.000
1948f454-df81-4707-b195-1b32a1606659,2023 SUMMER ALL-OUT BODY WORN CAMERA TRAINING,2024-02-06T00:00:00.000,2025-12-21T00:00:00.000
628454d1-2135-4cd6-b268-2d01a6597ff6,VIDEO 4 - PLATFORM SAFETY 2022,2022-11-23T00:00:00.000,2025-12-21T00:00:00.000
b983c1c8-7c08-4c1d-b106-0004e6336981,CLT-INVESTIGATIONS,2020-03-16T00:00:00.000,2025-12-21T00:00:00.000
489f370b-e278-49ae-9d11-14cfcbde4c94,OVERVIEW OF THE NEW DISCOVERY LAWS 2021 REFRESHER,2021-06-01T00:00:00.000,2025-12-21T00:00:00.000
b2e2f975-cdde-4807-ba9a-ca99dd7fd528,POLICE COMMISSIONERS MESSAGE - VICTIMS OF SEXUAL ASSAULT VIDEO,2019-01-14T00:00:00.000,2025-12-21T00:00:00.000
4c6bce0c-49b8-49e1-8fba-cc6e4f3b960f,FTS - CEW END USER CERTIFICATION,2022-10-20T00:00:00.000,2025-12-21T00:00:00.000
0c51f5ba-30cd-48dc-816f-a8d97127f0c9,CLT-DOCUMENTATION AND FORMS,2019-09-30T00:00:00.000,2025-12-21T00:00:00.000
a4afa3ba-1be8-4b89-98f2-ac634ee7a761,POLICING SPECIAL POPULATIONS JULY 07 - PRESENT,2015-11-09T00:00:00.000,2025-12-21T00:00:00.000
11590bf0-a36c-4db5-97f8-92c7050a0307,CLT-LEGAL ISSUES,2018-06-29T00:00:00.000,2025-12-21T00:00:00.000
57bfa4c2-7ef4-4a2b-802b-6c777a850202,HEALTH AND WELLNESS SECTION - MODULE 7 - LEADING WITH COMPASSION,2020-08-11T00:00:00.000,2025-12-21T00:00:00.000
109e6179-01d7-4ed2-b022-358bfcf226a1,POLICING SPECIAL POPULATIONS JULY 03 - JUNE 07,2015-11-09T00:00:00.000,2025-12-21T00:00:00.000
b5e78b04-396b-4572-87fa-e16ad13b3109,INVESTIGATIVE ENCOUNTERS 2023: MODULE 2 SQF LEVEL 1,2023-01-25T00:00:00.000,2025-12-21T00:00:00.000
a7a2b734-acb0-4f8e-a5ef-112492a8a276,CLT-OCCUPATIONAL-WORKPLACE SAFETY AND HEALTH,2020-03-11T00:00:00.000,2025-12-21T00:00:00.000
a69cf29e-1ef3-4e1f-8123-94ae5e417014,"HEALTH AND WELLNESS SECTION - MODULE 8 - WARNING SIGNS, SUPPORT AND OUTREACH",2025-10-03T00:00:00.000,2025-12-21T00:00:00.000
2d92a21f-0c20-4974-a301-7bb018a5e2d6,"RECRUIT SUPPLEMENTAL-CRITICAL DECISION MAKING, DE-ESCALATION, AND COMMUNICATION",2022-05-02T00:00:00.000,2025-12-21T00:00:00.000
300a4614-5339-4bcd-bd06-57099e2ccd2b,VEHICLE PURSUITS VIDEO,2025-11-03T00:00:00.000,2025-12-21T00:00:00.000
62a0ae21-c6f1-481e-9163-607381914821,CAR STOP TACTICS FOR PATROL OFFICERS - MODULE 3: THE UNKNOWN RISK STOP,2022-07-10T00:00:00.000,2025-12-21T00:00:00.000
ec99fe46-569a-40c1-b81d-5fed8f40d5ad,COLLABORATIVE POLICING - ELDER ABUSE,2019-02-21T00:00:00.000,2025-12-21T00:00:00.000
d8f247f4-aab2-4c34-8f5b-83a368bfc360,DIGNITARY PROTECTION COURSE,2011-06-03T00:00:00.000,2025-12-21T00:00:00.000
961f735d-4fa9-4b16-be07-66cde02962f1,FAMILY BUILDING,2025-06-30T00:00:00.000,2025-12-21T00:00:00.000
469d43d6-b6ef-4690-b90f-30fc73290630,NYPD JOUVERT AND WEST INDIAN DAY-2023,2023-09-01T00:00:00.000,2025-12-21T00:00:00.000
893a6a73-2796-428e-abdd-82e246eea414,AWARENESS AND RESPONSE TO BIOLOGICAL INCIDENTS,2016-08-30T00:00:00.000,2025-12-21T00:00:00.000
18dacb0a-c5e4-497c-890f-0aa38ed46545,SAFETY CONSIDERATIONS FOR PATROLLING THE NYC SUBWAY SYSTEM -DANGERS OF THE PLATFORM EDGE,2020-09-05T00:00:00.000,2025-12-21T00:00:00.000
020afb45-0d48-41b1-9351-5604278b8deb,CJB - DESK APPEARANCE TICKETS: THE NEW LAWS AND GUIDELINES FOR PROCESSING DATS,2019-12-26T00:00:00.000,2025-12-21T00:00:00.000
84372a39-7f0c-4d76-915e-8139e914051b,CAPTAINS DEVELOPMENT COURSE,2024-03-11T00:00:00.000,2025-12-21T00:00:00.000
806247fe-9891-433e-8a70-bb717c2764df,FTS - CEW TASER 7 TRANSITION COURSE,2025-11-18T00:00:00.000,2025-12-21T00:00:00.000
4559f99d-1a26-4e88-90bd-b93199ecacec,"CLT-UNIFORMS, PERSONAL APPEARANCE AND EQUIPMENT",2019-03-25T00:00:00.000,2025-12-21T00:00:00.000
f164c7ff-9822-4466-a0b7-dcae8137648b,APX NEXT PORTABLE AND RADIO DISCIPLINE TRAINING VIDEO,2024-09-25T00:00:00.000,2025-12-21T00:00:00.000
07fb9d98-edf0-4360-b4ec-c13fd63c22f1,CLT-DOCUMENTATION AND FORMS,2023-03-03T00:00:00.000,2025-12-21T00:00:00.000
8e5c0c2a-706b-4c2f-9747-3bc3673aea99,EMPLOYEE ASSISTANCE UNIT-2021,2024-06-09T00:00:00.000,2025-12-21T00:00:00.000
39d72534-d042-4dc6-bbb0-96031865000e,PTTD DEFENSIVE TACTICS PRACTICAL EXAM,2018-01-29T00:00:00.000,2025-12-21T00:00:00.000
0feff06f-970b-448f-bb5b-3ca4d48d65c7,CLT- RESPONDING TO COMMERCIAL ROBBERIES 2023,2023-01-29T00:00:00.000,2025-12-21T00:00:00.000
d69ffc30-194e-4af8-9842-437ea273abac,STREET NARCOTICS ENFORCEMENT UNIT SNEU,2017-04-19T00:00:00.000,2025-12-21T00:00:00.000
5c19a11d-c9b6-4f8f-9fe7-013a7637cefa,CLT-TACTICAL AWARENESS AND OFFICER SAFETY,2023-06-21T00:00:00.000,2025-12-21T00:00:00.000
2e1ca45d-5483-4b62-b3db-d3c2c3659e71,INVESTIGATIVE ENCOUNTERS 2023: MODULE 2 SQF LEVEL 1,2023-01-11T00:00:00.000,2025-12-21T00:00:00.000
48ec956d-22f0-4bd6-9f82-0a9034259faa,CLT-LEGAL ISSUES,2022-07-25T00:00:00.000,2025-12-21T00:00:00.000
d0ba2b4f-19e2-4273-a4ac-edc20749dbe1,EQUAL EMPLOYMENT OPPORTUNITY FOR NEW HIRES,2025-05-01T00:00:00.000,2025-12-21T00:00:00.000
c0e5148b-7ae0-4cbd-baec-8eae3b76ab3c,EXTREME RISK PROTECTION ORDER (ERPO),2025-10-07T00:00:00.000,2025-12-21T00:00:00.000
9465202a-1708-4ef9-9281-9b18853b3730,INTRODUCTION TO THE NEW 311 RADIO CODE,2025-11-18T00:00:00.000,2025-12-21T00:00:00.000
a99bdf00-6388-4ea3-9a3e-d9b1a2922d17,CLT-DOCUMENTATION AND FORMS,2018-08-23T00:00:00.000,2025-12-21T00:00:00.000
1bd4f069-a2e2-460d-b101-f632730dafca,CIMS ICS 100 / 200,2013-01-03T00:00:00.000,2025-12-21T00:00:00.000
d2ca24e1-e820-441d-9797-1597f0c15122,TACTICS WHEN ENGAGING INDIVIDUALS IN A MENTAL HEALTH CRISIS,2025-12-04T00:00:00.000,2025-12-21T00:00:00.000
34c9c707-607d-4065-99fa-3645c62c8dc0,PROCEDURAL LAW JULY 03 - JUNE 07,2015-11-09T00:00:00.000,2025-12-21T00:00:00.000
5f505387-a3f9-4b0c-8f96-f9dad17ded79,CLT-PROCEDURAL OPERATIONS,2023-05-10T00:00:00.000,2025-12-21T00:00:00.000
762e1778-c1a5-4098-8858-fc19ee9e31af,VIDEO 2 -TACTICAL CONSIDERATIONS FOR TRANSIT PATROL 2022 (PART 1),2023-01-10T00:00:00.000,2025-12-21T00:00:00.000
b73d1cc3-7f16-484e-971c-2274dc3c4eb7,INFORMATION SECURITY AWERENESS TRAINING 2019,2019-08-28T00:00:00.000,2025-12-21T00:00:00.000
78a5c503-1c36-4b84-becd-6fd1818e717b,CLT-DOCUMENTATION AND FORMS,2024-03-10T00:00:00.000,2025-12-21T00:00:00.000
af1b8154-607d-461b-b8dd-9e51301fa2ef,ESPER POLICY LIBRARY,2025-10-08T00:00:00.000,2025-12-21T00:00:00.000
2c6a3a0d-9d80-494b-a44b-e4ad406b94ce,PROHIBITED METHODS OF RESTRAINT,2022-06-08T00:00:00.000,2025-12-21T00:00:00.000
8704999e-ecb9-49da-9569-fddb4d9be1da,LAW- INTRO TO LAW AND JUSTICE QUIZ,2017-08-17T00:00:00.000,2025-12-21T00:00:00.000
30199693-ec03-4867-a28e-64e227e664b7,RECRUIT COLLISION REDUCTION INCENTIVE PROGRAM,2024-03-14T00:00:00.000,2025-12-21T00:00:00.000
f53b1d80-9ee4-4246-9be7-b7f84c5e7b05,SUBSTANTIVE LAW JULY 07 - PRESENT,2015-11-09T00:00:00.000,2025-12-21T00:00:00.000
da9a6d09-e46e-460e-b0d8-db45d9a02f5d,SUBSTANTIVE LAW JULY 07 - PRESENT,2015-11-09T00:00:00.000,2025-12-21T00:00:00.000
1c3ba126-2fa5-473c-a1e4-2e0d9ddad6da,SELF-DEFENSE AND GRAPPLING TACTICS TRAINING COURSE,2024-04-29T00:00:00.000,2025-12-21T00:00:00.000
121a0a06-232c-477a-b0ba-f4e61f8f3471,PERSONNEL BUREAU NYPD EMPLOYEE ASSISTANCE UNIT (EAU),2022-12-09T00:00:00.000,2025-12-21T00:00:00.000
ccc39abd-7e95-49c5-ad09-abf3d26c0772,"CPS INTERIOR PATROL OF HOUSING AUTHORITY BUILDINGS, PG 212-60 ROLL CALL VIDEO 2",2017-06-21T00:00:00.000,2025-12-21T00:00:00.000
4aff3ce2-54b7-4452-a5cc-146286c4f8fa,CROSSFIRE MITIGATION DURING CLOSE COMBAT INCIDENTS - PART 2,2020-01-26T00:00:00.000,2025-12-21T00:00:00.000
7a570b68-fc35-458d-9dae-0464f45a2d16,COLLABORATIVE POLICING- FOREIGN LANGUAGE CERTIFICATION VIDEO,2023-07-28T00:00:00.000,2025-12-21T00:00:00.000
513fc603-bc56-4420-aacc-399297eb6323,COUNTERTERRORISM BUREAU FACILITY AWARENESS VIDEO- TIME WARNER BUILDING,2021-06-08T00:00:00.000,2025-12-21T00:00:00.000
e1066ec4-8b4a-4325-9a9c-1b60fb0fcfd6,RECRUIT TRAINING COMPUTER COURSE,2017-06-13T00:00:00.000,2025-12-21T00:00:00.000
c0c3b3be-5f05-4a09-8449-58f7f77cd81c,CLT-DOCUMENTATION AND FORMS,2024-01-09T00:00:00.000,2025-12-21T00:00:00.000
9614614e-9e5b-4fd7-b03f-17d9b4156ba3,FRISKING AND HANDCUFFING,2013-02-11T00:00:00.000,2025-12-21T00:00:00.000
73e17bba-bbe3-439d-8a30-787c792b87d3,RTS ACADEMIC - DOMESTIC VIOLENCE,2023-02-28T00:00:00.000,2025-12-21T00:00:00.000
a492da16-be44-4732-a8ea-6972821c3dbd,RTS ACADEMIC - DISCRETION,2025-12-23T00:00:00.000,2025-12-21T00:00:00.000
2a0d9b13-1928-43d6-80cd-7f2e21eb897f,RIGHT TO KNOW ACT SQF MODULE 9,2025-02-24T00:00:00.000,2025-12-21T00:00:00.000
014c162f-ea27-4a93-938f-0e7783066e8a,RAISING THE LOWER AGE OF JUVENILE DELINQUENCY,2024-10-01T00:00:00.000,2025-12-21T00:00:00.000
b4c7892e-62c0-470e-b6bf-b8d86995cb8f,CLT-ENFORCEMENT ACTIONS,2018-11-26T00:00:00.000,2025-12-21T00:00:00.000
1980f07a-07ac-4191-a108-0d0df6d2afdb,CLT-OCCUPATIONAL-WORKPLACE SAFETY AND HEALTH,2020-06-29T00:00:00.000,2025-12-21T00:00:00.000
6f13ec8d-1f62-4da7-bb27-c82d8d97dc5e,INFORMATION SECURITY AWARENESS TRAINING 2024,2025-06-05T00:00:00.000,2025-12-21T00:00:00.000
cddcaa60-cd7d-48c0-b1b7-f099e30fdb59,CLT-OCCUPATIONAL-WORKPLACE SAFETY AND HEALTH,2020-10-05T00:00:00.000,2025-12-21T00:00:00.000
8e996a31-0e20-4b57-9da1-08234521ef4c,INFORMATION SECURITY AWARENESS TRAINING,2017-09-21T00:00:00.000,2025-12-21T00:00:00.000
355d1392-b00f-4d81-8f25-1004e2affe02,CAR STOP TACTICS FOR PATROL OFFICERS - MODULE 4: THE HIGH-RISK STOP,2022-07-28T00:00:00.000,2025-12-21T00:00:00.000
9fda21dd-c98f-4491-8deb-5775dc24ac3c,CLT-DOCUMENTATION AND FORMS,2024-04-25T00:00:00.000,2025-12-21T00:00:00.000
d2d3c391-9d48-4523-ae8f-5e0acf54ff8b,"PTTD CARDIO ENDURANCE TEST, 1ST ATTEMPT",2021-01-07T00:00:00.000,2025-12-21T00:00:00.000
3e17d5be-a6ee-4157-80d5-2e0d60de0156,BELT-WORN TRAUMA KIT REFRESHER TRAINING VIDEO-2022,2022-10-06T00:00:00.000,2025-12-21T00:00:00.000
f2f39290-0575-4591-8d84-bd810746274f,DRIVE SMART 2024,2025-03-25T00:00:00.000,2025-12-21T00:00:00.000
b228a62c-2bf3-4fb2-9c3c-e90bd5d956a3,INVESTIGATIVE ENCOUNTERS-VIDEO #2 COMMON LAW RIGHT OF INQUIRY-UNIT TRAINING MAY 2016,2018-10-10T00:00:00.000,2025-12-21T00:00:00.000
258c3316-d4df-4ab6-956d-9b0cd3047637,OPIOID OVERDOSE RECOGNITION AND NARCAN ADMINISTRATION -2021,2022-02-17T00:00:00.000,2025-12-21T00:00:00.000
7ef6a57a-0063-4abe-b026-85cc5391afb7,CLT-DOCUMENTATION AND FORMS,2022-10-12T00:00:00.000,2025-12-21T00:00:00.000
4973a77d-0090-47b8-975c-038e72eac761,FTS - CEW TASER 7 TRANSITION COURSE,2025-04-25T00:00:00.000,2025-12-21T00:00:00.000
755e60cc-259a-4411-9a57-0ccd960b3dad,RESPONDING TO PEOPLE IN CRISIS-INTRODUCTION TO CIT VIDEO SERIES,2018-10-28T00:00:00.000,2025-12-21T00:00:00.000
cf354396-856d-47e5-ac02-dcb71711d306,INTRODUCTION TO THE NEW 311 RADIO CODE,2025-09-21T00:00:00.000,2025-12-21T00:00:00.000
9b88adc2-395d-4aad-867a-9ac22fb34145,RTS ACADEMIC - INTERIOR PATROL,2019-12-06T00:00:00.000,2025-12-21T00:00:00.000
df509fde-b7b3-45cf-a75f-4490b75f0dcd,EXECUTIVE HEALTH AND WELLNESS CONFERENCE - MODULE 1,2019-10-05T00:00:00.000,2025-12-21T00:00:00.000
2e820c17-5170-4afc-ad75-92b17a0fa8d3,CLT-PROCEDURAL OPERATIONS,2019-08-15T00:00:00.000,2025-12-21T00:00:00.000
7f6a98a3-95e4-44fd-9ec4-bebf37ad64b2,CLT-DOCUMENTATION AND FORMS,2022-02-01T00:00:00.000,2025-12-21T00:00:00.000
57536c28-37ec-44e2-9432-7d726088eb45,EMPLOYEE ASSISTANCE UNIT (E.A.U.) IS HERE FOR YOU- 2024,2024-03-21T00:00:00.000,2025-12-21T00:00:00.000
473492bf-f214-49d5-87d4-53138cb8084c,TRANSIT BUREAU - SAFETY CONSIDERATIONS FOR PATROLLING THE NYC SUBWAY SYSTEM - PART 2,2019-08-05T00:00:00.000,2025-12-21T00:00:00.000
5afd0cf5-b7b7-4ab0-a506-145095e99aee,POLICE FIELD PROBLEMS JULY 03 - JUNE 07,2015-11-09T00:00:00.000,2025-12-21T00:00:00.000
81a357e9-9ea5-4d42-9085-fd768fe2ec68,CLT-OCCUPATIONAL-WORKPLACE SAFETY AND HEALTH,2025-03-03T00:00:00.000,2025-12-21T00:00:00.000
