objectid,globalid,updateddate,:@computed_region_f5dn_yrer,swratingtotal,inspectiontpcondition,treepointglobalid
94837,B7820481-8A39-44DD-9CEB-B34F0F698C3B,2016-10-17T13:17:33.000,15,,Good,
86844,52DE0C9D-6EEE-4662-8136-E66333998C51,2015-08-07T13:57:39.000,48,,Fair,
70838,0D00C70A-3337-4FED-8133-FB5608B824BE,2019-04-24T15:37:37.000,18,,Good,90381A80-197D-4C42-890D-4DC1D5DFD263
95643,90267F84-75BE-4B25-9C06-19C01912271C,2015-03-27T13:35:17.000,30,,Good,FE8D90B2-2094-42A8-A0DF-BE350B5BB7E3
94077,1865A87F-9DDD-42DD-9D6F-81477FF3ED9B,2017-08-04T14:20:44.000,4,76.0,Fair,D2C662EF-30E8-4A01-9740-C6E775CE5DDE
94880,791E899B-90B6-46F8-8C32-2C0BB6416C11,2016-10-13T16:44:46.000,15,,Good,8D988C21-FD72-48FC-8846-870DDF8C0D44
94876,6FF08F9E-4F36-4092-A84C-4F8539A0A4CD,2015-03-26T17:21:10.000,15,,Good,E7ED3608-2BDA-495A-92DD-1AB990A7E387
80457,AA4E80E8-F885-4B35-8C4E-664006DBAC8F,2018-03-29T13:27:54.000,54,,Good,E73051DE-20A2-411B-868D-136D3E743ADF
90439,A42B31FD-1DEA-4D53-8725-BDD5AFF398A4,2016-10-20T19:05:55.000,63,,Fair,E7C502C3-2D0D-47DA-8A68-7DFFB0D55E73
91677,A4AC93CD-3032-4740-BDC9-914CC9EE12AA,2015-03-31T20:17:09.000,43,,Dead,
74037,91BC10F3-B866-4D94-8C80-8D4929B472C2,2016-10-14T13:07:23.000,41,,Good,
72437,7D294119-518E-449A-B8CF-2D4DB04CDB1A,2015-03-11T04:00:00.000,26,,Good,
79258,2BBE4CB7-116F-4C9C-9A67-7FD1F2E3E2FE,2018-12-27T14:58:24.000,18,,Fair,4A36B1F9-A23C-42E0-8A1D-6D3DDB230320
89639,FC67A2E3-DE63-4EB7-B373-4435F2AAC0A6,2015-03-23T11:49:06.000,23,,Good,374C3C42-F283-4FB5-819D-40CBF12294D6
91255,9F5911DE-01E6-443B-BF4F-6DE8C0795751,2019-05-29T14:39:06.000,15,,Good,B8A3C75E-D6AD-400A-89D1-767AF945C66E
92848,BC4C814A-9C06-44F6-8B8C-47CC39FF32A8,2015-03-25T04:00:00.000,54,,Good,
66838,E8248599-46B2-413B-BBC1-18BF91F7E084,2016-10-26T15:32:34.000,29,,Poor,
89662,D4FF6653-D15C-4270-AD82-EDBE811231B9,2016-10-21T13:37:54.000,21,,Good,A08B630A-C589-4DB1-A748-93DCD65BB9B7
83254,06DA549C-E7A8-4EF9-ACA1-E61794C2E8B2,2015-04-22T14:17:00.000,61,,Poor,
81670,6067F872-ECEC-46A7-81C2-28AD1CDC0C6D,2015-10-13T17:46:00.000,22,,Poor,
96043,9D3FF8D9-0DE0-4898-8531-01604219AECB,2016-10-12T20:33:29.000,15,,Good,1709C521-6991-43D2-B66B-8390CAD2299B
92444,B5F0FF6A-7CF1-4EB4-82F7-56AAF84F801F,2016-10-12T19:50:31.000,15,,Good,3EF0E36B-0611-448E-8611-2C8B979886C7
73643,BF803FC5-E7EE-461E-AAE0-E263A1C653A0,2015-12-08T12:49:39.000,22,,Poor,
84841,57C572DC-DB08-4EFB-940E-CAA0D602C44E,2017-02-21T20:44:00.000,61,,Fair,21941BE1-1A3F-4864-AB82-B7B6B79C06C2
87680,94145AD1-3FBF-4852-852F-42426C1B8E71,2015-06-08T14:41:27.000,30,,Fair,C1C44AEC-B344-4572-BA9F-39DDC40C52C5
94850,185C8557-C687-412B-BBAA-FD43DDF01D05,2017-07-05T13:41:14.000,9,,Dead,
83640,B662910C-A613-4340-AC1A-228E1520C56C,2015-03-23T04:00:00.000,63,,Poor,
94080,6B43717C-3BD1-48E5-8D4F-4BF48E29CBD0,2016-01-22T15:33:00.000,4,65.0,Fair,F02308DE-BB80-42C0-BA1B-BDB79176A583
95646,19D58C7A-4100-47F0-952D-919B97580F20,2016-10-27T14:58:53.000,30,,Good,2B0FB6D4-2DB2-4468-B189-0C542AC9D3F0
94478,E96C2455-0B2A-48A7-8CD8-FD7CC27E2CA6,2020-06-17T19:46:18.000,4,74.0,Fair,9C056768-D92B-4010-91B9-2C7BD4A28D41
90457,D323691D-76CA-45E5-9F68-CF717FCB795A,2019-07-23T12:36:04.000,7,,Fair,614A7A61-4992-4703-BB95-3AE880C5A880
96049,3B40F6FB-881B-414D-86D9-89E44785500B,2016-10-14T13:02:22.000,30,,Good,8334D077-4F64-409C-A05B-FA935EB00605
94476,1D5A846E-1703-490C-BA26-0243FC9338C5,2016-10-13T16:45:57.000,15,,Good,AA5E6900-D332-432B-ADBC-9280BEE4EE87
90453,D3D32577-360E-4804-9BD5-6A3C989BFFC0,2019-01-29T16:25:21.000,5,,Fair,19342F96-7FB2-4676-A0DB-214693665FAF
95249,B74F10C0-4415-4F9C-BDB3-E26BF3C85740,2016-10-13T16:48:12.000,15,,Good,1B3D9C14-CC88-4BDF-8EE4-595047C4532E
83247,D2BC4505-6368-40E3-8551-D8FFB45FDE57,2016-10-24T16:22:03.000,66,,Dead,
94479,DCBB4AC4-8A31-431C-A4CA-7E1B24EC6FD0,2016-10-13T19:25:24.000,45,,Dead,37575709-ED22-4992-ADA6-FBF8C27DA484
91674,0AFA1CA8-EF3F-407B-9AED-649C54A69CE1,2018-10-31T18:31:33.000,49,52.0,Excellent,1BCEA3E7-A1BA-4D46-B52E-D9EC56963BA6
94472,7DD79062-6BA0-4D50-B94B-37743A76B5C1,2016-10-12T19:10:31.000,15,,Good,7187604F-D95A-4931-8FAD-170A5D27C747
80066,84D76B7D-93D7-4EF0-9597-731B70CC3C0A,2016-10-17T16:25:09.000,25,,Critical,
94878,BCBAB3BF-D25B-40E3-8C39-256891A7C104,2016-10-13T16:46:38.000,15,,Good,213FD812-8960-4D0B-884A-9EB4C58D5DF7
95653,18BF8A28-9B4D-40C0-99D4-3A6671C0B2DB,2015-04-02T10:16:27.000,30,,Dead,583C0728-1023-4D58-8150-1943D52B3BDF
94884,398C19D9-6BD2-4DD8-BE97-53B9CD447B9B,2019-01-28T18:29:05.000,4,74.0,Fair,B426E541-83D1-405B-BFF2-3B708F14AF6F
94874,51705038-B2AC-4863-8AF1-DCB81E2143F1,2016-10-12T19:12:28.000,15,,Good,5F4EFAB3-3F65-436C-A27E-6C3FB248248F
90460,A1AFB8CB-D1DD-4490-B5D5-13A80E456895,2016-10-06T16:16:12.000,12,,Fair,
67239,C8928877-EEC7-47A9-97BA-0A800EF44C29,2019-04-24T15:37:36.000,18,,Good,90381A80-197D-4C42-890D-4DC1D5DFD263
92845,981A2B5E-8F19-4333-B072-64F46A887F28,2021-05-04T14:27:41.000,4,71.0,Fair,ECCB13E2-D88B-4FC3-9F83-0258BC50D73E
94082,F05CE29A-CD59-4431-9B7B-1BBEE5591231,2017-04-13T12:57:58.000,62,,Good,A7E50994-6B57-4751-B039-9760CDDC6C61
96047,9F254325-F7B2-49C8-B4AD-B356815B7E73,2016-10-12T20:08:59.000,15,,Good,72A1D23E-FCD2-4653-9BF0-5E334CD6D747
79655,03F7FC81-F410-4444-A8D0-7478407D4220,2018-02-03T19:16:11.000,1,,Good,
91265,1A5C1B08-75D3-4B87-9E1B-EB6FD3D7DDB7,2016-10-14T21:19:42.000,61,,Fair,2C355D26-2DB9-4043-BF31-2E1AFE2CCA49
89238,0BA409BD-1E9C-4DCE-AF7B-3AB9D7C1F10C,2015-03-27T04:00:00.000,43,,Fair,
94480,11B1F6C1-1D76-42BC-8819-170579E7D1EF,2025-09-04T17:51:22.000,62,66.0,Good,7FABE53E-646A-461D-B1C8-B9D8B310BBEE
94848,A35D071B-43C4-4FFB-95AD-79EC947072BC,2018-07-24T13:57:30.000,15,,Good,959318A1-A745-4930-8F97-C13D75B35499
95640,138BAD6B-A17E-440B-A0D5-48183FBF2384,2016-10-23T18:31:44.000,15,,Poor,F18E1296-9E3F-4D14-A233-DE45639576E3
95639,6CEC285F-3CC5-4FE8-BC22-7A75AB4644B7,2016-10-28T18:47:04.000,15,,Fair,2A4D7BC4-378D-46B0-A42E-24F8DF3DC379
72845,EC906EF0-7B1E-498B-9F92-8D81E4025418,2015-03-20T04:00:00.000,4,,Poor,
70441,ABC7D978-0A20-4C34-9DEC-010932A2B0A1,2016-10-06T13:57:03.000,23,,Fair,
72842,74F33EB9-69BB-4671-8AE5-23147A987154,2016-10-27T12:30:10.000,46,,Good,5D9783E0-E0EB-4DE5-B806-C121BE0C5F91
96050,DA651DC8-A117-483E-8619-A7462A0CC33A,2015-03-27T13:19:12.000,30,,Good,5E22E5FA-0A24-4D25-B755-CC105BB96EA0
87652,9A8F87F7-6464-44EE-8364-2A260B376588,2015-05-05T14:45:00.000,58,,Fair,
87643,CF840BD1-165A-48C0-BB0B-60EAE868EBB3,2019-03-06T14:21:17.000,30,,Good,
94458,2C090ACB-CC99-4F29-B1A5-F7143CCC67A5,2015-09-21T17:55:00.000,2,,Good,
80057,D7F98748-4BF6-47DC-8742-37153E6B98B3,2018-06-21T16:52:26.000,16,,Dead,08BC9F88-895F-4963-9262-1957BFC300A7
95647,AA53FE12-0E6A-40BE-8FD0-13B78F7E7FFF,2016-10-24T19:35:36.000,36,,Fair,50281508-FD1D-4A73-83EF-1515E8DD0B96
84039,2D698608-0314-4567-9587-95E95AC4F78C,2015-05-01T12:50:20.000,26,,Fair,
94073,F5E99F41-D58D-4C9C-9CC6-4F43EAA613EB,2018-02-20T21:32:04.000,62,64.0,Fair,
94056,3881CA7D-B5C4-4BAF-B485-2564A0A91B58,2019-09-18T14:56:35.000,18,,Good,D239B951-884A-4D07-A0D5-3AC005724A66
89267,4020C315-0476-456E-8F27-31E6DE8A7E67,2015-03-27T19:22:40.000,2,,Good,F46ADE5D-2D40-40A5-B280-A27B67D10458
95649,3365E401-883E-411D-9ACE-BD947E373421,2016-10-06T16:30:46.000,55,,Dead,2C5F9DD1-DF43-40D7-B154-73B6983F2749
70041,26BC7C74-4CF0-4D3A-B730-C9A5248B1E52,2015-03-09T04:00:00.000,25,,Good,
71640,BE49E8C7-03A9-4912-875F-21DE0CC671D9,2018-04-10T15:19:54.000,65,,Good,3D0E5037-9EC3-41C0-8460-2FBC49CE2A70
94877,9CDD0ECB-D4CF-4D16-B5CF-C95AFE901E9C,2016-10-12T19:13:23.000,15,,Good,23ECF5DD-1662-4682-AC07-6BA85DA709BF
79264,B4603BC8-91D6-4778-BDCC-359676137B43,2016-10-17T16:16:01.000,4,,Good,D609E0DD-C1C8-4B47-A3C6-00A5F5E89923
92051,0BD1C65C-D2F1-4E89-BB5E-653B544D2FB2,2016-11-09T16:57:16.000,20,,Good,28A6BA57-8C02-4FB2-88BD-0E5B261DAC64
94473,BAD65C75-C086-41B7-9332-B43AA35ACAA9,2016-10-12T19:14:00.000,15,,Good,213FD812-8960-4D0B-884A-9EB4C58D5DF7
89251,170943A7-CE9A-478F-9B90-513149BC1283,2019-08-05T15:20:14.000,69,,Good,81C014C1-3494-4324-BA6A-F103D994684F
94470,51CC1969-1D81-4BF5-899C-C9B2E95D36D3,2016-10-19T17:55:46.000,61,,Poor,
83255,AAFDDCF1-B55A-48E7-8E7A-A3DABA4D5366,2018-06-08T18:01:40.000,17,,Good,F538F4C1-DCE1-4BE9-AB42-19B1C26BAEC7
94881,E6926FF8-F4F5-43DB-9ECC-AEA00FCA9502,2016-10-12T19:25:30.000,15,,Good,6C66328D-44A2-431C-9A00-2423C2D009E2
87681,0596FCDC-B4E5-4FDE-8AAD-C06C29FFB41E,2016-11-15T14:52:05.000,61,,Fair,
94873,EC6848C4-7136-4B6B-8301-1747F7CA666B,2015-03-26T16:54:39.000,15,,Good,0B3EFF32-7837-4620-9280-5921A08EFF8E
85243,DCA3A817-ED7E-4386-94E5-86EC77F1D46D,2016-11-08T17:19:30.000,1,,Good,778FC390-E872-4CEF-A8D6-D0340D8D409B
94879,75A4E7A0-CCA4-4E92-B12A-36A82657EE1B,2016-10-12T19:24:37.000,15,,Good,BF66D533-BFBE-47C4-866C-7AB598F923C7
92841,EAC6A6DF-94A8-4646-9BE8-809845284219,2018-03-23T12:38:54.000,26,,Fair,CBF098DD-066C-43FD-BD07-CA286F1493EB
87238,304F5E07-9FF8-4955-A138-FDAB90C8E64E,,4,,Good,
91256,DD66D816-AE1B-461F-B7E3-8DBE635D666E,2018-06-19T16:27:58.000,15,,Good,5F16FC87-5194-4D9A-AA4E-A31A8B2494B3
80052,B814E80A-687D-47F3-B7DA-9FDC655678F9,2018-12-27T14:57:50.000,18,,Dead,56B2D7D6-18B9-460C-84CD-1FB4C6223092
87682,CFBC846A-66A3-47DC-A326-B43022AAE00A,2015-03-30T13:53:49.000,1,,Dead,
95642,9C84269B-0127-43C2-BE79-4893EB2E398C,2016-10-26T15:10:07.000,30,,Good,EDB020CD-6D49-4818-9ADE-0C9D1D3CAF61
90441,8B5F8DCF-B69A-4961-86B6-0508FF83F8CA,2019-06-07T15:58:33.000,15,,Good,A94AE252-081C-4131-B045-3253BB82CBCF
87255,28F4103D-EDC3-4308-B500-FD642E44747C,2016-10-17T15:27:39.000,22,86.0,Good,
95644,3D2C21CE-599A-4A17-9DD0-49992C1D2A52,2016-10-27T15:00:09.000,30,,Good,950AF00A-EF96-409D-BEF7-04ED49683BF9
95251,F8DBC273-E07E-44A4-B210-A272BCDD0044,2016-10-12T20:32:06.000,15,,Good,934E0395-2850-40ED-A782-7C29204262B1
76450,3CA9BBD7-DE92-4C60-987E-941066C0CC58,2016-10-12T19:42:58.000,4,,Good,ED7D4C6C-7A02-4B43-ADDD-D94A8F2899C1
93254,7A88F952-1E31-43A5-949B-18530CD4147A,,15,,Good,D313FB69-6CAE-409D-8E8B-82ED6C98C579
82058,DE3F4A9D-A7FF-4425-B118-3162BE4A8F3D,2019-04-16T15:27:44.000,22,,Good,AFCB7EF3-0E4C-4C2C-ACDA-87C86BA2362E
81245,727C27F9-752B-48FE-ABA9-A9EF0125FBAF,,25,,Poor,
82059,1C5009E4-D804-4123-A9A3-098D75A83E89,2015-03-20T04:00:00.000,43,,Critical,
81663,8A97E831-8BDF-4805-BC9E-C8DDB26A01C4,2016-10-13T18:24:48.000,22,,Good,
87254,309735C4-B6FB-4829-A042-D01ABB9DF43A,2015-03-20T04:00:00.000,29,,Fair,
84842,1A6A2E9F-0789-4A8B-A514-E9719196B179,2015-05-07T18:58:00.000,59,,Fair,
79682,ABD484E5-D467-45D1-BCA7-2478E78DE05C,2019-05-17T14:57:55.000,54,78.0,Good,85C2CFF0-8F0F-4802-883F-235AA99FCEBA
90870,A83E0C83-EB39-459C-8073-0F709E820127,2018-04-11T18:46:59.000,63,,Good,
90056,84F5A875-46C4-4A1C-8E13-C98A2E91E328,2016-10-06T16:16:34.000,12,,Fair,
89244,F33C6C89-9DF9-47B9-8128-50565F706E99,2018-04-04T13:28:22.000,41,,Good,8F69617C-F1B4-4C44-B87E-5BC77C45943B
72841,B7081BA6-FE5A-40D3-B82B-FBD1F4CDF4A2,,32,,Good,E6046F2D-6F31-489B-A6C6-506824AA63F1
95648,5470A785-315E-422A-8251-801B63D06157,2016-10-26T15:36:42.000,30,,Good,E3BADFD9-2EDA-48B1-8D61-7FBD86F257C0
92439,52D5B7AD-AA21-4CB4-A836-A97C51867301,,30,,Good,
80081,3FB0A315-6FD2-4DB5-9A27-8D5E19249968,2015-03-16T04:00:00.000,49,52.0,Excellent,
85637,36AF9616-8B91-4185-B118-DBC036F9770F,,25,5.0,Fair,
72040,4778B6B9-EA26-4477-931A-EA227C9CC8C5,2016-10-11T15:13:38.000,39,,Poor,89E7164C-B82D-49AC-9FE4-AE34E334DDEB
83646,980E10F9-78B1-4FE4-9F5B-3B5FAAD84866,2016-11-08T15:45:59.000,65,,Poor,48BFD20E-355B-4548-8191-1F063486C10F
93245,3817BED6-F4DE-4A20-A128-71CB9AB4C62F,2016-10-26T13:00:29.000,14,,Poor,97130F46-976E-46A3-8BC8-C0B9CEA728FF
76449,6334684B-74F6-498C-A4CB-94536547AD07,2015-03-13T04:00:00.000,43,,Excellent,
83258,FFFBFE69-75FD-497C-BB72-E843061D083C,2016-11-15T14:52:05.000,61,,Critical,99749A45-3ABD-4472-8CAD-E0D3CE51273B
95250,0B1D39CC-62EC-4527-BCAA-29C45E709F04,2016-10-12T19:08:49.000,15,,Good,F31A5EFE-96A0-4338-9B96-7DC1F9F0BFCB
94038,77184692-B1E7-45AC-94DC-093DC9341002,2015-12-02T16:15:36.000,30,,Poor,
94875,DD8AC177-5604-4BCF-9A88-6BBE0592F451,2016-10-13T16:47:27.000,15,,Good,F475F94C-1BD2-4E43-9EF6-F351240342AA
79650,B784BA79-20FD-44DE-8530-42C306860109,2016-02-16T17:37:00.000,62,,Fair,
96041,54B18564-98D0-43FE-9A24-2630304DD154,2015-03-27T11:13:47.000,15,,Good,6387E830-C7F3-4D12-AD03-CAE6316248A3
94461,FCB7470C-BC18-45C9-8C29-91F7FF4B4A5A,2015-04-16T14:11:38.000,2,,Good,
95651,D75BD2AE-A7F7-49D6-BB8F-55B35868489E,2015-04-01T20:11:47.000,58,,Fair,DDC4DA94-167A-4B5D-BE07-161BBEE492A3
92454,86E3443B-A80A-4064-A1EF-48022D8F5F26,2015-03-31T15:48:06.000,61,,Dead,
83648,CC9688C2-080E-41C4-9367-A7D9A84FFF42,2016-10-27T19:07:00.000,62,,Poor,11382B83-7415-4C18-9DAF-E5370330CAB1
78040,08391079-8B91-4D25-AC2D-7557BF0C78FB,2018-08-23T15:44:24.000,37,,Unknown,8EC89C42-74FC-408B-A683-39C1EB23244E
94882,A56B63AC-9AE0-47A0-9F50-5D90A70672C5,2016-10-12T20:31:26.000,15,,Good,B889379B-F119-4F72-BFBE-12D609B0C9CB
96046,CD98D352-9848-46A5-B181-B386B60B86E8,2016-10-28T16:58:51.000,62,,Poor,F0CD491A-F5C6-4FAD-BF74-3D16F7D24BFE
71638,D27A8C8C-213D-4F8B-BF8A-AC2922098A41,2018-03-26T09:49:21.000,41,,Unknown,68DD99A3-DB78-45A3-A79B-B748389E5FE6
94883,6B0E5423-A59F-48D9-AA20-1333B8152966,2016-06-16T13:36:31.000,4,64.0,Fair,90B68C56-6CB4-4B93-BA33-CCA8C4B65FF1
67238,973C62C7-79D1-4DA3-98E2-F43EA1FDAF7F,2016-10-12T15:13:11.000,15,,Good,
86449,DB2E4BB8-5B41-4650-A34B-2DA4F3DA1783,2015-12-28T17:51:18.000,26,,Fair,FB4126F4-5EB6-4628-B5E4-824448649438
92857,F9E24A1B-E43C-4B4F-98FE-19C91A6DE933,2015-07-08T13:35:58.000,63,50.0,Good,6EDA51F6-F178-4CE3-A1F9-6DE31027B245
96040,8B5D05B2-F8D0-443E-9073-728C0C0492F9,2016-10-12T20:37:39.000,15,,Good,272D760F-5D71-40F9-BBFA-0C51154C54A2
74437,B76715DC-0E5C-4AED-A5F7-6A255DFA9C00,2015-03-11T04:00:00.000,25,,Critical,
81252,92670185-39CF-4262-82A2-2B5B96016698,2019-05-06T19:42:13.000,4,,Good,16EAB63E-6750-43D3-BAC3-E9C1910E0295
70839,F013DD01-353C-4F1D-8DA6-E7737B5705F2,2018-10-11T14:11:24.000,63,,Good,64244044-ACA0-40BD-B96A-093DEE915CA6
94071,388EA047-800E-499A-AF15-07F3C2D3D2D2,2016-10-17T15:35:40.000,30,,Dead,F2CCC004-7F31-4C86-9B2D-199CE28BE2A2
89260,5123918A-0DCC-47AC-823E-D7226C0B18BC,2018-05-29T18:09:49.000,61,,Good,2069E9FF-8EC6-4AFE-9E17-A10C2FBCB4C4
95652,376827D7-755D-4A82-8297-DACB17268349,2015-09-08T15:43:46.000,47,,Good,1FBF7EF2-156B-4496-962A-1F1FB4CF66E2
90872,5B342A56-5712-4CB5-ACF2-991782983F0C,2015-03-24T04:00:00.000,29,52.0,Excellent,
70437,8AE93036-67CA-41F2-BFB6-ADC92C504A9A,2016-10-18T13:22:30.000,23,,Unknown,
94079,B9CC2181-6B9C-48BF-B8F3-F6B5D7E6F893,2016-10-13T19:44:18.000,25,,Good,4A909DD3-B34B-4BF2-90B4-4EB9E85DF2A0
92844,E31B16D4-BA80-44DA-ADE9-0CE4FA06DFF6,2019-11-22T16:15:49.000,40,,Fair,
87639,CD32840C-9C29-4CB5-9C81-85CDE7F9CC85,2019-07-26T14:50:59.000,4,,Good,BAD16E37-E38B-4718-B379-6FCA3D6F64B1
73241,25238480-A9AD-4DCB-97CE-8D1EDFCAA480,2015-03-26T16:39:51.000,69,,Good,
94078,1B6219C3-9279-4911-BCA1-D2E2BDBF5071,2016-10-12T19:19:25.000,15,,Good,3CC40BE4-B576-4382-9DB7-E8227A97D9EC
93654,D539271A-E5AD-422F-9A48-74D3E14D58B3,2016-10-17T19:17:46.000,36,,Poor,
76437,D28A7F8D-3AA8-43E8-A0DE-C70389CE9CE3,2015-03-13T04:00:00.000,62,,Fair,
95241,89BF7FD9-363E-44E5-811C-8FADB3E117FE,2016-10-07T13:27:46.000,7,,Good,
94081,7D2E5734-FD81-4077-A922-E66E85676998,2016-10-17T13:33:58.000,4,68.0,Fair,B3D92757-241E-44E6-8607-862951850E37
94474,364738BE-B470-4849-A1D2-48036C1A957E,2015-03-26T17:25:34.000,15,,Good,D48D1C3F-C5F6-4484-B1BF-8F4AEF83DCC3
72847,25129D7F-642F-4316-BF0A-84F06B5CDCE5,2016-10-19T17:01:21.000,41,,Good,
76841,134396BD-9077-4B02-A837-E287EABDF0C8,2015-03-13T04:00:00.000,29,,Dead,
70038,0E648F27-3E91-4832-A803-4162D1FA7797,2015-10-18T15:38:15.000,30,,Poor,
96042,BDDA8BD2-1ED3-4C00-B3C0-294AA0DDC9DE,2016-10-12T20:33:48.000,15,,Good,223B357C-E142-4DF8-B0FE-60EAF2481AB2
83252,ED670E72-E280-4F52-9F04-9D1E3A49DFCB,2016-11-08T15:45:59.000,65,,Poor,48BFD20E-355B-4548-8191-1F063486C10F
90876,A0E4C70B-8CA6-43D3-BD66-29DA2EEA63B5,2016-10-26T15:47:17.000,30,,Good,447D69EB-FDB9-4EC4-BFCF-0B11502F9BB0
77639,85952676-F99B-48F7-B158-F8C482CF3A69,2016-10-12T16:13:15.000,4,,Good,
90844,3371AF0E-037A-42FB-B054-9DA0FA907DD3,2016-10-13T15:43:56.000,15,,Good,70442D17-46C5-4727-BBEA-E43521D427E8
70042,8C559CE3-A332-4031-8BA5-82DD4E08C9A8,2015-03-13T04:00:00.000,2,,Good,
91666,63317435-883F-4957-849F-8EF503B4C321,2016-10-20T15:47:09.000,22,,Good,
88037,342D0AA1-B389-4759-8C3E-ACA63D4D0072,2019-06-04T17:51:41.000,37,,Good,94DA1CAC-5977-44BA-8D74-26D74C888977
