the_geom,esid_no,creat_date
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.96139319626295, 40.625179064844204], [-73.96084114711236, 40.62523937524319], [-73.96046571855976, 40.62528277576335], [-73.96001047699345, 40.62289538989203], [-73.96039725585807, 40.62246484388847], [-73.96093990868, 40.622791344612935], [-73.96132288575987, 40.62233791910824], [-73.96186559150684, 40.62268774446109], [-73.9622436999422, 40.622243982158935], [-73.9627956671167, 40.62258512887225], [-73.96319200209987, 40.62213957538804], [-73.96372149608341, 40.62248441342117], [-73.96412654203408, 40.62206657025226], [-73.96471731425417, 40.622373042555864], [-73.96426798338297, 40.619983803205855], [-73.9638893559012, 40.61800054991393], [-73.96381145274925, 40.617589401308614], [-73.96481209029561, 40.6174824062115], [-73.96573927576749, 40.61738032418214], [-73.96666442638087, 40.61727780150467], [-73.96773971022321, 40.61716059054377], [-73.96826363062982, 40.617103120710134], [-73.96882927046966, 40.617034520890435], [-73.96911050560784, 40.617002988320685], [-73.96926611177818, 40.61698562419951], [-73.96939034493796, 40.616971761010106], [-73.97048282357711, 40.61685915778489], [-73.97141194205274, 40.61675731842452], [-73.97186472229687, 40.61914982536284], [-73.9719746746504, 40.61971475761511], [-73.97108784309475, 40.620019148151805], [-73.96977630446388, 40.62051858170552], [-73.9701341400567, 40.62237636745744], [-73.97155497580422, 40.62248031484397], [-73.9725153574974, 40.62255503934797], [-73.97273206702943, 40.623666945156685], [-73.97244444444101, 40.623963958193585], [-73.97193582522607, 40.62455851164161], [-73.9710690624018, 40.62591286790725], [-73.9708615087378, 40.62623718272332], [-73.97092126266855, 40.62656998499171], [-73.97120750556677, 40.62808971149599], [-73.97095951019374, 40.628116682374376], [-73.9698404158494, 40.62823838780717], [-73.9687609046216, 40.62835188014915], [-73.9678341523112, 40.62844903389621], [-73.96590686893373, 40.628654481318925], [-73.96490799362552, 40.628758983434395], [-73.9639787119652, 40.62885786117313], [-73.96304952218419, 40.62895629034267], [-73.96211947467107, 40.629040906526804], [-73.96184657341526, 40.62757081699744], [-73.96139319626295, 40.625179064844204]]]]}",143.0,2001-08-06T00:00:00.000
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.9978873458811, 40.580643777614696], [-73.99165902172889, 40.57926169153142], [-73.99085884506967, 40.57935640180149], [-73.99069770943079, 40.579373051066355], [-73.99050367240508, 40.578357647240786], [-73.99007402742761, 40.576041498684205], [-73.99016120505644, 40.57591735405004], [-73.99011283962753, 40.575674567897266], [-73.99095391945652, 40.57558236857025], [-73.99100352718553, 40.57582443670191], [-73.99113480030721, 40.57592567897036], [-73.9932619803865, 40.57569515424595], [-73.99370969822654, 40.57800223243921], [-73.99475685515901, 40.57787974162011], [-73.99580937045464, 40.57775938486753], [-73.99566636454995, 40.57760967484069], [-73.99519064255188, 40.57738714143872], [-73.9949853447445, 40.57629586196708], [-73.99541901399034, 40.57624914211292], [-73.9953326451101, 40.57579004992527], [-73.99490137479653, 40.57583651209909], [-73.99491184294415, 40.57589215412438], [-73.9943863661642, 40.57594934420978], [-73.9943155385416, 40.57557399161961], [-73.99440094974219, 40.57543705398853], [-73.99491028011045, 40.575122171149914], [-73.99454531939266, 40.573923821438335], [-73.99443841667626, 40.573367414862304], [-73.99464801935864, 40.57334052244325], [-73.99457419936665, 40.57291593017504], [-73.99490444395774, 40.57287304013175], [-73.99568523468639, 40.57280999540926], [-73.99579140425777, 40.57280142238323], [-73.99596084579471, 40.572787739577485], [-73.99636029772279, 40.57277403165089], [-73.99644946243049, 40.57277097178868], [-73.99678403554734, 40.57275948859729], [-73.99686813055688, 40.57275660228859], [-73.99704433395455, 40.57275055384018], [-73.99714601204404, 40.57275076638879], [-73.99740979367554, 40.57275131665958], [-73.99750151748549, 40.57275150808265], [-73.99808758440105, 40.572752728146035], [-73.99795884150407, 40.57218407161536], [-73.99793723610796, 40.57209636758784], [-73.99792060326695, 40.57202884784061], [-73.99780217361597, 40.571548091183914], [-73.99766789388447, 40.57011424190609], [-74.00056716090751, 40.57024541840903], [-74.00148853775937, 40.570170464890566], [-74.00205364103206, 40.569908148614864], [-74.0023485310163, 40.571341465876806], [-74.00220561576361, 40.5717559863823], [-74.00236551191975, 40.572317487322366], [-74.00254829136375, 40.573327043322536], [-74.00142189832437, 40.57310184171452], [-74.00030997988716, 40.57293292056508], [-74.00045899218804, 40.573721388417574], [-74.00048497246331, 40.57385885414047], [-74.00067580362015, 40.57486856034138], [-73.99961512311535, 40.57498420713267], [-73.99983381682436, 40.57616524837751], [-73.99986449656993, 40.57633092750331], [-74.00003382502375, 40.57724533412447], [-73.99949581679142, 40.57731626148434], [-73.99940884701591, 40.577327726661856], [-73.9992510072764, 40.57734853409474], [-73.99912527150154, 40.57736510934747], [-73.99898230567527, 40.57738938650367], [-73.99862979699219, 40.57743953515132], [-73.99787742178071, 40.57754328898856], [-73.9979684946348, 40.57823673906664], [-73.9982161635206, 40.57953607329324], [-73.99829903503047, 40.57973376676707], [-73.99844883996118, 40.57990926278407], [-73.99974518862776, 40.5807389348187], [-73.99988568074956, 40.580825421297156], [-74.00020348127875, 40.58096154443174], [-74.000705677412, 40.58106184273695], [-73.99970217155315, 40.58129925918355], [-73.99913295099324, 40.58133406965023], [-73.99841686150911, 40.58137785809234], [-73.9980317488365, 40.58115763082735], [-73.99800562188625, 40.581064658489424], [-73.9978873458811, 40.580643777614696]]]]}",120.0,2011-08-12T00:00:00.000
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.97583132292654, 40.66581507973322], [-73.97633386166683, 40.66521360351954], [-73.97684516822737, 40.664606381464964], [-73.97734253045775, 40.664011896710456], [-73.9778427509711, 40.663401768920274], [-73.97834945225777, 40.66279901480514], [-73.97885475924853, 40.66220183225833], [-73.97935059946676, 40.66159482108979], [-73.97965353482294, 40.66124323315263], [-73.98016978673428, 40.661156178195846], [-73.98074079256581, 40.66183757581303], [-73.98223034212606, 40.66214149219415], [-73.98303080847076, 40.662910115739], [-73.98459157358445, 40.66328374116729], [-73.98408880433689, 40.66388588402003], [-73.98258125728363, 40.66569309112982], [-73.98207770617186, 40.66629566599497], [-73.98158180067632, 40.6668883251533], [-73.97922490304964, 40.66574941947897], [-73.97871462478692, 40.66636126289462], [-73.97821264226972, 40.66696330781759], [-73.97583132292654, 40.66581507973322]]]]}",108.0,2001-08-06T00:00:00.000
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.92015458107205, 40.68371897783534], [-73.91985540557408, 40.68343247023268], [-73.91757669726023, 40.68365873369905], [-73.91726632729909, 40.68330322705202], [-73.91748255547341, 40.682897371508524], [-73.91712138621665, 40.68256847398434], [-73.91732048087617, 40.682184867028056], [-73.91697633080771, 40.68183416658273], [-73.91718789258002, 40.68145844387048], [-73.91683011486158, 40.681100980658165], [-73.91713420838174, 40.68085300368185], [-73.91707954969472, 40.68052597932428], [-73.9166863836696, 40.68037137882597], [-73.91653998724873, 40.67963749735702], [-73.91639300070041, 40.67890584835378], [-73.91630119875464, 40.678577111836745], [-73.91635492184213, 40.67782353668155], [-73.91646486030726, 40.676647039492714], [-73.91654436294573, 40.67583843466317], [-73.91661697846864, 40.67505994698068], [-73.91704308864377, 40.67477423674671], [-73.91899368200536, 40.67489288004222], [-73.91938428475785, 40.675213565928615], [-73.92197495330045, 40.675348547171225], [-73.92190090534747, 40.67613162096746], [-73.92483135491443, 40.67629320703904], [-73.92445778136948, 40.67650427901374], [-73.92443605801405, 40.676798702550606], [-73.92479192216251, 40.677015169169174], [-73.92478283596402, 40.677101144410535], [-73.92660419491884, 40.677201377694765], [-73.92753991303738, 40.677250048818095], [-73.92742752915188, 40.6784278964745], [-73.9273554176483, 40.679182518495764], [-73.9265641818445, 40.679144374935284], [-73.92250492593053, 40.67891766431162], [-73.92193014863825, 40.67888608056255], [-73.9219728718688, 40.67907846966664], [-73.92213242879737, 40.679744977163], [-73.92227774202077, 40.68047629315139], [-73.92242652105027, 40.68121074520808], [-73.92254479556804, 40.681935613134236], [-73.92267012229001, 40.68268151222292], [-73.92281374269027, 40.68341442907251], [-73.92242527742526, 40.683151360076025], [-73.92047934664173, 40.683321468965964], [-73.92015458107205, 40.68371897783534]]]]}",69.0,2001-08-01T00:00:00.000
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.02263792295501, 40.62948628078364], [-74.021374563723, 40.6325786003613], [-74.01889421950177, 40.631443434490066], [-74.01795101850131, 40.63372994096237], [-74.01786986650316, 40.63393364211445], [-74.01779620543738, 40.63417086853015], [-74.01775994917, 40.634242697545844], [-74.01750512321193, 40.63474754259874], [-74.01721251244183, 40.63501790206112], [-74.01690300470123, 40.6352999653183], [-74.01690189456313, 40.63529927568392], [-74.01690179761817, 40.63529921536336], [-74.01597591580972, 40.63474447807866], [-74.01475333493109, 40.63396111643611], [-74.01410877862025, 40.63456399729066], [-74.01312677069872, 40.635512305914766], [-74.01236009546926, 40.63528719809739], [-74.01162091103562, 40.63500952849142], [-74.01126451550054, 40.634851936850744], [-74.01058340328991, 40.63450185257702], [-74.0108401927828, 40.6340287693537], [-74.0113264887498, 40.633794496368715], [-74.01142649406108, 40.63340922921333], [-74.0119082378514, 40.63323440478738], [-74.00750218264196, 40.63057654246288], [-74.00933745529431, 40.628812245661685], [-74.01282890951529, 40.625455791614456], [-74.01500072028117, 40.62676890713907], [-74.01648765930577, 40.62577531293481], [-74.01797626941955, 40.62478802998654], [-74.0187518073798, 40.62431751048386], [-74.0191999483037, 40.624267997894684], [-74.01946741848336, 40.624267980087964], [-74.02007423350425, 40.624246434526135], [-74.02062537104891, 40.623655604747405], [-74.0217943916905, 40.62435499397057], [-74.02415343477739, 40.6257804148603], [-74.02263792295501, 40.62948628078364]]]]}",224.0,2001-08-07T00:00:00.000
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.94888841538244, 40.6444264926371], [-73.94896388174067, 40.64513167705635], [-73.94915204655234, 40.64688583448503], [-73.94928589533839, 40.64814094557708], [-73.9493700373395, 40.64892304621403], [-73.94946507277884, 40.649779975400875], [-73.94957113079906, 40.65080789991495], [-73.95137845893939, 40.65071574475405], [-73.9524690141611, 40.65066945476791], [-73.95295084004916, 40.650655559794856], [-73.95480071960779, 40.650569302752245], [-73.95582518450469, 40.65052980785106], [-73.95590670785073, 40.65136883309442], [-73.95256271821468, 40.65154600310988], [-73.95266314036783, 40.652489363431435], [-73.94976875006296, 40.65264232254807], [-73.94929643190399, 40.65216421610679], [-73.94736915759482, 40.65226819217135], [-73.94687330655226, 40.65279541805863], [-73.94590468785154, 40.65285464992577], [-73.94496949283841, 40.65291482918595], [-73.94400176018081, 40.65297319146171], [-73.94379996219192, 40.65110636964962], [-73.94282541986136, 40.65110999134727], [-73.94189204442576, 40.6511693538571], [-73.94169995079243, 40.6493939951962], [-73.942631132187, 40.64933975773457], [-73.94305166885817, 40.64931362491159], [-73.94292151446683, 40.64857468156431], [-73.94271433203971, 40.647150535712555], [-73.94279960980622, 40.646542620557895], [-73.9426916434181, 40.64552628344662], [-73.94260824683455, 40.6446618650324], [-73.94213671639719, 40.64468325557204], [-73.94120010418663, 40.64472000623441], [-73.94026718322785, 40.64476742593032], [-73.93932905759566, 40.644814768477346], [-73.93922712394867, 40.643835131248636], [-73.94015829809203, 40.64378010381261], [-73.94109159554455, 40.64372026874601], [-73.94202961706054, 40.643663895700016], [-73.94299634553612, 40.64360356552115], [-73.94396498587618, 40.64354277190581], [-73.9449007578473, 40.643484708261106], [-73.94586879281265, 40.64342374381854], [-73.94685570684119, 40.643362140418816], [-73.9477899471317, 40.64330573648334], [-73.94876122880072, 40.64324500858069], [-73.94888841538244, 40.6444264926371]]]]}",151.0,2001-08-06T00:00:00.000
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.91024374302906, 40.6896008022996], [-73.90573806849599, 40.68703977643928], [-73.90511506224821, 40.68668609757583], [-73.9045089530495, 40.68630808806774], [-73.90388598771483, 40.685428478428506], [-73.90530665891457, 40.683790592273446], [-73.90482767492169, 40.683526407603686], [-73.90390258825809, 40.68294632163155], [-73.90398569107755, 40.68233656261447], [-73.90487526289408, 40.681947122294815], [-73.90482270043398, 40.68159385685406], [-73.90546888938111, 40.68134260580714], [-73.9057115695783, 40.68071042186573], [-73.90628286887545, 40.68050675813814], [-73.90701819700075, 40.68094828634015], [-73.9085164170791, 40.6818039498002], [-73.90886025456456, 40.681994043708634], [-73.90905526889497, 40.68210558258301], [-73.909274623255, 40.68223432952402], [-73.9082631387353, 40.68235651327492], [-73.90768752032359, 40.683016515770966], [-73.90787839713788, 40.68365741666155], [-73.90938109963828, 40.68451293946469], [-73.9107695418883, 40.683092703661856], [-73.91227300723837, 40.68393497011074], [-73.91330728006538, 40.68452086548507], [-73.91470083274493, 40.68531695289537], [-73.91528963527188, 40.685645536397956], [-73.91550033964995, 40.68576152401033], [-73.91604599339173, 40.68607206951287], [-73.91661032034342, 40.68639135212573], [-73.91755226147875, 40.68693022304269], [-73.9161471346598, 40.68836025932086], [-73.9146993599511, 40.68983547029996], [-73.91394628077829, 40.68940869633316], [-73.91319385223352, 40.68898008137247], [-73.9124432642969, 40.68855374047375], [-73.91193162298775, 40.68864446450615], [-73.9109278181022, 40.68960838532924], [-73.91099605500584, 40.69002784336969], [-73.91024374302906, 40.6896008022996]]]]}",92.0,2001-08-03T00:00:00.000
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.96242894170834, 40.66312520800983], [-73.96289473428916, 40.66379795463894], [-73.96898047725863, 40.67239044192626], [-73.9692028078762, 40.672795157304805], [-73.96894206416428, 40.67288749119018], [-73.9687744412925, 40.67294236719424], [-73.96839899718081, 40.67293090162117], [-73.96807417335214, 40.67292178681062], [-73.96749513659134, 40.67285340787619], [-73.96608425076202, 40.67255636423965], [-73.96472126070971, 40.6721498653114], [-73.96395908301248, 40.671926584175665], [-73.96317226393525, 40.67176007951715], [-73.96257531439201, 40.67164419840613], [-73.96133769438956, 40.67135207542961], [-73.95904725353415, 40.67088226731786], [-73.95797317231593, 40.67065727352723], [-73.95526963700333, 40.670124904896475], [-73.95534460473749, 40.66991692412447], [-73.9562187127688, 40.6674828335431], [-73.95654060016338, 40.66660244884904], [-73.95685966372285, 40.66572009917855], [-73.95730218610062, 40.664478731823515], [-73.95729172675996, 40.66430263227399], [-73.95787061929025, 40.66427335748322], [-73.9593442249664, 40.66417564660536], [-73.96033682939093, 40.66410869774396], [-73.96110886861459, 40.66406232371376], [-73.96173259995145, 40.66362343196962], [-73.96242894170834, 40.66312520800983]]]]}",156.0,2001-08-06T00:00:00.000
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.89719005734884, 40.650560226296236], [-73.89593112946426, 40.649293426974516], [-73.89508107243157, 40.64984211081507], [-73.89502884730399, 40.649875501201485], [-73.89478434112895, 40.65003182295671], [-73.89450090212111, 40.649701247833], [-73.89402250906005, 40.64914328725846], [-73.89198663311694, 40.65067977664163], [-73.89125147203644, 40.650025599085566], [-73.88964264045147, 40.64810147982192], [-73.89077252960332, 40.64807809535214], [-73.89178013741034, 40.64821702376034], [-73.89100585498086, 40.64752144567258], [-73.8907103399691, 40.64725587261688], [-73.89068351484421, 40.64703949499925], [-73.8905917637804, 40.64682033250493], [-73.89228127902193, 40.64573985033152], [-73.89283769918195, 40.64587456115983], [-73.89316849054174, 40.64616511496267], [-73.89467912538805, 40.64752933485354], [-73.90146528327016, 40.64314528549817], [-73.90305978316616, 40.64211518655476], [-73.9012165581462, 40.6404617871305], [-73.90778464846511, 40.636219465809106], [-73.90962374750202, 40.63787133454397], [-73.91250885327881, 40.63600613221031], [-73.91416682131832, 40.63749263661457], [-73.91816338844508, 40.641079866705475], [-73.91740213054501, 40.64151731656856], [-73.91662098736752, 40.641947651139795], [-73.91592464951682, 40.64238369750829], [-73.91518744984639, 40.642862790586044], [-73.91472318401017, 40.643160761879756], [-73.91375496115226, 40.64377769659595], [-73.91299922026938, 40.64417254506561], [-73.91294136352823, 40.64419848122968], [-73.91206628052775, 40.644520065940014], [-73.91121455420954, 40.64482957700321], [-73.91111636413578, 40.644851059801184], [-73.90989018950353, 40.645614951659134], [-73.908898952972, 40.646255889237665], [-73.90533759647954, 40.64856261719563], [-73.9059682161593, 40.65094402322606], [-73.90623376743562, 40.65204889619089], [-73.90687003495569, 40.65458110146063], [-73.90692334552148, 40.654738427253704], [-73.90571254403467, 40.654915944547845], [-73.90507059988978, 40.655010068072116], [-73.9041422165129, 40.65514642880272], [-73.90317858623247, 40.65531164018406], [-73.90298365939891, 40.65538078502758], [-73.9027964108907, 40.655463213063264], [-73.90261910922533, 40.65555811340479], [-73.90245382770874, 40.65566437011985], [-73.90230238053378, 40.6557806153648], [-73.9019448830462, 40.65601555992953], [-73.90118710877314, 40.65651355946142], [-73.90116516210452, 40.65653462532029], [-73.90064904396813, 40.65704156115342], [-73.90057490981339, 40.65709994997504], [-73.90048766694721, 40.6571486812928], [-73.90039486713174, 40.65718420533104], [-73.90029427134277, 40.65720888710554], [-73.90002679259406, 40.65725385015764], [-73.89988986620583, 40.657274528350584], [-73.89904180634112, 40.65737166505937], [-73.8987912226176, 40.65651954251466], [-73.89859703990736, 40.65582817329967], [-73.89940865830556, 40.655684627334445], [-73.89963131755232, 40.65540418864164], [-73.90019732792769, 40.65469126959966], [-73.90093711440907, 40.65421299684074], [-73.90165069632273, 40.653751666853495], [-73.90111746203186, 40.65386296035784], [-73.89939962898067, 40.652398841795936], [-73.89907928746007, 40.6521072883989], [-73.89900463445342, 40.65136845847945], [-73.89808106388428, 40.65157015133952], [-73.89797649524607, 40.65049403080587], [-73.89719005734884, 40.650560226296236]]]]}",750.0,2002-11-22T00:00:00.000
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.88430189402537, 40.663095456484754], [-73.88379782569223, 40.66293974208423], [-73.88325202041284, 40.6622224175127], [-73.88341324876193, 40.66188216627733], [-73.8833019420323, 40.66173019919249], [-73.88578677040174, 40.66065578276838], [-73.89062134117232, 40.658576486512445], [-73.89145362326957, 40.65821835593189], [-73.89226865911928, 40.65786556098655], [-73.89308660086104, 40.65751668937252], [-73.89322628588053, 40.657479465652266], [-73.89337406906166, 40.65745793625109], [-73.8935252540555, 40.65745337558472], [-73.89367480396226, 40.65746591402705], [-73.89418891575308, 40.657555017140865], [-73.89491382124484, 40.65852644836307], [-73.89409845031793, 40.65887791978628], [-73.89550137961199, 40.660771603634956], [-73.89534796544035, 40.66072337668947], [-73.89524037476149, 40.660724139996574], [-73.89512697751827, 40.66057612101093], [-73.89472758759776, 40.660743641494335], [-73.89472314292918, 40.66100885119012], [-73.8946902247333, 40.66112612670169], [-73.89431852405903, 40.660964482015885], [-73.8938724080192, 40.661118407301885], [-73.89390448964568, 40.66135944683099], [-73.89388201436049, 40.661490345442694], [-73.89372820351699, 40.6614529065342], [-73.89354440652482, 40.66133931982554], [-73.8931049678051, 40.6615395501943], [-73.89310328331499, 40.66183482868683], [-73.89258780297985, 40.66176028404363], [-73.89227007682499, 40.66188860055768], [-73.89226078554915, 40.662206253396526], [-73.89189487635933, 40.662047729213754], [-73.89142164139783, 40.662253065130905], [-73.89144885849548, 40.66256343642823], [-73.89114773946233, 40.662432865530874], [-73.89064071983805, 40.66263816625634], [-73.89062095298581, 40.66292384039119], [-73.8902858214031, 40.662771586592], [-73.88983963299555, 40.662956364074546], [-73.88978541635825, 40.66329546079967], [-73.8894914349181, 40.663120655391005], [-73.88899793408189, 40.66331567254959], [-73.88897714287847, 40.66359442953378], [-73.88860926589697, 40.66343876671256], [-73.88826448396279, 40.663577334355445], [-73.88810817430587, 40.66404741210387], [-73.88776748620442, 40.6638392224187], [-73.8874024409496, 40.663972623951516], [-73.88739166476698, 40.6643533095795], [-73.88706081461565, 40.664239805582504], [-73.88660109524008, 40.664424557204676], [-73.88657767925451, 40.66470803612782], [-73.88608492418199, 40.66453208221643], [-73.88506226184082, 40.66500693584756], [-73.88470844892265, 40.664498557960805], [-73.88430969990863, 40.664560803503576], [-73.88451910490122, 40.664112527200686], [-73.88404566500944, 40.66344345769045], [-73.88430189402537, 40.663095456484754]]]]}",188.0,2001-08-07T00:00:00.000
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.92312239006034, 40.69888015994421], [-73.92274369546709, 40.69869777140118], [-73.92232801988192, 40.69877209776964], [-73.92235992742128, 40.69859126888409], [-73.9217564733195, 40.69845331619241], [-73.92157402189733, 40.69834550872704], [-73.92160279762975, 40.698013995316074], [-73.92119424267929, 40.69779363730177], [-73.92082397462241, 40.697917657035326], [-73.92520550610551, 40.6934546562269], [-73.92495141501688, 40.693315226689975], [-73.92631612526135, 40.69192845335154], [-73.92644992136316, 40.692001768856045], [-73.92707069464181, 40.692346223036026], [-73.92750685278875, 40.692603811450425], [-73.92781120670422, 40.69277420868519], [-73.92804330696102, 40.69290417176803], [-73.92815038566762, 40.69296509397792], [-73.92850659682357, 40.6931657263488], [-73.9286426906189, 40.69324101255932], [-73.92970192413654, 40.693863397002076], [-73.93051146676572, 40.69431652250543], [-73.93114516477645, 40.694673974784756], [-73.93145784330079, 40.69485547043926], [-73.93234497142596, 40.69534662150411], [-73.932395431463, 40.69537526855489], [-73.93311862336807, 40.69579115867474], [-73.93382816517558, 40.69618428346577], [-73.93479699776542, 40.696736591505896], [-73.93522264490049, 40.696986544031], [-73.93400832825121, 40.6971183375956], [-73.93375485794937, 40.69714399887374], [-73.93133782376134, 40.69742072570849], [-73.92781894938065, 40.69781822924592], [-73.92630564168255, 40.69873794525128], [-73.92602330577613, 40.698579625155816], [-73.92313285679957, 40.70152944837119], [-73.92163116410501, 40.70067556082632], [-73.92308169451235, 40.69920067130902], [-73.92312239006034, 40.69888015994421]]]]}",79.0,2001-08-03T00:00:00.000
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.92187302606405, 40.67253670965531], [-73.92010441906167, 40.672407212283005], [-73.92005133817227, 40.672160453588276], [-73.91970909535186, 40.67175785095154], [-73.9200243456553, 40.671640143950405], [-73.92004967114872, 40.67124240381361], [-73.91979413730068, 40.67086878324199], [-73.92025197989649, 40.67043557418832], [-73.91987744167696, 40.66997723729291], [-73.92038850516575, 40.66978561345573], [-73.91996590330461, 40.669476381211396], [-73.92070761265184, 40.669174151593346], [-73.92180873270215, 40.66871588715528], [-73.92207694710102, 40.668604259061034], [-73.9225217419218, 40.66838359084486], [-73.9226321077906, 40.668373210260846], [-73.92531218941154, 40.66848456533385], [-73.92560682539337, 40.66850525177181], [-73.92557349301693, 40.66871133147222], [-73.92549121164811, 40.669434311150525], [-73.92516155434733, 40.67295360054417], [-73.92221444364071, 40.672791640940666], [-73.92204767403248, 40.67276630288411], [-73.9218817333237, 40.67273058755051], [-73.92188134948236, 40.672722042298325], [-73.92187302606405, 40.67253670965531]]]]}",160.0,2001-08-06T00:00:00.000
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.919496869424, 40.702287397540125], [-73.91929420365818, 40.702104338815836], [-73.91933938571093, 40.70195688936534], [-73.91932287034288, 40.701831448534115], [-73.91916491675305, 40.70185340042204], [-73.9189592886344, 40.70195093658772], [-73.91853125275678, 40.7016952654255], [-73.91858261172223, 40.7015284501285], [-73.91857148517983, 40.701403860302825], [-73.91859546870873, 40.700926553256444], [-73.91955672787395, 40.699958647852924], [-73.92012733475326, 40.69981991355054], [-73.9202203415074, 40.699313387355396], [-73.91998829269077, 40.69918408196968], [-73.9193764991991, 40.69939190786439], [-73.91939904374647, 40.69903413261363], [-73.91903305126996, 40.69889113998065], [-73.91836650823888, 40.69880745683878], [-73.91752228635622, 40.698893241043514], [-73.91622341576154, 40.6990279290602], [-73.9185644073171, 40.696630094103185], [-73.91910779010148, 40.69651583895401], [-73.91939394161075, 40.69667385640031], [-73.91932072862521, 40.697060396324794], [-73.91975888562426, 40.69699726134447], [-73.92011410371248, 40.69720041559586], [-73.92007372428176, 40.69749003441341], [-73.9203854382866, 40.697365937754626], [-73.92083932940089, 40.69762927619933], [-73.92082397462241, 40.697917657035326], [-73.92119424267929, 40.69779363730177], [-73.92160279762975, 40.698013995316074], [-73.92157402189733, 40.69834550872704], [-73.9217564733195, 40.69845331619241], [-73.92235992742128, 40.69859126888409], [-73.92232801988192, 40.69877209776964], [-73.92274369546709, 40.69869777140118], [-73.92312239006034, 40.69888015994421], [-73.92308169451235, 40.69920067130902], [-73.92163116410501, 40.70067556082632], [-73.9216340215672, 40.70114066350045], [-73.92062574451546, 40.702103766559276], [-73.92007482196284, 40.70225876186388], [-73.91991033739208, 40.70228639176856], [-73.9197187374927, 40.702366907768926], [-73.919496869424, 40.702287397540125]]]]}",84.0,2001-08-03T00:00:00.000
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.87527450805116, 40.6749188264014], [-73.874351408859, 40.675052638349754], [-73.87466664786842, 40.67632134967031], [-73.87374051258308, 40.67645463080433], [-73.87403563695752, 40.677698863685265], [-73.87422202253147, 40.67851610556999], [-73.87406779665993, 40.67853598444842], [-73.87343571185278, 40.6786262139873], [-73.87335012627533, 40.678638430965876], [-73.87323392396517, 40.67847074052061], [-73.87250541296996, 40.67792404118355], [-73.86862414879582, 40.67689353929905], [-73.86638189050375, 40.676054301466884], [-73.8662734951359, 40.675764044576006], [-73.86575440491873, 40.67367809731945], [-73.86666851412997, 40.67354386687283], [-73.8662757342033, 40.672010606309804], [-73.86590884617289, 40.6704673248229], [-73.8705617182753, 40.66979734754041], [-73.8713025808156, 40.672858385014244], [-73.87204257007822, 40.67275457038748], [-73.87232269393485, 40.67284103470574], [-73.87271827747081, 40.672781912019566], [-73.87280325763534, 40.67264294852435], [-73.87295260733036, 40.67273718135989], [-73.87361988032099, 40.672639250416125], [-73.87371848203901, 40.67251052729127], [-73.87385518783313, 40.67260928521467], [-73.87456185126953, 40.67250237813887], [-73.87462484698597, 40.672389345461916], [-73.87495739509356, 40.673650699982886], [-73.87527450805116, 40.6749188264014]]]]}",200.0,2001-08-07T00:00:00.000
