the_geom,esid_no,creat_date
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.93486257235892, 40.6820305681576], [-73.93471441045452, 40.681297384307655], [-73.9345709829871, 40.68056476117832], [-73.93450839049778, 40.68022169251811], [-73.93439531056316, 40.679835379664816], [-73.93435066485608, 40.67956340747488], [-73.93487210905285, 40.67959308771191], [-73.9373976367452, 40.67972990018942], [-73.9376424365747, 40.68096301609439], [-73.93778801578414, 40.681694331786716], [-73.93486257235892, 40.6820305681576]]]]}",66.0,2001-08-01T00:00:00.000
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.95824570382237, 40.67998510437865], [-73.95829216607584, 40.679831141169835], [-73.96134655108374, 40.68046352945426], [-73.96329205592747, 40.680881585096024], [-73.96442184920672, 40.6811192884674], [-73.96442081862745, 40.68118849266036], [-73.96477852649431, 40.683039717777426], [-73.96508764268638, 40.68454676456663], [-73.96402925385614, 40.68466837357023], [-73.96462663854929, 40.687591876307174], [-73.96269328187219, 40.68781917671666], [-73.95713186518076, 40.68846313278467], [-73.95497568160671, 40.68871119337144], [-73.95468418919756, 40.68724485364865], [-73.95684165201914, 40.686996078747654], [-73.95669902113931, 40.68626334033396], [-73.95655081117172, 40.68553036510495], [-73.95640328932859, 40.684798803984535], [-73.95625781854639, 40.6840657483884], [-73.95898328012812, 40.68374991542122], [-73.95884062068343, 40.68301805314492], [-73.95839571596566, 40.680797791970186], [-73.95824570382237, 40.67998510437865]]]]}",236.0,2001-08-07T00:00:00.000
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.93807695934932, 40.68316090297073], [-73.93822325862322, 40.68389329794228], [-73.93836816509823, 40.68462560188539], [-73.93851929541194, 40.68535451525032], [-73.93558975677485, 40.685694782375684], [-73.9354438716965, 40.68496332095394], [-73.93529964853667, 40.684229483240664], [-73.93515472973858, 40.68349718470396], [-73.93807695934932, 40.68316090297073]]]]}",65.0,2001-08-01T00:00:00.000
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.99458097050307, 40.67660378175603], [-73.99458614233995, 40.675690939171155], [-73.99186955831341, 40.67441121051963], [-73.98986992433791, 40.673442375960384], [-73.98951328561986, 40.67327376038036], [-73.98721100470884, 40.67216061623044], [-73.98771576041251, 40.67155538116672], [-73.98821210785943, 40.67096081357648], [-73.98871322590462, 40.670356906267735], [-73.98630429248466, 40.669172665005576], [-73.98679977139406, 40.66857835548201], [-73.98730086035263, 40.66797541784256], [-73.98780391541865, 40.66737358543012], [-73.98544518025432, 40.66623221381766], [-73.98594772989067, 40.665630659968784], [-73.98644928979171, 40.6650284636842], [-73.98880924177318, 40.66616951800691], [-73.98981472103202, 40.66496334326108], [-73.99223462344295, 40.66613762484257], [-73.99454340086601, 40.66725340641225], [-73.9958512924491, 40.66797249577483], [-73.99640459777137, 40.668217195902734], [-73.99667191743394, 40.6687391674932], [-73.99848136109206, 40.67160547383417], [-73.99898242857122, 40.67241358363887], [-73.997952862597, 40.67255256889135], [-73.99806331904207, 40.67328158191416], [-73.99838807088233, 40.67347053858374], [-73.99770829936246, 40.6735246323381], [-73.9975433941066, 40.67379127150553], [-73.99807658781255, 40.67411460903898], [-73.99754403931307, 40.67402179896204], [-73.9974040824098, 40.67439190844455], [-73.99776979492748, 40.67474148789199], [-73.99750350208126, 40.67473398565153], [-73.99726042655936, 40.675137739481684], [-73.99744702798647, 40.675400027875334], [-73.99703576246934, 40.675496631406496], [-73.99683687521998, 40.67587234700609], [-73.9971485846599, 40.67604489743136], [-73.99672638018913, 40.67609104743791], [-73.9962217775707, 40.677128469950354], [-73.99458097050307, 40.67660378175603]]]]}",111.0,2001-08-06T00:00:00.000
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.91260741790353, 40.69554112037978], [-73.91336083843649, 40.69597032524783], [-73.9141138926718, 40.69639802074636], [-73.9125555546309, 40.69798175907328], [-73.91330879035016, 40.69841041448502], [-73.91228895881548, 40.699439557844855], [-73.91180820117192, 40.69993800261823], [-73.91103489590806, 40.69953211396808], [-73.9095327324355, 40.69867510459346], [-73.90877366113423, 40.69825522670606], [-73.90802249294735, 40.69782540827209], [-73.90756985270328, 40.69757174961686], [-73.90727452390443, 40.69739918971616], [-73.90684583529496, 40.697163548507355], [-73.90652350760726, 40.69697614278503], [-73.90700504919094, 40.69647991797889], [-73.90959800402109, 40.693834981039906], [-73.91249979642713, 40.690882899209235], [-73.91288785939865, 40.69074714801837], [-73.9133204682513, 40.691012411169034], [-73.91325003241148, 40.69130916686751], [-73.91351325716009, 40.69127587628011], [-73.91395867497067, 40.691486218013594], [-73.91400199091355, 40.69173761023979], [-73.91447847135838, 40.691623921163796], [-73.91482840023828, 40.691826112713215], [-73.91475403071301, 40.692165301602074], [-73.91476472900132, 40.69228101916248], [-73.91345813223522, 40.69361459244039], [-73.91390355637455, 40.693650865053186], [-73.91409992880811, 40.69373938456012], [-73.91405670858457, 40.694068467636804], [-73.91260741790353, 40.69554112037978]]]]}",88.0,2001-08-03T00:00:00.000
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.94415120128839, 40.67815635878218], [-73.94423021281463, 40.67735122024878], [-73.94437627674921, 40.675793904303745], [-73.94714603306085, 40.675944362186954], [-73.94739574661317, 40.673271676010245], [-73.94462949081029, 40.67312302011628], [-73.94496134602387, 40.669555451596196], [-73.94772996343016, 40.669713441600344], [-73.94775110318966, 40.66949526530067], [-73.94801495596361, 40.669145572094244], [-73.9503282579862, 40.66924695302207], [-73.9505213514785, 40.66964454391841], [-73.9509238338607, 40.669249786804784], [-73.95302930185298, 40.66940016300451], [-73.95328980145484, 40.66979531302647], [-73.95385525150081, 40.6694468936275], [-73.9550061837132, 40.66948859042788], [-73.95534460473749, 40.66991692412447], [-73.95526963700333, 40.670124904896475], [-73.95463666922703, 40.6718721432019], [-73.95431290737174, 40.672736488065844], [-73.9539995667499, 40.6736325866249], [-73.95669599288435, 40.67417042652393], [-73.95638529734289, 40.6750499000322], [-73.95606852814598, 40.67592768236625], [-73.95336353573063, 40.675385633543044], [-73.95000107461343, 40.675204298425754], [-73.94950916902843, 40.675279037380925], [-73.94944148989026, 40.67597850097336], [-73.94991530402105, 40.67609615822368], [-73.94956311297244, 40.67620662991943], [-73.94963979888126, 40.67673720927271], [-73.94984427153204, 40.67687469473718], [-73.94941992375342, 40.67722312115372], [-73.94938929846359, 40.677538116676914], [-73.94976982002648, 40.67765172495616], [-73.94927547435732, 40.67771478062182], [-73.94922260706852, 40.67827059880858], [-73.94922145343902, 40.67833947103448], [-73.94967567455093, 40.67845668110715], [-73.94823586620412, 40.67839997650598], [-73.94691891462011, 40.6783205811542], [-73.94415120128839, 40.67815635878218]]]]}",157.0,2001-08-06T00:00:00.000
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.89506523060865, 40.66749715707312], [-73.895462191271, 40.66744201335157], [-73.8958051502497, 40.6676883152808], [-73.89670364706564, 40.66755444418299], [-73.8976333053857, 40.667418676024276], [-73.898551489253, 40.66728255674513], [-73.89947172808716, 40.66714565763227], [-73.89960922835257, 40.667025665890016], [-73.89943370468686, 40.66580815829574], [-73.89978486640638, 40.66574311966916], [-73.89999713972917, 40.66547185770732], [-73.90026095467714, 40.665606901666116], [-73.90074038831938, 40.66552781767233], [-73.9008215585743, 40.66544813712415], [-73.90085135762877, 40.66534589719386], [-73.90126570620495, 40.66688065689852], [-73.90183177116319, 40.66679588720823], [-73.90223184149423, 40.666736224515304], [-73.90196897559348, 40.66715436646693], [-73.90217934421872, 40.66799205255052], [-73.90262639199173, 40.66827343438905], [-73.90235250527816, 40.668648090622575], [-73.90254001336558, 40.669354110049895], [-73.90294639637908, 40.66953005178516], [-73.90198218178612, 40.66967007064981], [-73.89834125852369, 40.67021132705961], [-73.89554341935974, 40.67062578661965], [-73.89483126207459, 40.66783350184824], [-73.89506523060865, 40.66749715707312]]]]}",194.0,2001-08-07T00:00:00.000
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.92744085595307, 40.673765738548], [-73.92550626051035, 40.673737414551255], [-73.92508152224367, 40.67384434616815], [-73.92213153311883, 40.67368389661041], [-73.92182102623777, 40.67351436036601], [-73.92185162801772, 40.673007168538895], [-73.92185343967716, 40.67297713847914], [-73.92203656759874, 40.672897303250956], [-73.92221433772734, 40.672791627119736], [-73.92516155434733, 40.67295360054417], [-73.92549121164811, 40.669434311150525], [-73.92557349301693, 40.66871133147222], [-73.92560682539337, 40.66850525177181], [-73.92834967199683, 40.66864719409245], [-73.93111937851675, 40.668798542578635], [-73.93078484080492, 40.67236281568056], [-73.92801412341694, 40.67221135079334], [-73.92885920806147, 40.672453143341365], [-73.92879711524265, 40.67300334867505], [-73.92792887895295, 40.67310557082218], [-73.92784085149607, 40.673995991674126], [-73.92744085595307, 40.673765738548]]]]}",161.0,2001-08-06T00:00:00.000
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.93052138140702, 40.675037342231306], [-73.93078484080492, 40.67236281568056], [-73.93355357152154, 40.6725145065188], [-73.93634321312793, 40.67270370975482], [-73.93673468354156, 40.67325716478165], [-73.93626272661959, 40.67356002931539], [-73.93616912424797, 40.67446114582265], [-73.93689315037861, 40.6745045108532], [-73.9371566512573, 40.67451574232953], [-73.93763647454954, 40.674822539824504], [-73.93835813685197, 40.67496143491006], [-73.93889518661797, 40.67459874185377], [-73.93877769754411, 40.67472089133357], [-73.93873696204183, 40.675389074821034], [-73.93884123149013, 40.675491887289944], [-73.93884118588045, 40.675492611279815], [-73.93856654106285, 40.6758963070882], [-73.93876783894476, 40.6762724164988], [-73.93855762736065, 40.67658460190324], [-73.93869491371515, 40.67705082769328], [-73.93851537749018, 40.677418672228626], [-73.93863289960616, 40.67776992781233], [-73.93862492565691, 40.677862569563445], [-73.93850818863491, 40.67903432004399], [-73.93848859238483, 40.67923871458535], [-73.9384361333353, 40.67978585115945], [-73.9373976367452, 40.67972990018942], [-73.93487210905285, 40.67959308771191], [-73.93435066485608, 40.67956340747488], [-73.93289696818123, 40.679484809422036], [-73.93132705297208, 40.67936721267773], [-73.92942274390622, 40.679291056653], [-73.92905973695959, 40.679275338046914], [-73.9285925797115, 40.679250795720534], [-73.9273554176483, 40.679182518495764], [-73.92742752915183, 40.6784278964745], [-73.92753991303738, 40.67725004881806], [-73.92822613934692, 40.67728868785295], [-73.9303176275815, 40.67741303798466], [-73.93031391592343, 40.67730890913071], [-73.93052138140702, 40.675037342231306]]]]}",62.0,2001-08-01T00:00:00.000
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.95272420118796, 40.606348950839866], [-73.95229472119871, 40.60402756996518], [-73.95125247206423, 40.604138401197275], [-73.95032802359438, 40.60424115102609], [-73.94939862107873, 40.60434347726864], [-73.9484724901384, 40.60444546427126], [-73.94809921913689, 40.604486485712954], [-73.9475115567123, 40.604551065876066], [-73.94654804294552, 40.604657819844896], [-73.94561989528063, 40.60475836002115], [-73.94469321869529, 40.604862108116244], [-73.94455823150707, 40.604147253517894], [-73.94439764196478, 40.603296824600186], [-73.94424205016084, 40.602472841097736], [-73.94381683954454, 40.60021733903139], [-73.94474202541241, 40.600111174709916], [-73.94566886868074, 40.60001176690662], [-73.94663212424051, 40.59990896389601], [-73.947595379753, 40.59980151575017], [-73.94852098925192, 40.5996976087154], [-73.9494481050101, 40.59959756670071], [-73.95037360101655, 40.5994952476573], [-73.95140557470265, 40.599381024973205], [-73.95260704335055, 40.59925061771661], [-73.95355183596197, 40.59914645299943], [-73.95314947407724, 40.59702791848787], [-73.95411036194542, 40.59692073892183], [-73.95507631408927, 40.59681539039515], [-73.95545313453857, 40.59677338356289], [-73.95600127871177, 40.596713385657104], [-73.9564021093351, 40.59883320627557], [-73.95547624221587, 40.59893730930528], [-73.95590787530317, 40.6011887618738], [-73.95868371868455, 40.600884252997446], [-73.95835467980108, 40.60129017284728], [-73.95864669948988, 40.602881260560636], [-73.95870546693432, 40.60292544869879], [-73.95913611431912, 40.603273590180116], [-73.95882425589296, 40.60370115330888], [-73.95902279039554, 40.605188237293305], [-73.95907779012092, 40.60522810138169], [-73.95957610256033, 40.60559992742112], [-73.9586498065656, 40.60569740267204], [-73.95772401287633, 40.605799833233945], [-73.9571871587347, 40.60586368872153], [-73.95679474181419, 40.605902705726955], [-73.95583074090784, 40.6060072047919], [-73.95486939418295, 40.60611367855637], [-73.9539224502168, 40.60621661036584], [-73.95272420118796, 40.606348950839866]]]]}",7.0,2001-07-31T00:00:00.000
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.92467622415582, 40.719885695385685], [-73.93160506415333, 40.71801033127249], [-73.93470451462285, 40.71720882172289], [-73.93528733238078, 40.718521356089404], [-73.93613019134781, 40.71832695645808], [-73.93694817341427, 40.71810146030474], [-73.93701425629007, 40.71824875981808], [-73.93725759918809, 40.71879116805613], [-73.93753254002598, 40.71945620441547], [-73.93790018535975, 40.719190501928956], [-73.9385641566152, 40.71901944788103], [-73.93908971741897, 40.719047379299134], [-73.94049201267853, 40.71867825915393], [-73.94058990747824, 40.71920542332989], [-73.94342657032051, 40.71893359236696], [-73.94389807848253, 40.71960337022951], [-73.94420867168125, 40.719996836995875], [-73.94440536775114, 40.72024041208496], [-73.94462496354755, 40.720502638330736], [-73.9449540511451, 40.720797901968496], [-73.94579364726017, 40.72158904705877], [-73.9465002559292, 40.72220900030736], [-73.94709361273009, 40.72277512763091], [-73.94755078534435, 40.723543552415975], [-73.94794874020816, 40.72423518785372], [-73.94912356983232, 40.72631679159825], [-73.95065874994626, 40.72899571655985], [-73.95148293100881, 40.730464184011936], [-73.94877061353586, 40.730722067540434], [-73.94789523657704, 40.73088381132145], [-73.94458652516784, 40.732085617893276], [-73.9427952695119, 40.732654633824545], [-73.94064423499688, 40.73317051125239], [-73.94036816568301, 40.733269388398085], [-73.93966003966091, 40.73148681433197], [-73.93752479638847, 40.72981523235532], [-73.93442538001432, 40.728817789351574], [-73.93182484640876, 40.72848207305363], [-73.92921295024546, 40.727779982045384], [-73.92912538058845, 40.72775644293788], [-73.92908370944677, 40.72771641683715], [-73.92780120595796, 40.72649447532946], [-73.92722485870144, 40.72533279775823], [-73.92653850983122, 40.72406520085078], [-73.9253437830498, 40.721637982214425], [-73.92417994228232, 40.72001999572357], [-73.92467622415582, 40.719885695385685]]]]}",46.0,2001-08-01T00:00:00.000
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.9310832310265, 40.65829591603769], [-73.9309035494672, 40.65661035545546], [-73.93076711691884, 40.65533560933727], [-73.93060405646986, 40.65380495567049], [-73.93038144419926, 40.65173405399552], [-73.93020593238315, 40.65010866663139], [-73.92999915463663, 40.648181063585696], [-73.93100541452537, 40.648118482332066], [-73.93193849321705, 40.64806233271887], [-73.93292069199434, 40.64799717166011], [-73.93300276894809, 40.648819311187765], [-73.93396236948455, 40.648768986954245], [-73.93490101369446, 40.64873510469677], [-73.9368445725429, 40.648649207020874], [-73.93695957052448, 40.64969314133318], [-73.9371457903481, 40.651421265027935], [-73.93735642625543, 40.65338623658903], [-73.93638662085449, 40.653445174676015], [-73.93654899668604, 40.65497630585502], [-73.9366846960871, 40.65624182333237], [-73.93712063885062, 40.656215902513175], [-73.93765923527187, 40.656183875886335], [-73.93859348996597, 40.65612237822719], [-73.9395592538462, 40.65606275324846], [-73.94053214698944, 40.65600153901059], [-73.94146260993668, 40.65594424799233], [-73.94240147926062, 40.655884810532065], [-73.94335488895318, 40.655828335287566], [-73.94431012334753, 40.65576866468583], [-73.94446083425893, 40.65576016560431], [-73.9448728444894, 40.65573476158607], [-73.94509415872143, 40.65743234510859], [-73.94231479527086, 40.65760897757493], [-73.93961407717475, 40.6577678087666], [-73.93686392953117, 40.657942170094024], [-73.93632541207676, 40.65797512022914], [-73.93589500377193, 40.658001463970905], [-73.93544420510348, 40.6580300829499], [-73.93496156057016, 40.6580607255295], [-73.9344894658921, 40.65808904012703], [-73.93399584820145, 40.65811864640543], [-73.93209047973099, 40.65823509075916], [-73.9310832310265, 40.65829591603769]]]]}",180.0,2001-08-06T00:00:00.000
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.87252798779299, 40.68141178379809], [-73.87254899425908, 40.68148100286443], [-73.87303237560427, 40.6834101520465], [-73.87410532134992, 40.68310383187127], [-73.87536132211696, 40.68274826232536], [-73.87661596447671, 40.68239101180796], [-73.87709625893764, 40.68432326463393], [-73.87836266083865, 40.68400901610146], [-73.87963009509232, 40.68369269256263], [-73.8798089998938, 40.68364755629967], [-73.88002595616024, 40.683707152319556], [-73.88050167856473, 40.68384987400326], [-73.8807309237826, 40.68418069658929], [-73.8809946344125, 40.68449721757267], [-73.8811746516491, 40.68448610968277], [-73.88135101938616, 40.684461332066505], [-73.88186627736246, 40.68479495906462], [-73.88205690921683, 40.68492967557725], [-73.8822033311228, 40.68536028955668], [-73.88025062362772, 40.68628490564192], [-73.8778868366067, 40.68749123398031], [-73.87570776970146, 40.688563961998604], [-73.87405418341143, 40.689298478574216], [-73.87388712470832, 40.688833222109466], [-73.87371866011644, 40.68836404347033], [-73.87348813364143, 40.687705451441], [-73.87344754403493, 40.687593707156005], [-73.87322225568082, 40.68693960469683], [-73.87311148720863, 40.68660053763044], [-73.87293031761676, 40.68602721409397], [-73.87273891979284, 40.685410195285236], [-73.87255449711635, 40.684840469709485], [-73.87237560177755, 40.68427091186682], [-73.87231676140044, 40.68407667398634], [-73.87218592164484, 40.68365131289103], [-73.87156150468304, 40.68168445642285], [-73.8720484193624, 40.68154831903388], [-73.87252798779299, 40.68141178379809]]]]}",206.0,2001-08-07T00:00:00.000
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.91416682131832, 40.63749263661457], [-73.91250885327881, 40.63600613221031], [-73.90962374750202, 40.63787133454397], [-73.90778464846511, 40.636219465809106], [-73.90414936528356, 40.63295268578577], [-73.90489168875456, 40.63247325302779], [-73.90307346336681, 40.63084173967452], [-73.90447200010924, 40.62993850910327], [-73.90485377529379, 40.629708490527214], [-73.90573940497868, 40.62859379989399], [-73.90674959682116, 40.62723203778433], [-73.90696491491295, 40.626949356098], [-73.91413270550333, 40.63045029161472], [-73.9169224016061, 40.63166941636971], [-73.91860224820395, 40.632068327732256], [-73.91869868886458, 40.63301514019731], [-73.91885164464279, 40.6344827232356], [-73.91900629574455, 40.63589362265041], [-73.91917180245417, 40.637469844349376], [-73.91946141158914, 40.640239293213426], [-73.91816338844508, 40.641079866705475], [-73.91416682131832, 40.63749263661457]]]]}",171.0,2001-08-06T00:00:00.000
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.94254980616462, 40.659891995445406], [-73.94231479527086, 40.65760897757493], [-73.94509415872143, 40.65743234510859], [-73.9448728444894, 40.65573476158607], [-73.94507909403322, 40.65572204596526], [-73.9471589640361, 40.65559378991956], [-73.94703257672703, 40.654338714323806], [-73.94687330655226, 40.65279541805863], [-73.94736915759482, 40.65226819217135], [-73.94929643190399, 40.65216421610679], [-73.94976875006296, 40.65264232254807], [-73.95266314036783, 40.652489363431435], [-73.95253662515161, 40.65270282476473], [-73.95234591631898, 40.65299248582406], [-73.95244123029072, 40.65361471434256], [-73.95265644504467, 40.653784170835195], [-73.95282363527406, 40.65397821877202], [-73.95269848780029, 40.654199811951145], [-73.95253480239106, 40.654475879188304], [-73.9525304307125, 40.654893428907094], [-73.95295703468294, 40.65524758755844], [-73.95264863190411, 40.65541361722027], [-73.95270516268059, 40.65595545278237], [-73.95305605029733, 40.65607840723886], [-73.95259578331684, 40.656367184471065], [-73.95267139336643, 40.65675732136336], [-73.95316455401097, 40.656909230617465], [-73.9527185575421, 40.657132996804144], [-73.95274685590691, 40.657356957081895], [-73.953268366976, 40.65766780974369], [-73.95288394913496, 40.657999964348065], [-73.9529026656977, 40.65836118011115], [-73.95330907628781, 40.65851397860987], [-73.952764749186, 40.65888126294084], [-73.95123738657556, 40.65899621231649], [-73.95041539991874, 40.65869315020417], [-73.94985713704216, 40.65900284285556], [-73.94783647075147, 40.65913197976373], [-73.947522545038, 40.6588757522694], [-73.9469873789014, 40.6592255055632], [-73.94583947286421, 40.65931166084044], [-73.94525998076611, 40.65901045957193], [-73.94491446062092, 40.65943403224763], [-73.94281790102578, 40.6595413709925], [-73.94254980616462, 40.659891995445406]]]]}",152.0,2001-08-06T00:00:00.000
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.02216544658212, 40.64405115767262], [-74.01983475052681, 40.642622803215204], [-74.02042111582092, 40.64205732748131], [-74.01843070345853, 40.64083732704754], [-74.01902453176605, 40.6402637259719], [-74.01960300617972, 40.63970903488958], [-74.01965977559703, 40.63974211963456], [-74.02119382223432, 40.64066050233898], [-74.02136556518757, 40.64076415649402], [-74.02152938806638, 40.64087026077263], [-74.02163305225105, 40.64097898808789], [-74.02182969940647, 40.64102914592316], [-74.02395564968509, 40.64232680142038], [-74.02456733665726, 40.64177087229682], [-74.0251202222826, 40.64121007207618], [-74.02596467878668, 40.64039838317504], [-74.02626267412471, 40.64009438096146], [-74.02646435078708, 40.639918292380166], [-74.02695244764499, 40.63944606398836], [-74.02770568264721, 40.639894406662044], [-74.02840552030574, 40.64032182914165], [-74.02916023159484, 40.64077491579525], [-74.03032234455183, 40.63964722016379], [-74.03047261893241, 40.63928530725739], [-74.03060631319906, 40.63896332695708], [-74.03089089084473, 40.63827882985339], [-74.03125283878565, 40.63839138709895], [-74.03160913633495, 40.638502179642934], [-74.03196319988581, 40.6386118908058], [-74.03350157775981, 40.63908858355428], [-74.03438213474337, 40.63935514763388], [-74.03558827800565, 40.63976311157613], [-74.03626308219422, 40.639965302837524], [-74.03606772559702, 40.640227737573326], [-74.03571276150385, 40.6406401535104], [-74.0359803944914, 40.64094594904276], [-74.03635055354913, 40.64115438366521], [-74.03678209724575, 40.64156344884964], [-74.03670307928576, 40.641685619420294], [-74.03607656650496, 40.64226477243445], [-74.03421173031636, 40.6441326669475], [-74.03405471518361, 40.64428993321806], [-74.03284292000697, 40.643563709961754], [-74.03262055645901, 40.64376540187633], [-74.03231070675385, 40.64357458569997], [-74.03197857140583, 40.64389338020666], [-74.03189708570612, 40.64388934933834], [-74.03127890042464, 40.64452393339695], [-74.03103266675669, 40.644771922649625], [-74.03070240513851, 40.64509559536062], [-74.03051830856032, 40.64527442409317], [-74.0290809094991, 40.64440359693025], [-74.02895339494965, 40.6445019801204], [-74.02853859070318, 40.644203125625545], [-74.02820569602099, 40.644015982845794], [-74.0277653066534, 40.64449292927223], [-74.02745515907122, 40.644792873009976], [-74.02703434239514, 40.64519782102635], [-74.02688538344681, 40.64535868166446], [-74.0265175724944, 40.64575587622933], [-74.02604948482795, 40.646261349830276], [-74.02604074280492, 40.64627066116164], [-74.02603388087773, 40.64626655587075], [-74.02459096632303, 40.6452934873597], [-74.02216544658212, 40.64405115767262]]]]}",18.0,2011-08-12T00:00:00.000
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.99194435715287, 40.624855188418124], [-73.9894886822704, 40.623369510237154], [-73.9888845491873, 40.62395282823102], [-73.98666669740285, 40.62261402319827], [-73.98553038902715, 40.62375813177709], [-73.98496213923434, 40.62432310170819], [-73.98245130145294, 40.62291228487606], [-73.98160368136122, 40.62243003455066], [-73.98043427737592, 40.62176468477833], [-73.98097449030124, 40.62122008314882], [-73.98288321189234, 40.61938078920845], [-73.98406791879438, 40.618240738507104], [-73.98627524713078, 40.619566616501594], [-73.98743540747239, 40.61845428215905], [-73.98806551768199, 40.617852180006814], [-73.99018174488943, 40.61913136258142], [-73.9907954218779, 40.618523562110425], [-73.99137097028222, 40.617961448029945], [-73.9915179643673, 40.61781979803607], [-73.99193531935674, 40.61739085597801], [-73.99250882823088, 40.616827186557515], [-73.99483514484668, 40.61823170364059], [-73.99425411613012, 40.61878917054868], [-73.99387689522763, 40.61915577982183], [-73.99424261589537, 40.619360424339554], [-73.9945293158236, 40.619520856611075], [-73.9951308340558, 40.61986576512105], [-73.99639307194428, 40.62058198656597], [-73.99554647593173, 40.621392515204356], [-73.99491982770041, 40.6219939290276], [-73.99429351057894, 40.62259736507012], [-73.99401401493786, 40.622868740438385], [-73.99371105664508, 40.623155611979385], [-73.99194435715287, 40.624855188418124]]]]}",221.0,2001-08-07T00:00:00.000
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.01057235591581, 40.63796466383178], [-74.00837574780685, 40.636636557539276], [-74.00895274421498, 40.636075080742486], [-74.00955708378835, 40.63549296362414], [-74.00736150738891, 40.6341676934612], [-74.00556490391305, 40.63308317654284], [-74.00630615537193, 40.63258408856643], [-74.00680677847856, 40.63225039009698], [-74.00834794164199, 40.6332021157787], [-74.00853704158078, 40.633028161132984], [-74.00911958322787, 40.63246256104884], [-74.00868615632794, 40.63252235666962], [-74.00780573204126, 40.632017776906565], [-74.00773967040038, 40.63162874801653], [-74.00733359124119, 40.63165831527102], [-74.0069877706959, 40.631442641710485], [-74.00692091659116, 40.63113382974213], [-74.00750218264186, 40.63057654246296], [-74.0119082378513, 40.63323440478738], [-74.01142649406108, 40.63340922921333], [-74.0113264887498, 40.63379449636879], [-74.0108401927828, 40.6340287693537], [-74.01058340328991, 40.63450185257708], [-74.01126451550043, 40.634851936850744], [-74.01162091103562, 40.63500952849152], [-74.01236009546915, 40.63528719809739], [-74.01312677069872, 40.63551230591486], [-74.0129383630979, 40.63569291566446], [-74.01235974887507, 40.63624757402364], [-74.01175908338777, 40.63682335780829], [-74.01196242683852, 40.63679719496992], [-74.01394481484482, 40.637988285353096], [-74.01396078487723, 40.63815325796645], [-74.01335669138547, 40.63873530793559], [-74.01277537918763, 40.63929563193696], [-74.01057235591581, 40.63796466383178]]]]}",766.0,2001-08-07T00:00:00.000
