latitude,longitude,job_type,issue_type,bbl,bin,c_o_issue_date,street_name
40.842943,-73.899211,NB,Temporary,2029220002.0,2000000.0,2019-03-27T00:00:00.000,BATHGATE AVE
40.681963,-73.986472,A1,Temporary,3004050051.0,3336080.0,2020-07-23T00:00:00.000,BUTLER STREET
40.593099,-74.074851,NB,Final,,,2019-10-30T00:00:00.000,FOCH AVENUE
40.540851,-74.154906,A1,Final,5052640039.0,5067183.0,2019-03-27T00:00:00.000,ROBINSON AVENUE
40.744965,-73.785441,A1,Final,4056780009.0,4128250.0,2019-03-28T00:00:00.000,56TH AVENUE
40.602423,-73.821205,NB,Final,4153200017.0,4297130.0,2019-03-28T00:00:00.000,WEST 15 ROAD
40.769479,-73.962111,A1,Final,1014050145.0,1042765.0,2019-03-28T00:00:00.000,EAST 71 STREET
40.725438,-73.997893,A1,Temporary,1005127503.0,1075999.0,2019-03-27T00:00:00.000,MERCER ST.
40.695446,-73.815625,A1,Final,4094780012.0,4200242.0,2019-06-18T00:00:00.000,133 STREET
40.548537,-74.150494,NB,Final,5051450003.0,5000000.0,2021-06-14T00:00:00.000,NELSON AVENUE
40.585827,-74.090551,A1,Final,5033800053.0,5050055.0,2019-03-27T00:00:00.000,SEAVIEW AVENUE
40.769912,-73.732878,A1,Temporary,4082630146.0,4171646.0,2019-06-18T00:00:00.000,LITTLE NECK PARKWAY
40.68922,-73.955089,NB,Final,3019500033.0,3426102.0,2021-04-08T00:00:00.000,BEDFORD AVE
40.798406,-73.936761,NB,Temporary,1017837501.0,1087918.0,2019-03-28T00:00:00.000,SECOND AVENUE
40.638445,-74.00534,A1,Final,3056720016.0,3139122.0,2021-04-08T00:00:00.000,54TH STREET
40.630684,-73.970144,NB,Final,3054280092.0,3128179.0,2021-04-08T00:00:00.000,FOSTER AVENUE
40.803171,-73.932502,NB,Final,1018020045.0,1000000.0,2023-06-20T00:00:00.000,EAST 126TH STREET
40.595679,-73.740352,NB,Temporary,4156080001.0,4000000.0,2019-03-27T00:00:00.000,BEACH 5 STREET
40.757103,-73.986193,A1,Temporary,1010150029.0,1024706.0,2019-03-28T00:00:00.000,BROADWAY
40.714613,-73.951035,NB,Final,3027510050.0,3068515.0,2021-10-12T00:00:00.000,CONSELYEA STREET
40.638315,-73.983955,A1,Final,3053460064.0,3124966.0,2021-10-12T00:00:00.000,40 STREET
40.783424,-73.950634,A1,Temporary,1015220034.0,1048394.0,2019-03-28T00:00:00.000,3 AVENUE
40.569895,-74.095788,NB,Final,5038870049.0,5055145.0,2019-06-18T00:00:00.000,OLYMPIA BOULEVARD
40.74643,-74.005193,NB,Temporary,1006927502.0,1080297.0,2019-03-28T00:00:00.000,WEST 21ST STREET
40.764081,-73.994271,NB,Temporary,1010760051.0,1027001.0,2019-08-23T00:00:00.000,WEST 48TH STREET
40.679415,-73.781855,A1,Final,4122530009.0,4265860.0,2020-07-23T00:00:00.000,121 AVE
40.842742,-73.838399,NB,Temporary,2042260035.0,2000000.0,2019-03-27T00:00:00.000,WATERS PLACE
40.708115,-74.008768,A1,Temporary,1000440001.0,1001021.0,2021-04-09T00:00:00.000,LIBERTY STREET
40.743218,-73.993562,A1,Temporary,1007980041.0,1014802.0,2019-06-18T00:00:00.000,WEST 23RD STREET
40.671953,-73.785149,A1,Final,4122570001.0,4442280.0,2019-03-27T00:00:00.000,ROCKAWAY BLVD
40.749201,-73.710924,A1,Final,4085350053.0,4173985.0,2019-06-18T00:00:00.000,263 STREET
40.731458,-73.976796,A1,Temporary,1009720001.0,1082857.0,2019-08-23T00:00:00.000,STUYVESANT OVAL
40.636455,-73.933582,NB,Temporary,3050220002.0,3114526.0,2019-06-18T00:00:00.000,EAST   45 STREET
40.817371,-73.914557,NB,Temporary,,,2019-06-18T00:00:00.000,BERGEN AVENUE
40.734821,-73.758497,A1,Final,4077700046.0,4164273.0,2019-03-27T00:00:00.000,213TH STREET
40.598584,-73.820016,NB,Temporary,4155000106.0,4315107.0,2019-08-23T00:00:00.000,DEMEREST ROAD
40.683454,-73.975691,NB,Temporary,3011180001.0,3398156.0,2019-06-18T00:00:00.000,ATLANTIC AVENUE
40.82798,-73.91515,A1,Final,2024320054.0,2002197.0,2019-08-23T00:00:00.000,FINDLAY AVENUE
40.605257,-73.947633,A1,Final,3068310056.0,3184400.0,2021-04-08T00:00:00.000,BEDFORD AVENUE
40.750934,-74.005955,A1,Temporary,1006720001.0,1012268.0,2019-08-23T00:00:00.000,WEST   26 STREET
40.711393,-74.006666,A1,Temporary,1000907503.0,1079072.0,2019-06-18T00:00:00.000,BEEKMAN STREET
40.70856,-73.938091,A1,Temporary,3030560080.0,3325834.0,2019-03-28T00:00:00.000,MESEROLE STREET
40.774267,-73.963285,A1,Temporary,1013910021.0,1041797.0,2019-06-18T00:00:00.000,EAST   76 STREET
40.705308,-74.004873,A1,Temporary,1000370023.0,1000874.0,2019-03-28T00:00:00.000,MAIDEN LANE
40.615146,-74.088999,NB,Final,,,2021-04-08T00:00:00.000,WANDEL AVENUE
40.806028,-73.946749,A1,Temporary,1017210001.0,1053387.0,2019-03-28T00:00:00.000,LENOX AVENUE
40.731726,-74.004366,A1,Final,1005870065.0,1009973.0,2019-08-23T00:00:00.000,COMMERCE STREET
40.824325,-73.898852,NB,Temporary,2026910047.0,2005249.0,2019-08-23T00:00:00.000,REV JAMES POLITE AVE
40.699702,-73.904354,NB,Temporary,4035610023.0,4000000.0,2019-06-18T00:00:00.000,HANCOCK STREET
40.847152,-73.782845,NB,Temporary,2056437502.0,2119449.0,2019-06-18T00:00:00.000,ISLAND POINT
40.706449,-74.012761,A1,Temporary,1000220024.0,1000813.0,2019-03-27T00:00:00.000,BROADWAY
40.739203,-74.001198,A1,Temporary,1007640007.0,1013712.0,2019-06-18T00:00:00.000,WEST 14TH STREET
40.594379,-74.06916,NB,Final,,,2019-03-27T00:00:00.000,SAND LANE
40.557818,-74.16536,A1,Final,5054940003.0,5095564.0,2019-03-27T00:00:00.000,RIDGEWOOD AVE
40.595643,-73.740341,NB,Temporary,4156080054.0,4000000.0,2019-03-27T00:00:00.000,BEACH    5 STREET
40.684914,-73.996921,A1,Final,3003250013.0,3003938.0,2019-03-27T00:00:00.000,CLINTON STREET
40.762306,-73.831583,A1,Temporary,4049717502.0,4540141.0,2019-08-23T00:00:00.000,MAIN STREET
40.755685,-73.972943,A1,Temporary,1013030053.0,1036232.0,2019-03-28T00:00:00.000,LEXINGTON AVENUE
40.62751,-74.005696,NB,Final,3057590019.0,3360044.0,2021-06-14T00:00:00.000,66 STREET
40.569895,-74.095788,NB,Final,,,2019-06-18T00:00:00.000,OLYMPIA BOULEVARD
40.871303,-73.838449,A1,Final,2047750138.0,2062171.0,2019-08-23T00:00:00.000,WICKHAM AVENUE
40.760168,-73.808714,NB,Final,4053880009.0,4484970.0,2019-03-27T00:00:00.000,157 STREET
40.5958,-73.793529,NB,Temporary,4160300013.0,4302545.0,2019-03-27T00:00:00.000,BEACH 64 STREET
40.668348,-73.819384,NB,Final,4118220037.0,4256996.0,2019-10-30T00:00:00.000,149 AVENUE
40.573925,-73.854693,A1,Final,4162700065.0,4305996.0,2019-03-28T00:00:00.000,BEACH 137 STREET
40.75631,-73.97194,NB,Temporary,1013040045.0,1036448.0,2019-08-23T00:00:00.000,EAST 50TH STREET
40.595653,-73.741105,NB,Temporary,4156090001.0,4000000.0,2019-03-27T00:00:00.000,BEACH 6 STREET
40.741492,-73.896665,A1,Final,4013480007.0,4031824.0,2019-10-30T00:00:00.000,68 STREET
40.595612,-73.74109,NB,Temporary,4156090001.0,4000000.0,2019-03-27T00:00:00.000,BEACH    6 STREET
40.812915,-73.889889,NB,Temporary,2027650195.0,2000000.0,2019-06-18T00:00:00.000,CASANOVA
40.776872,-73.977491,A1,Temporary,1011257502.0,1087511.0,2019-03-28T00:00:00.000,WEST   72 STREET
40.78476,-73.955952,A1,Temporary,1015040020.0,1047067.0,2019-08-23T00:00:00.000,MADISON AVENUE
40.847526,-73.783592,NB,Temporary,2056437502.0,2119459.0,2019-06-18T00:00:00.000,ISLAND POINT
40.703921,-73.927362,NB,Temporary,3031650029.0,3414343.0,2019-03-28T00:00:00.000,KNICKERBOCKER  AVENUE
40.756023,-73.974831,A1,Temporary,1012840033.0,1035441.0,2019-03-28T00:00:00.000,PARK AVENUE
40.637882,-74.011962,A1,Final,3008650036.0,3016344.0,2019-03-27T00:00:00.000,59 STREET
40.639945,-73.985184,A1,Final,3052980027.0,3123308.0,2021-06-14T00:00:00.000,39TH STREET
40.746089,-73.992576,A1,Temporary,1008020075.0,1015055.0,2019-03-27T00:00:00.000,WEST 27TH STREET
40.729135,-74.007043,A1,Temporary,1006007501.0,1010382.0,2019-03-28T00:00:00.000,HUDSON STREET
40.741111,-73.978539,A1,Temporary,1009340001.0,1082734.0,2019-06-18T00:00:00.000,SECOND AVENUE
40.698939,-73.915123,NB,Final,3033260035.0,3000000.0,2019-03-27T00:00:00.000,GROVE  STREET
40.595698,-73.740359,NB,Temporary,4156080001.0,4000000.0,2019-03-27T00:00:00.000,BEACH 5 STREET
40.614964,-74.086664,NB,Final,5006480002.0,5000000.0,2021-06-14T00:00:00.000,HAMILTON STREET
40.716394,-73.996515,A1,Temporary,1002030002.0,1002602.0,2019-03-27T00:00:00.000,CANAL STREET
40.540807,-74.206809,NB,Final,5069330004.0,5141308.0,2019-06-18T00:00:00.000,FOSTER ROAD
40.56016,-74.128844,A1,Final,5047090066.0,5063300.0,2019-06-18T00:00:00.000,FAIRBANKS AVENUE
40.763676,-73.982665,A1,Temporary,1010250043.0,1024838.0,2019-06-18T00:00:00.000,BROADWAY
40.716469,-73.738132,NB,Final,4107650025.0,4230768.0,2019-08-23T00:00:00.000,98TH AVE
40.71919,-74.008705,A1,Temporary,1001790056.0,1002012.0,2019-03-27T00:00:00.000,HUDSON STREET
40.795166,-73.8263,A1,Final,4044380020.0,4101228.0,2021-10-12T00:00:00.000,PARSONS BOULEVARD
40.660063,-73.956846,A1,Final,3050310057.0,3114866.0,2021-06-14T00:00:00.000,BEDFORD AVENUE
40.765492,-73.867289,A1,Final,4016540005.0,4041163.0,2019-08-23T00:00:00.000,ERICSSON STREET
40.75753,-73.977946,A1,Temporary,1012640030.0,1034506.0,2019-03-28T00:00:00.000,5 AVENUE
40.742018,-73.859642,NB,Final,4019330054.0,4047547.0,2019-08-23T00:00:00.000,RADCLIFF AVENUE
40.740526,-73.890254,A1,Final,4013520098.0,4032003.0,2019-06-18T00:00:00.000,74TH STREET
40.730523,-74.010095,NB,Temporary,1006010010.0,1010385.0,2019-03-28T00:00:00.000,LEROY STREET
40.570944,-74.091492,A1,Final,5038160028.0,5134380.0,2019-03-28T00:00:00.000,PATTERSON AVENUE
40.69605,-73.958319,NB,Final,3018990024.0,3000000.0,2021-06-14T00:00:00.000,FRANKLIN AVENUE
40.539104,-74.144832,NB,Final,5053030042.0,5068200.0,2019-03-27T00:00:00.000,WIMAN AVENUE
40.750504,-73.978865,A1,Temporary,1008690034.0,1017595.0,2019-03-28T00:00:00.000,PARK AVENUE
40.751365,-73.938762,NB,Temporary,4004150036.0,4005015.0,2020-07-23T00:00:00.000,27TH STREET
40.70648,-73.944484,NB,Final,,,2021-10-12T00:00:00.000,JOHNSON AVE
40.669178,-73.995015,A1,Final,3010320058.0,3023331.0,2019-10-30T00:00:00.000,14 STREET
40.606497,-73.817927,NB,Temporary,4154620029.0,4297496.0,2019-08-23T00:00:00.000,EAST 9 ROAD
40.678892,-73.97561,A1,Temporary,3009390003.0,3018918.0,2020-07-23T00:00:00.000,6 AVENUE
40.760018,-73.984038,A1,Temporary,1010010003.0,1022689.0,2019-06-18T00:00:00.000,7 AVENUE
40.831416,-73.877785,NB,Final,2038640012.0,2117663.0,2019-08-23T00:00:00.000,EAST  172 STREET
40.674745,-73.869849,A1,Final,3042340034.0,3095121.0,2019-10-30T00:00:00.000,CRESCENT STREET
40.595645,-73.741101,NB,Temporary,4156090001.0,4000000.0,2019-03-27T00:00:00.000,BEACH 6 STREET
40.669092,-73.739486,A1,Final,4132600022.0,4284788.0,2020-07-23T00:00:00.000,234 STREET
40.720442,-73.988182,A1,Temporary,1004110029.0,1005359.0,2019-08-23T00:00:00.000,LUDLOW STREET
40.745022,-74.006099,NB,Temporary,1007167505.0,1088185.0,2019-03-28T00:00:00.000,10 AVENUE
40.783505,-73.973145,A1,Temporary,1011950061.0,1031154.0,2019-06-18T00:00:00.000,WEST 82ND STREET
40.823685,-73.836422,NB,Temporary,2055597501.0,2080263.0,2019-03-28T00:00:00.000,HUTCHINSON RIVER PARKWAY
40.683289,-73.864092,A1,Final,4089970034.0,4186800.0,2019-03-28T00:00:00.000,75 ST
40.66873,-73.986684,A1,Final,3010100044.0,3022265.0,2019-06-18T00:00:00.000,5TH AVENUE
40.755685,-73.972943,A1,Temporary,1013030053.0,1036232.0,2019-03-28T00:00:00.000,LEXINGTON AVENUE
40.743218,-73.993562,A1,Temporary,1007980041.0,1014802.0,2019-03-27T00:00:00.000,WEST 23RD STREET
40.824457,-73.912459,NB,Temporary,2023830019.0,2001510.0,2019-06-18T00:00:00.000,EAST 162 STREET
40.765146,-73.988982,A1,Temporary,1010620017.0,1080953.0,2019-03-28T00:00:00.000,WEST 52ND ST
40.734427,-73.823961,A1,Final,4065270077.0,4141909.0,2020-07-23T00:00:00.000,MELBOURNE AVENUE
40.820114,-73.89229,A1,Final,2027350011.0,2005883.0,2019-08-23T00:00:00.000,SOUTHERN BOULEVARD
40.734436,-73.79937,A1,Final,4069230042.0,4149598.0,2019-06-18T00:00:00.000,170TH STREET
40.760018,-73.984038,A1,Temporary,1010010003.0,1022689.0,2019-03-28T00:00:00.000,7 AVENUE
40.565772,-74.151897,NB,Final,5045830023.0,5061795.0,2021-04-08T00:00:00.000,CORBIN AVENUE
40.846922,-73.911743,NB,Final,2028490063.0,2008196.0,2021-06-14T00:00:00.000,TOWNSEND AVE
40.683886,-73.845912,A1,Temporary,4091020027.0,4189324.0,2019-08-23T00:00:00.000,WOODHAVEN BLVD
40.743827,-73.987907,A1,Temporary,1008567502.0,1087263.0,2019-08-23T00:00:00.000,FIFTH AVENUE
40.86778,-73.831248,A1,Final,2051410035.0,2102454.0,2021-04-08T00:00:00.000,BAYCHESTER AVE
40.776467,-73.785989,A1,Final,4058060044.0,4130070.0,2019-03-27T00:00:00.000,207TH STREET
40.769995,-73.982137,NB,Temporary,1011140009.0,1027362.0,2019-03-28T00:00:00.000,BROADWAY
40.810606,-73.926353,NB,Temporary,,,2019-03-27T00:00:00.000,EAST 138 STREET
40.756747,-73.988659,NB,Temporary,1010130012.0,1024665.0,2019-03-28T00:00:00.000,WEST   42 STREET
40.813213,-73.945219,A1,Temporary,1019160061.0,1089304.0,2019-06-18T00:00:00.000,ADAM CLAYTON POWELL JR. BLVD
40.847206,-73.782606,NB,Temporary,2056437502.0,2119447.0,2019-06-18T00:00:00.000,ISLAND POINT
40.755182,-73.98388,A1,Temporary,1009950033.0,1087268.0,2019-03-28T00:00:00.000,BRYANT PARK
40.712483,-73.950561,NB,Final,3027670058.0,3068965.0,2021-04-08T00:00:00.000,AINSLIE STREET
40.771278,-73.966381,A1,Temporary,1013850057.0,1041339.0,2019-06-18T00:00:00.000,EAST 71ST STREET
40.640776,-73.945576,NB,Temporary,3049670031.0,3112380.0,2019-06-18T00:00:00.000,NEW YORK AVENUE
40.820458,-73.92868,A1,Temporary,2023540001.0,2001143.0,2019-08-23T00:00:00.000,GERARD AVENUE
40.847483,-73.783791,NB,Temporary,2056437502.0,2119435.0,2019-06-18T00:00:00.000,ISLAND POINT
40.672878,-73.923949,A1,Final,3013690019.0,3036341.0,2019-06-18T00:00:00.000,PROSPECT PLACE
40.746075,-73.890025,A1,Final,4014860048.0,4036745.0,2019-03-28T00:00:00.000,BROADWAY
40.74413,-74.005135,NB,Temporary,1007167503.0,1087721.0,2019-08-23T00:00:00.000,WEST   18 STREET
40.765919,-73.969149,A1,Temporary,1013787501.0,1041033.0,2019-03-28T00:00:00.000,EAST   63 STREET
40.7614,-73.966249,NB,Temporary,1013320045.0,1038639.0,2019-06-18T00:00:00.000,EAST 59TH STREET
40.612661,-74.128024,A1,Final,5007170005.0,5018151.0,2021-06-14T00:00:00.000,VICTORY BLVD.
40.752544,-73.914925,NB,Temporary,4001430010.0,4518761.0,2019-08-23T00:00:00.000,48 STREET
40.684455,-73.961059,A1,Final,3019820045.0,3056840.0,2021-04-08T00:00:00.000,DOWNING STREET
40.811154,-73.885596,A1,Final,2027690044.0,2006838.0,2019-08-23T00:00:00.000,FAILE STREET
40.74114,-73.98466,A1,Temporary,1008800082.0,1018087.0,2019-08-23T00:00:00.000,EAST 25TH STREET
40.849601,-73.86188,A1,Temporary,2042630058.0,2048104.0,2019-03-27T00:00:00.000,MULINER AVE
40.640136,-74.006601,A1,Final,3008100062.0,3014119.0,2019-06-18T00:00:00.000,53 ST
40.847191,-73.783275,NB,Temporary,2056437502.0,2119466.0,2019-06-18T00:00:00.000,ISLAND POINT
40.718488,-74.002644,A1,Temporary,1001950007.0,1002323.0,2019-06-18T00:00:00.000,BROADWAY
40.702057,-73.984712,A1,Final,3000557501.0,3000141.0,2023-06-19T00:00:00.000,BRIDGE ST
40.746839,-73.83316,A1,Final,4063580050.0,4139103.0,2019-10-30T00:00:00.000,LAWRENCE STREET
40.881407,-73.900013,NB,Temporary,2032620017.0,2015974.0,2019-06-18T00:00:00.000,BAILEY AVENUE
40.710089,-74.009735,A1,Temporary,1000657502.0,1001102.0,2019-03-28T00:00:00.000,BROADWAY
40.727845,-73.956398,A1,Final,3025690076.0,3065007.0,2021-06-14T00:00:00.000,OAK STREET
40.658049,-73.910696,NB,Final,3036110149.0,3391442.0,2019-03-27T00:00:00.000,THOMAS BOYLAND STREET
40.740998,-73.992234,A1,Temporary,1008230009.0,1015523.0,2019-08-23T00:00:00.000,WEST   21 STREET
40.750256,-73.973256,A1,Temporary,0.0,1037546.0,2019-08-23T00:00:00.000,EAST 42 STREET
40.640391,-74.07565,A1,Final,5000050111.0,5127497.0,2019-08-23T00:00:00.000,BAY STREET
40.859683,-73.839033,NB,Final,,,2021-04-12T00:00:00.000,KINGSLAND AVE
