hispanic,setss,female,other,total_enrollment_pre_k_to_12
0.7947368621826172,0.055263158,0.5210526585578918,0.0052631581202149,380
0.5199063420295715,0.0093676811,0.5199063420295715,0.0046838405542075,427
0.3073593080043793,0.012987013,0.469696968793869,0.0108225112780928,462
0.2043010741472244,0.036559138,0.4602150619029999,0.0043010753579437,465
0.1474285721778869,0.0057142857,0.5040000081062317,0.081142857670784,875
0.5865724086761475,0.045936394,0.6625441908836365,0.0159010607749223,566
0.6773399114608765,0.0049261083,0.4704433381557464,0.0123152704909443,406
0.5698113441467285,0.02264151,0.4830188751220703,0.0150943398475646,265
0.395061731338501,0.061728396,1.0,0.0222222227603197,405
0.126086950302124,0.0,0.491304337978363,0.0173913035541772,230
0.4337078630924225,0.098876402,0.6606741547584534,0.0089887641370296,445
0.6194563508033752,0.074391991,0.5736767053604126,0.0171673819422721,699
0.5942028760910034,0.055900622,0.3333333432674408,0.0165631473064422,483
0.7195467352867126,0.022662889,0.4249291718006134,0.0113314446061849,353
0.1920303553342819,0.016318785,0.7309297919273376,0.0535104349255561,2635
0.0552884601056575,0.014423077,0.53125,0.0072115384973585,416
0.5360169410705566,0.006355932,0.2139830440282821,0.0233050845563411,472
0.6020833253860474,0.033333335,1.0,0.020833333954215,480
0.1820940822362899,0.031866465,0.6358118653297424,0.03034901432693,659
0.6627907156944275,0.069767445,0.4651162922382355,0.0348837226629257,86
0.9949238300323486,0.10152284,0.5482233762741089,0.0,197
1.0,0.02268431,0.5066162347793579,0.0,529
0.1157635450363159,0.093596056,0.4704433381557464,0.0,406
0.3970276117324829,0.023354564,0.5520169734954834,0.0127388536930084,471
0.6363636255264282,0.028571429,0.4909090995788574,0.0155844157561659,385
0.0257888343185186,0.00091019418,0.4123179614543915,0.0279126204550266,3296
0.2367424219846725,0.026515152,0.4318181872367859,0.0094696972519159,528
0.6165803074836731,0.020725388,0.2590673565864563,0.0155440410599112,193
0.5880281925201416,0.035211269,0.3521126806735992,0.0281690135598182,284
0.7099056839942932,0.11556604,0.7216981053352356,0.0117924530059099,424
0.1686746925115585,0.0,0.5903614163398743,0.1325301229953766,83
0.169960469007492,0.039525691,0.4795784056186676,0.0210803691297769,759
0.3875739574432373,0.01183432,0.5443786978721619,0.026627218350768,338
0.0951122865080833,0.033025101,0.5125495195388794,0.1056803166866302,757
0.571753978729248,0.025056947,0.3963553607463836,0.0250569470226764,439
0.547703206539154,0.017667845,0.4734982252120971,0.014134275726974,283
0.6161825656890869,0.0062240665,0.4751037359237671,0.00207468890585,482
0.3333333432674408,0.030864198,0.5864197611808777,0.0185185186564922,162
0.394270122051239,0.038199183,0.5170531868934631,0.0054570259526371,733
0.1337579637765884,0.0,0.4012738764286041,0.031847134232521,157
0.4798994958400726,0.033919599,0.4359296560287475,0.0087939696386456,796
0.0754458159208297,0.028806584,0.4965706467628479,0.0973936915397644,729
0.2214532941579818,0.0034602077,0.4532871842384338,0.0588235296308994,289
0.2142857164144516,0.0045592706,0.5121580362319946,0.0410334356129169,658
0.4098867177963257,0.04016478,0.4860967993736267,0.0113285277038812,971
0.5665796399116516,0.049608354,0.6997389197349548,0.0339425578713417,383
0.1008403375744819,0.04369748,0.4689075648784637,0.0285714287310838,595
0.1493212729692459,0.020361992,0.4819004535675049,0.0633484199643135,442
0.1826923042535781,0.078846157,0.5096153616905212,0.0057692308910191,520
0.5389830470085144,0.038983051,0.9305084943771362,0.0112994350492954,1770
0.4881516695022583,0.036334913,0.4755134284496307,0.0236966833472251,633
0.125,0.0,0.4326923191547394,0.0096153849735856,104
0.2033582031726837,0.027985075,0.7313432693481445,0.0597014911472797,536
0.1575342416763305,0.044520549,0.5410959124565125,0.0273972600698471,292
0.3029453158378601,0.036465637,0.5077139139175415,0.0897615700960159,713
0.6202531456947327,0.030379746,0.5037974715232849,0.0025316455867141,395
0.1788617819547653,0.01300813,0.5138211250305176,0.0536585375666618,615
0.1174289211630821,0.038318913,0.4857849180698395,0.065512977540493,809
0.5806451439857483,0.10215054,0.4677419364452362,0.0053763440810143,186
0.4111842215061188,0.082236841,0.3782894611358642,0.006578947417438,304
0.1090572997927665,0.012939001,0.5951941013336182,0.0314232893288135,541
0.3692307770252228,0.041025642,0.4000000059604645,0.0153846153989434,195
0.4600000083446502,0.059999999,0.5,0.0,100
0.5673981308937073,0.0,0.7272727489471436,0.0219435729086399,319
0.5285285115242004,0.057057057,0.5705705881118774,0.0180180184543132,333
0.4593023359775543,0.087209299,0.2093023210763931,0.0523255802690982,344
0.4194528758525848,0.083586626,0.542553186416626,0.0243161097168922,658
0.5,0.109375,0.546875,0.015625,64
0.2624434530735016,0.022624435,0.4434389173984527,0.022624434903264,221
0.5454545617103577,0.0047846888,0.5311004519462585,0.0382775105535984,209
0.5846994519233704,0.016393442,0.4590163826942444,0.0054644807241857,183
0.3107255399227142,0.039432175,0.5063091516494751,0.0678233429789543,634
0.5418994426727295,0.022346368,0.5698323845863342,0.0055865920148789,179
0.2775229215621948,0.013761468,0.4483945071697235,0.0355504602193832,872
0.4179566502571106,0.12074304,0.4891640841960907,0.0557275526225566,323
0.2433090060949325,0.043795619,0.435523122549057,0.017031630501151,411
0.5145413875579834,0.069351234,0.3713646531105041,0.0313199087977409,447
0.4031007885932922,0.10594315,0.5917312502861023,0.0335917323827743,387
0.4329896867275238,0.020618556,0.4845360815525055,0.0103092780336737,97
0.4532577991485595,0.022662889,0.4390934705734253,0.0,353
0.5096418857574463,0.055096418,0.5674931406974792,0.0055096419528126,363
0.5215686559677124,0.039215688,0.4627451002597809,0.0,255
0.5339366793632507,0.03167421,0.5158371329307556,0.0,221
0.3607843220233917,0.031372551,0.5098039507865906,0.0156862754374742,255
0.4653061330318451,0.028571429,0.5204081535339355,0.0142857143655419,490
0.5526881814002991,0.045161292,0.5075268745422363,0.0215053763240575,465
0.25,0.013986014,0.4772727191448211,0.0699300691485405,572
0.185321107506752,0.011009174,0.5981651544570923,0.0165137611329555,545
0.0743801668286323,0.016528925,0.4614325165748596,0.0344352610409259,726
0.528268575668335,0.019434629,0.4452296793460846,0.0247349832206964,566
0.2572815418243408,0.067961164,0.5631067752838135,0.0388349518179893,412
0.3395638763904571,0.0,0.4984423816204071,0.0654205605387687,321
0.5,0.0,0.8455284833908081,0.0203252024948596,246
0.1585820913314819,0.029850746,0.4981343150138855,0.0354477614164352,536
0.4742857217788696,0.037142858,0.4914285838603973,0.0199999995529651,350
0.6390977501869202,0.11278196,0.5563910007476807,0.0037593985907733,266
0.6269429922103882,0.07253886,0.5699481964111328,0.0103626940399408,193
0.0849315077066421,0.024657534,0.6027397513389587,0.0273972600698471,365
0.5079365372657776,0.031746034,0.523809552192688,0.0105820102617144,189
0.5924276113510132,0.04454343,0.2783964276313782,0.0111358575522899,449
0.5617021322250366,0.051063828,0.4468085169792175,0.0212765950709581,235
0.6722891330718994,0.012048192,0.6746987700462341,0.0867469906806945,415
0.4048913121223449,0.038043477,0.51902174949646,0.0380434766411781,368
0.5925925970077515,0.057239056,0.3333333432674408,0.0202020201832056,594
0.5838926434516907,0.0246085,0.5123042464256287,0.0134228188544511,447
