complaint,latitude,longitude,action_taken,postcode
CMP-15-00100,40.73394626176755,-74.00048351076724,Warning Letter Issued,10014.0
CMP-15-00026,40.67586789711171,-73.94557309164246,Warning Letter Issued,11213.0
CMP-15-00076,40.68901308250221,-73.96902568115748,No Warning Letter Issued,11205.0
CMP-15-00093,40.687485711037446,-73.96459128687452,Warning Letter Issued,11238.0
CMP-15-00034,40.82266023417687,-73.94660560901686,No Warning Letter Issued,10031.0
CMP-15-00152,40.67691877027829,-73.95083583255635,Warning Letter Issued,11216.0
CMP-15-00098,40.73529389072144,-74.00325835114418,No Warning Letter Issued,10014.0
CMP-15-00032,40.75271956443543,-73.88673633075292,No Warning Letter Issued,11372.0
CMP-15-00154,40.7092404134553,-74.00800021944058,No Warning Letter Issued,10038.0
CMP-15-00151,40.67692982165276,-73.95100526904484,No Warning Letter Issued,11216.0
CMP-15-00142,40.74201015852874,-73.99344294479486,Warning Letter Issued,10010.0
CMP-15-00130,40.69201161203582,-73.99351637616645,No Warning Letter Issued,11201.0
CMP-15-00161,40.749124249697175,-73.8870492182096,Warning Letter Issued,11372.0
CMP-15-00082,40.733122763744426,-74.00409535775282,Warning Letter Issued,10014.0
CMP-15-00039,40.76928986361505,-73.74702180730772,Warning Letter Issued,11363.0
CMP-15-00016,40.71675141224914,-73.75289562012567,No Warning Letter Issued,11428.0
CMP-15-00103,40.67646574371235,-73.97645817851293,No Warning Letter Issued,11217.0
CMP-15-00127,40.69209136328298,-73.99738563242593,No Warning Letter Issued,11201.0
CMP-15-00198,40.73588952081275,-73.99748494900469,No Warning Letter Issued,10011.0
CMP-15-00054,40.82621024841622,-73.94315567864055,Warning Letter Issued,10031.0
CMP-15-00066,40.788511326384906,-73.97295176320738,Warning Letter Issued,10024.0
CMP-15-00052,40.74621518344463,-74.00522937407204,Warning Letter Issued,10011.0
CMP-15-00126,40.72637790621116,-73.98433097916894,Warning Letter Issued,10009.0
CMP-15-00101,40.69087714175793,-73.9703950795605,Warning Letter Issued,11205.0
CMP-15-00133,40.78036635566674,-73.97977227145873,No Warning Letter Issued,10023.0
CMP-15-00177,40.729823430921066,-73.99304004055337,Warning Letter Issued,10003.0
CMP-15-00038,40.79177255517554,-73.96461888389126,No Warning Letter Issued,10025.0
CMP-15-00102,40.72637790621116,-73.98433097916894,Warning Letter Issued,10009.0
CMP-15-00160,40.83037898710171,-73.94218369386185,Warning Letter Issued,10032.0
CMP-15-00120,40.8344346628019,-73.945754158224,Warning Letter Issued,10032.0
CMP-15-00002,40.67694366645024,-73.95129007012825,Warning Letter Issued,11216.0
CMP-15-00043,40.66249540929675,-73.97948361662009,No Warning Letter Issued,11215.0
CMP-15-00122,40.787605507802986,-73.97271018096565,Warning Letter Issued,10024.0
CMP-15-00079,40.78523495276976,-73.97679166050642,Warning Letter Issued,10024.0
CMP-15-00023,40.78719528245834,-73.97993631080851,Warning Letter Issued,10024.0
CMP-15-00189,40.738449610882434,-73.9864968687625,Warning Letter Issued,10003.0
CMP-15-00172,40.71883587774364,-74.0107214045732,Warning Letter Issued,10013.0
CMP-15-00044,40.660062759018345,-73.95684579971754,Warning Letter Issued,11225.0
CMP-15-00190,40.72918109262441,-73.99202985887786,No Warning Letter Issued,10003.0
CMP-15-00199,40.72007971809717,-74.00283191778051,No Warning Letter Issued,10013.0
CMP-15-00117,40.73549154520687,-73.99821385537041,No Warning Letter Issued,10011.0
CMP-15-00200,40.73303221689094,-74.00313916863686,Warning Letter Issued,10014.0
CMP-15-00163,40.749116015459926,-73.88704923217071,Warning Letter Issued,11372.0
CMP-15-00145,40.82289225883358,-73.92465214640484,Warning Letter Issued,10451.0
CMP-15-00073,40.6906111445729,-73.97136519670407,No Warning Letter Issued,11205.0
CMP-15-00167,40.77942506619171,-73.95951983844323,Warning Letter Issued,10028.0
CMP-15-00070,40.6751088969777,-73.94840011468042,No Warning Letter Issued,11216.0
CMP-15-00197,40.7794509413267,-73.75335982294399,Warning Letter Issued,11363.0
CMP-15-00065,40.73723446990905,-73.9987045602115,Warning Letter Issued,10011.0
CMP-15-00069,40.6853629769343,-73.98494997347962,No Warning Letter Issued,11217.0
CMP-15-00062,40.68598146442565,-73.9959796513803,Warning Letter Issued,11231.0
CMP-15-00089,40.72384275902265,-73.99635618030298,Warning Letter Issued,10012.0
CMP-15-00007,40.71935193104859,-74.01029941018136,Warning Letter Issued,10013.0
CMP-15-00078,40.75089450782723,-73.87884248111516,Warning Letter Issued,11372.0
CMP-15-00092,40.686494785422255,-73.96438628692255,No Warning Letter Issued,11238.0
CMP-15-00174,40.82567573589073,-73.94460866747158,Warning Letter Issued,10031.0
CMP-15-00017,40.74913521098286,-73.88703115404978,Warning Letter Issued,11372.0
CMP-15-00141,40.7349700241977,-74.0027026502157,No Warning Letter Issued,10014.0
CMP-15-00035,40.71835601042262,-74.0027813403065,Warning Letter Issued,10013.0
CMP-15-00085,40.73285108367281,-73.99773763978762,Warning Letter Issued,10011.0
CMP-15-00033,40.68091999103304,-73.93809493070984,No Warning Letter Issued,11216.0
CMP-15-00001,40.74621518344463,-74.00522937407204,No Warning Letter Issued,10011.0
CMP-15-00187,40.68816087134046,-73.99838459636763,Warning Letter Issued,11201.0
CMP-15-00115,40.78411142682722,-73.97255995072177,Warning Letter Issued,10024.0
CMP-15-00108,40.753973059688136,-73.98053825462506,Warning Letter Issued,10036.0
CMP-15-00080,40.68109369376913,-73.92988880947219,No Warning Letter Issued,11233.0
CMP-15-00009,40.73581815238413,-73.99727205664855,No Warning Letter Issued,10011.0
CMP-15-00171,40.74870292300008,-73.97926578592558,Warning Letter Issued,10016.0
CMP-15-00118,40.72855830888426,-73.99997474401702,No Warning Letter Issued,10012.0
CMP-15-00057,40.81047252531487,-73.92484682870023,Warning Letter Issued,10454.0
CMP-15-00028,40.72918109262441,-73.99202985887786,Warning Letter Issued,10003.0
CMP-15-00083,40.68967043361191,-73.97453518106423,Warning Letter Issued,11217.0
CMP-15-00124,40.73508250583331,-73.99557616187084,Warning Letter Issued,10011.0
CMP-15-00018,40.749124249697175,-73.8870492182096,Warning Letter Issued,11372.0
CMP-15-00109,40.86683081679298,-73.87044936996642,Warning Letter Issued,10467.0
CMP-15-00157,40.72306051712518,-73.9968324394632,Warning Letter Issued,10012.0
CMP-15-00047,40.72668586375556,-73.98904281924007,No Warning Letter Issued,10003.0
CMP-15-00003,40.76613981857926,-73.96579132189767,Warning Letter Issued,10065.0
CMP-15-00095,40.69211921450529,-73.91715515216507,No Warning Letter Issued,11221.0
CMP-15-00138,40.73574404080792,-73.99713854937615,No Warning Letter Issued,10011.0
CMP-15-00024,40.675876197859125,-73.94571368564739,No Warning Letter Issued,11213.0
CMP-15-00064,40.73476415511951,-73.99680662476482,Warning Letter Issued,10011.0
CMP-15-00181,40.735142959078566,-74.00193768615812,Warning Letter Issued,10014.0
CMP-15-00029,40.67336360507932,-73.94926666791703,Warning Letter Issued,11216.0
CMP-15-00075,40.78409769627711,-73.97253106832196,Warning Letter Issued,10024.0
CMP-15-00046,40.73837616064607,-74.00554630939729,No Warning Letter Issued,10014.0
CMP-15-00123,40.6890904609455,-73.97104132216026,Warning Letter Issued,11205.0
CMP-15-00027,40.82286875217997,-73.94643201234035,No Warning Letter Issued,10031.0
CMP-15-00136,40.74621518344463,-74.00522937407204,No Warning Letter Issued,10011.0
CMP-15-00140,40.749676735455296,-73.8850740794835,Warning Letter Issued,11372.0
CMP-15-00175,40.78033684218868,-73.9841016335257,No Warning Letter Issued,10023.0
CMP-15-00005,40.67245484480163,-73.94872661471051,Warning Letter Issued,11216.0
CMP-15-00061,40.676553225521474,-73.94377354512699,Warning Letter Issued,11216.0
CMP-15-00137,40.723567409679646,-73.9853562345479,No Warning Letter Issued,10009.0
CMP-15-00030,40.66278806692931,-73.9561627973424,Warning Letter Issued,11225.0
CMP-15-00051,40.71974484530019,-74.00329005864857,Warning Letter Issued,10013.0
CMP-15-00144,40.78378584066668,-73.95782002165927,No Warning Letter Issued,10128.0
CMP-15-00147,40.73299653518405,-74.00313555871801,Warning Letter Issued,10014.0
CMP-15-00192,40.6859540320324,-73.96427840495089,Warning Letter Issued,11238.0
CMP-15-00107,40.73859036969997,-74.00186922413965,Warning Letter Issued,10011.0
CMP-15-00025,40.67587621996269,-73.94576055255575,Warning Letter Issued,11213.0
CMP-15-00053,40.77198483840935,-73.74810551043043,No Warning Letter Issued,11363.0
CMP-15-00116,40.68259065686708,-73.93644205557628,No Warning Letter Issued,11233.0
CMP-15-00071,40.66972467387877,-73.97694720788355,No Warning Letter Issued,11215.0
CMP-15-00134,40.69450384452743,-73.99321321681276,No Warning Letter Issued,11201.0
CMP-15-00006,40.72247043132549,-74.00121217644269,Warning Letter Issued,10013.0
CMP-15-00040,40.765663383006334,-73.96991058562041,No Warning Letter Issued,10065.0
CMP-15-00183,40.75283107326479,-73.88296440660982,No Warning Letter Issued,11372.0
CMP-15-00077,40.75093569038607,-73.87885323385387,Warning Letter Issued,11372.0
CMP-15-00193,40.7342152020514,-74.0032763399159,No Warning Letter Issued,10014.0
CMP-15-00094,40.816686391785424,-73.91659545471161,No Warning Letter Issued,10455.0
CMP-15-00041,40.787589029997314,-73.97267046455637,Warning Letter Issued,10024.0
CMP-15-00072,40.74619922744014,-73.91714925490226,Warning Letter Issued,11104.0
CMP-15-00036,40.62805219769277,-74.01307010276042,No Warning Letter Issued,11228.0
CMP-15-00104,40.789017957888,-73.98095775209778,No Warning Letter Issued,10024.0
CMP-15-00173,40.67636413291309,-73.97619503667939,No Warning Letter Issued,11217.0
CMP-15-00146,40.72236061438645,-73.99724374620143,Warning Letter Issued,10012.0
CMP-15-00091,40.683211833944085,-73.9637318311452,Warning Letter Issued,11238.0
CMP-15-00119,40.72205835902826,-74.0091670276837,No Warning Letter Issued,10013.0
CMP-15-00194,40.77509658634077,-73.9804959760116,Warning Letter Issued,10023.0
CMP-15-00121,40.68264536860054,-73.9361102961057,Warning Letter Issued,11233.0
CMP-15-00088,40.75264356311136,-73.88482713755516,Warning Letter Issued,11372.0
CMP-15-00022,40.77637073586306,-73.7467566071639,Warning Letter Issued,11363.0
CMP-15-00168,40.78442678667277,-73.9713898486031,Warning Letter Issued,10024.0
CMP-15-00019,40.65905237442179,-73.95603910386333,Warning Letter Issued,11225.0
CMP-15-00014,40.74471889427697,-73.98906150665235,Warning Letter Issued,10001.0
CMP-15-00031,40.74148044274946,-73.99382551884644,No Warning Letter Issued,10010.0
CMP-15-00059,40.79010139621357,-73.97695608540096,Warning Letter Issued,10024.0
CMP-15-00086,40.737264662548725,-73.9987370358456,No Warning Letter Issued,10011.0
CMP-15-00099,40.74790276587356,-73.91583705229412,No Warning Letter Issued,11104.0
CMP-15-00156,40.724498737814685,-73.99581858554575,Warning Letter Issued,10012.0
CMP-15-00010,40.73141546536127,-74.0055529463427,Warning Letter Issued,10014.0
CMP-15-00159,40.64652531752567,-74.08338642753338,Warning Letter Issued,10301.0
CMP-15-00050,40.71820504615192,-74.00288234224554,Warning Letter Issued,10013.0
CMP-15-00067,40.676811698965885,-73.97702046730849,No Warning Letter Issued,11217.0
CMP-15-00149,40.81118032547837,-73.92432944513314,Warning Letter Issued,10454.0
CMP-15-00129,40.7311054050401,-74.00291537346698,No Warning Letter Issued,10014.0
CMP-15-00045,40.72475382477158,-73.9923911675181,No Warning Letter Issued,10012.0
CMP-15-00112,40.72426550935282,-73.99998556893937,No Warning Letter Issued,10012.0
CMP-15-00105,40.734766898866816,-73.99677054129582,No Warning Letter Issued,10011.0
CMP-15-00056,40.81122147732141,-73.92430049850458,Warning Letter Issued,10454.0
CMP-15-00012,40.66982851782779,-73.94968751610905,Warning Letter Issued,11216.0
CMP-15-00048,40.78663802807501,-73.9795175859147,No Warning Letter Issued,10024.0
CMP-15-00015,40.665782952872526,-73.97587079414619,Warning Letter Issued,11215.0
CMP-15-00162,40.74911876020569,-73.88704922751701,Warning Letter Issued,11372.0
CMP-15-00188,40.68931279819047,-73.97108449608857,Warning Letter Issued,11205.0
CMP-15-00185,40.68190318561814,-73.9295346219031,No Warning Letter Issued,11233.0
CMP-15-00084,40.71866867406814,-74.00792198699534,No Warning Letter Issued,10013.0
CMP-15-00166,40.785548225206455,-73.97872348227261,Warning Letter Issued,10024.0
CMP-15-00191,40.687537055826986,-73.97158286351178,Warning Letter Issued,11238.0
CMP-15-00182,40.75319619387776,-73.88303234249096,Warning Letter Issued,11372.0
CMP-15-00125,40.71786733958462,-74.0056203585319,Warning Letter Issued,10013.0
CMP-15-00135,40.85153694438808,-73.90704517228731,No Warning Letter Issued,10453.0
CMP-15-00165,40.748153343327466,-73.88780154920516,Warning Letter Issued,11372.0
CMP-15-00170,40.64024395142628,-73.96037896556273,No Warning Letter Issued,11226.0
CMP-15-00106,40.7349699586017,-73.99526585169471,Warning Letter Issued,10011.0
CMP-15-00087,40.74002298614384,-74.00605526168079,Warning Letter Issued,10014.0
CMP-15-00058,40.57557364813312,-73.98129578385338,Warning Letter Issued,11224.0
CMP-15-00155,40.81685107332287,-73.89939477260444,No Warning Letter Issued,10455.0
CMP-15-00143,40.77353465692023,-73.9794963431309,No Warning Letter Issued,10023.0
