incident_key,y_coord_cd,:@computed_region_efsh_h5xi,latitude,jurisdiction_code,perp_sex,:@computed_region_sbqj_enih,statistical_murder_flag,boro
298078464,"240,071",10934.0,40.825581,0,(null),25.0,False,BRONX
297354011,"186,592",17214.0,40.678782,0,(null),47.0,True,BROOKLYN
296313800,"189,377",18181.0,40.686458,0,(null),51.0,False,BROOKLYN
295721938,"231,108",13093.0,40.801004,0,M,18.0,False,MANHATTAN
298034554,"238,243",11611.0,40.820506,0,U,26.0,True,BRONX
295775772,"247,996",10935.0,40.847327,0,M,29.0,False,BRONX
295224199,"248,504",10931.0,40.848733,0,M,29.0,True,BRONX
296949503,"178,950",17614.0,40.657829,0,M,40.0,False,BROOKLYN
296248356,"194,855",15310.0,40.701455,0,M,62.0,False,QUEENS
295317417,"186,973",17215.0,40.679796,0,(null),47.0,False,BROOKLYN
298515632,"260,028",11605.0,40.880337,0,(null),34.0,False,BRONX
296106132,"195,085",24340.0,40.70197,0,M,61.0,False,QUEENS
295775769,"183,992",17215.0,40.671626,2,(null),47.0,False,BROOKLYN
295721937,"239,643",10934.0,40.824405,0,M,25.0,False,BRONX
297216293,"238,579",10929.0,40.821488,0,M,23.0,False,BRONX
297030186,"247,053",10930.0,40.844754,0,(null),27.0,True,BRONX
297565075,"262,412",11275.0,40.886853,0,M,30.0,False,BRONX
296947469,"188,248",13516.0,40.683342,0,M,46.0,False,BROOKLYN
295775770,"224,999",,,0,(null),,False,MANHATTAN
298699604,"173,870",13827.0,40.643866,0,M,42.0,False,BROOKLYN
297012905,"264,964",11275.0,40.893855,0,M,30.0,True,BRONX
297743561,"228,925",12426.0,40.795005,0,(null),14.0,False,MANHATTAN
297694905,"196,212",17613.0,40.705229,0,M,56.0,False,BROOKLYN
296132712,"187,479",24669.0,40.681071,0,M,71.0,False,QUEENS
295532790,"227,092",12426.0,40.789982,0,M,14.0,False,MANHATTAN
298301433,"253,200",13098.0,40.861639,0,M,22.0,False,MANHATTAN
295480502,"192,780",17212.0,40.695814,2,M,55.0,False,BROOKLYN
298263882,"214,448",14190.0,40.755178,0,(null),67.0,True,QUEENS
297201104,"239,961",10929.0,40.825285,0,M,27.0,True,BRONX
298609064,"179,784",17614.0,40.66012,0,(null),46.0,False,BROOKLYN
298672096,"259,277",11605.0,40.878261,0,(null),30.0,False,BRONX
297302875,"222,175",16862.0,40.776453,0,(null),72.0,False,QUEENS
299005777,"238,251",12427.0,40.820614,0,(null),20.0,False,MANHATTAN
295586716,"238,043",10929.0,40.820025,0,M,27.0,False,BRONX
298508438,"232,758",10932.0,40.805523,2,M,23.0,False,BRONX
297863727,"258,835",11272.0,40.877081,2,M,33.0,False,BRONX
298034553,"241,659",13097.0,40.829956,2,M,20.0,True,MANHATTAN
296246343,"215,383",16860.0,40.757826,0,M,72.0,False,QUEENS
295721936,"235,311",10933.0,40.812511,0,(null),24.0,True,BRONX
296710725,"250,650",10931.0,40.854625,0,(null),29.0,False,BRONX
297508943,"217,993",,,0,M,,True,MANHATTAN
297030186,"247,053",10930.0,40.844754,0,(null),27.0,True,BRONX
295830021,"243,635",11269.0,40.835351,0,(null),25.0,False,BRONX
298079917,"225,239",14191.0,40.784806,0,M,67.0,False,QUEENS
295532791,"252,367",10936.0,40.859313,0,M,31.0,False,BRONX
297571890,"176,358",13827.0,40.650689,2,(null),42.0,False,BROOKLYN
298009208,"192,007",18181.0,40.693663,2,(null),53.0,False,BROOKLYN
296645186,"247,600",10935.0,40.846235,0,(null),31.0,False,BRONX
295466412,"159,782",20529.0,40.604979,0,M,59.0,False,QUEENS
295721936,"235,311",10933.0,40.812511,0,(null),24.0,True,BRONX
298034554,"238,243",11611.0,40.820506,0,F,26.0,True,BRONX
297302874,"177,629",16866.0,40.654211,0,(null),40.0,False,BROOKLYN
295532788,"261,043",12344.0,40.883057,2,M,30.0,True,BRONX
298672096,"259,277",11605.0,40.878261,0,(null),30.0,False,BRONX
297172827,"233,399",13093.0,40.807287,0,M,16.0,False,MANHATTAN
296313801,"239,218",12427.0,40.82326,0,M,20.0,False,MANHATTAN
295865251,"250,743",10931.0,40.854867,0,(null),29.0,False,BRONX
297922102,"190,315",17212.0,40.689041,2,(null),51.0,False,BROOKLYN
297030186,"247,053",10930.0,40.844754,0,(null),27.0,False,BRONX
295548025,"242,864",11269.0,40.833231,0,(null),25.0,False,BRONX
296313800,"189,377",18181.0,40.686458,0,(null),51.0,False,BROOKLYN
295944948,"197,539",17213.0,40.708862,0,M,56.0,False,BROOKLYN
296778955,"195,779",24340.0,40.703871,0,M,61.0,False,QUEENS
296645185,"182,496",13509.0,40.667581,0,(null),44.0,False,BROOKLYN
297018622,"183,890",,,0,M,,False,BROOKLYN
298607139,"216,989",12081.0,40.762269,0,M,10.0,True,MANHATTAN
297694906,"178,259",17614.0,40.655923,0,M,46.0,False,BROOKLYN
296643609,"227,920",12422.0,40.792261,0,(null),15.0,True,MANHATTAN
296383585,"232,501",12424.0,40.804825,0,M,16.0,False,MANHATTAN
295421273,"184,924",17215.0,40.674189,0,(null),47.0,False,BROOKLYN
297145620,"262,287",11275.0,40.886489,0,(null),30.0,False,BRONX
295200061,"233,640",10932.0,40.807943,0,F,23.0,False,BRONX
297265384,"195,008",17213.0,40.701911,0,(null),56.0,False,BROOKLYN
297712292,"241,678",11610.0,40.829963,0,M,26.0,False,BRONX
296574274,"231,080",,,0,(null),,False,MANHATTAN
296313802,"247,980",10935.0,40.847282,0,(null),31.0,False,BRONX
298162845,"183,399",17614.0,40.670029,0,(null),46.0,False,BROOKLYN
296246343,"215,383",16860.0,40.757826,0,M,72.0,False,QUEENS
296960985,"252,134",10936.0,40.85868,0,(null),29.0,False,BRONX
296246346,"233,988",10932.0,40.808889,0,M,23.0,True,BRONX
296710724,"235,509",10932.0,40.81307,0,(null),23.0,False,BRONX
296516805,"148,779",18184.0,40.575042,0,M,35.0,False,BROOKLYN
296843486,"235,826",10933.0,40.813928,0,M,23.0,False,BRONX
298263882,"214,448",14190.0,40.755178,0,(null),67.0,False,QUEENS
298039240,"178,234",17614.0,40.655853,0,M,46.0,False,BROOKLYN
297354010,"217,647",10090.0,40.76406,0,M,11.0,False,QUEENS
296645184,"243,764",10930.0,40.835724,0,M,27.0,False,BRONX
296455535,"185,075",17214.0,40.674617,0,M,47.0,False,BROOKLYN
297034382,"190,300",,,0,(null),,False,BROOKLYN
298079917,"225,239",14191.0,40.784806,0,M,67.0,True,QUEENS
297571889,"187,964",17619.0,40.682595,2,M,48.0,False,BROOKLYN
295944949,"266,309",11275.0,40.897539,0,M,30.0,False,BRONX
296248355,"239,909",12428.0,40.82516,0,M,19.0,False,MANHATTAN
298301433,"253,200",13098.0,40.861639,0,M,22.0,False,MANHATTAN
297516719,"240,575",13097.0,40.826982,0,(null),20.0,False,MANHATTAN
296843487,"237,422",12343.0,40.818297,0,M,24.0,False,BRONX
297623041,"182,849",15313.0,40.66829,0,(null),63.0,False,QUEENS
295365805,"183,677",17615.0,40.67081,0,(null),49.0,True,BROOKLYN
298609064,"179,784",17614.0,40.66012,0,(null),46.0,False,BROOKLYN
298461889,"230,361",12426.0,40.798959,2,M,16.0,False,MANHATTAN
295479911,"262,482",11275.0,40.887035,0,M,30.0,False,BRONX
297073325,"193,149",17213.0,40.696816,0,M,51.0,False,BROOKLYN
298672097,"155,205",18183.0,40.592685,2,M,35.0,False,BROOKLYN
297015429,"159,159",20529.0,40.603267,0,(null),59.0,True,QUEENS
296136726,"242,251",10934.0,40.831555,0,(null),25.0,False,BRONX
298607139,"216,989",12081.0,40.762269,0,F,10.0,True,MANHATTAN
295721938,"231,108",13093.0,40.801004,0,M,18.0,False,MANHATTAN
296313799,"234,705",12424.0,40.810878,0,(null),20.0,False,MANHATTAN
297327665,"258,326",11272.0,40.875683,0,(null),33.0,False,BRONX
295489315,"187,687",17619.0,40.681835,2,(null),50.0,False,BROOKLYN
298257178,"247,779",10935.0,40.846733,0,M,29.0,True,BRONX
298009207,"262,584",,,0,(null),,False,BRONX
295865248,"239,678",10929.0,40.824504,0,M,25.0,False,BRONX
298444104,"182,933",24016.0,40.668647,0,M,64.0,False,QUEENS
296246342,"157,428",20529.0,40.598516,0,(null),59.0,False,QUEENS
298566035,"237,559",10929.0,40.818691,0,M,23.0,False,BRONX
296455537,"248,763",10931.0,40.849448,0,M,29.0,False,BRONX
297030186,"247,053",10930.0,40.844754,0,(null),27.0,False,BRONX
295775770,"224,999",,,0,(null),,False,MANHATTAN
295641945,"231,145",12423.0,40.801108,0,M,18.0,False,MANHATTAN
297172826,"214,271",14783.0,40.754744,0,M,73.0,False,QUEENS
296248355,"239,909",12428.0,40.82516,0,M,19.0,False,MANHATTAN
295480503,"179,658",17614.0,40.659768,2,(null),40.0,True,BROOKLYN
295595585,"238,943",10937.0,40.822476,0,(null),24.0,True,BRONX
298357804,"157,489",13512.0,40.598939,1,M,36.0,False,BROOKLYN
295532789,"235,791",12424.0,40.81386,0,(null),17.0,False,MANHATTAN
295891595,"229,290",12426.0,40.796006,0,(null),16.0,False,MANHATTAN
299462478,"224,993",14191.0,40.784151,0,(null),67.0,True,QUEENS
295641945,"231,145",12423.0,40.801108,0,M,18.0,False,MANHATTAN
297571889,"187,964",17619.0,40.682595,2,M,48.0,False,BROOKLYN
297034382,"190,300",,,0,(null),,True,BROOKLYN
295703630,"239,890",11610.0,40.825055,0,M,26.0,False,BRONX
298566035,"237,559",10929.0,40.818691,0,M,23.0,False,BRONX
297453566,"181,288",15313.0,40.664013,0,(null),63.0,True,QUEENS
295532787,"192,256",17212.0,40.694373,2,(null),55.0,True,BROOKLYN
295429243,"233,547",12424.0,40.807698,0,M,18.0,True,MANHATTAN
298357805,"244,931",11269.0,40.838904,0,M,31.0,True,BRONX
295865249,"183,107",13509.0,40.669258,0,M,44.0,False,BROOKLYN
298147867,"258,835",11272.0,40.877081,2,M,33.0,False,BRONX
297565076,"177,167",13827.0,40.652931,0,(null),40.0,False,BROOKLYN
297195392,"237,815",12427.0,40.819408,0,(null),20.0,False,MANHATTAN
297565075,"262,412",11275.0,40.886853,0,M,30.0,True,BRONX
298628071,"229,814",12426.0,40.79745,0,(null),14.0,False,MANHATTAN
298672096,"259,277",11605.0,40.878261,0,(null),30.0,False,BRONX
298039240,"178,234",17614.0,40.655853,0,M,46.0,False,BROOKLYN
296574275,"264,562",11275.0,40.89272,0,(null),30.0,False,BRONX
298139842,"239,589",10934.0,40.824259,0,(null),25.0,False,BRONX
297571891,"258,672",11272.0,40.876635,2,M,33.0,False,BRONX
296246345,"238,272",10934.0,40.82064,2,M,23.0,False,BRONX
298569109,"156,562",13512.0,40.596395,2,(null),36.0,False,BROOKLYN
295288908,"185,468",13516.0,40.675719,0,(null),46.0,False,BROOKLYN
295891594,"201,457",14509.0,40.719483,0,M,65.0,False,QUEENS
298357806,"242,624",11610.0,40.832551,0,M,26.0,False,BRONX
297354010,"217,647",10090.0,40.76406,0,M,11.0,False,QUEENS
296246344,"236,216",10933.0,40.814997,0,M,23.0,False,BRONX
