total_2_fuel_oil_with_25,total_2_fuel_oil_with_10,total_2_fuel_oil_with_20,total_6_fuel_oil_with_5,total_2_fuel_oil_with_0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,18102.1,25827.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,29246.7,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,12407.0,0.0,0.0
0.0,14001.2,229644.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,138972.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,29539.8,18430.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,125729.6,43490.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,20809.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,18861.3,13103.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,106983.1,53126.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,25160.3,0.0,0.0
0.0,30467.6,0.0,0.0,0.0
0.0,0.0,1515.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,3223.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,32051.9,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,10912.6,11316.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,877.2,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,6877.7,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,4619.8,34987.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,34139.2,59718.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,7036.7,226862.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,10102.9,193200.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,39063.2,38948.2,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,22477.3,26183.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,21077.3,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,162899.5,23885.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,36177.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,9513.5,64358.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,51906.8,30938.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,67407.1,73210.0,0.0,0.0
0.0,9448.2,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,35478.5,36568.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,40859.1,0.0,0.0,0.0
0.0,1310.2,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,8694.3,4821.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,5000.5,31095.4,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,2763.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,12543.3,18019.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
