latitude,longitude,assignment_type,last_modified_date,bbl,block
40.715641,-73.991498,,2017-05-16T00:00:00.000,1002987504.0,298
40.775795,-73.963021,,2017-05-16T00:00:00.000,1013920059.0,1392
40.712968,-74.00949,New/Permanent,2017-09-11T00:00:00.000,1001250020.0,155
40.766063,-73.957283,,2017-05-16T00:00:00.000,1014440023.0,1444
,,New/Permanent,2014-08-27T00:00:00.000,,482
40.786668,-73.976665,,2017-05-16T00:00:00.000,1012320014.0,1232
40.759146,-73.994355,,2010-12-20T00:00:00.000,1010517502.0,1051
,,New/Permanent,2017-09-14T00:00:00.000,,1140
40.706358,-74.016151,,2011-07-14T00:00:00.000,1000157502.0,15
40.739978,-73.983833,,2017-09-11T00:00:00.000,1008790052.0,879
40.778514,-73.982087,,2017-05-16T00:00:00.000,1011637503.0,1163
40.843213,-73.935269,,2017-05-16T00:00:00.000,1021300055.0,2130
40.758147,-73.989839,,2017-05-16T00:00:00.000,1010340038.0,1034
40.765967,-73.957355,,2017-05-16T00:00:00.000,1014440023.0,1444
40.761102,-73.985218,,2017-05-16T00:00:00.000,1010217501.0,1021
40.738978,-73.992942,,2017-05-16T00:00:00.000,1008190059.0,819
40.719668,-73.991858,,2017-05-16T00:00:00.000,1004207501.0,420
40.759379,-73.99491,,2010-12-20T00:00:00.000,1010517502.0,1051
40.738421,-73.997207,,2017-05-16T00:00:00.000,1007910027.0,791
40.803951,-73.963139,,2017-05-16T00:00:00.000,1018650001.0,1865
40.761639,-73.976775,,2017-05-16T00:00:00.000,1012700111.0,1270
40.766625,-73.98865,,2017-05-16T00:00:00.000,1010637503.0,1063
40.766891,-73.99017,,2017-05-16T00:00:00.000,1010637503.0,1063
40.730625,-73.988793,,2010-12-21T00:00:00.000,1004667501.0,466
40.745071,-74.0,,2017-05-16T00:00:00.000,1007460020.0,746
40.801847,-73.945196,,2010-12-20T00:00:00.000,1017457502.0,1745
40.721447,-74.00127,New/Permanent,2017-05-16T00:00:00.000,1004747506.0,474
40.745601,-74.006853,,2017-05-16T00:00:00.000,1006907501.0,690
40.73348,-73.993159,,2017-05-16T00:00:00.000,1005630001.0,563
40.753552,-73.998784,New/Permanent,2014-12-03T00:00:00.000,1007299001.0,729
,,,2010-12-20T00:00:00.000,,8224
40.759412,-73.995614,,2017-05-16T00:00:00.000,1010517502.0,1051
40.779222,-73.981954,Tentative,2017-05-16T00:00:00.000,1011640034.0,1164
40.803058,-73.932242,,2017-05-16T00:00:00.000,1018020036.0,1802
40.758767,-73.995365,,2010-12-20T00:00:00.000,1010517502.0,1051
40.809099,-73.951938,,2017-05-16T00:00:00.000,1019297504.0,1929
,,New/Permanent,2017-08-07T00:00:00.000,,859
40.809333,-73.955488,New/Permanent,2011-11-04T00:00:00.000,1019487502.0,1948
40.729884,-73.992993,,2017-05-16T00:00:00.000,1005450026.0,545
40.809634,-73.959895,,2017-05-16T00:00:00.000,1019750001.0,1975
40.758441,-73.977259,,2017-05-16T00:00:00.000,1012857501.0,1285
40.798551,-73.953166,,2011-04-08T00:00:00.000,1018207503.0,1820
40.786882,-73.950202,,2011-04-08T00:00:00.000,1016250016.0,1625
40.708774,-74.005872,,2017-05-16T00:00:00.000,1000760024.0,76
40.838167,-73.938642,,2017-05-16T00:00:00.000,1021230045.0,2123
,,New/Permanent,2015-11-04T00:00:00.000,,701
40.786559,-73.970266,,2017-05-16T00:00:00.000,1012000054.0,1200
40.733164,-73.99296,,2017-05-16T00:00:00.000,1005630001.0,563
40.765996,-73.989058,,2017-05-16T00:00:00.000,1010637503.0,1063
40.740358,-74.006113,New/Permanent,2017-05-16T00:00:00.000,1006450044.0,645
40.740383,-74.006174,,2017-05-16T00:00:00.000,1006450039.0,645
40.752328,-74.007717,,2017-05-16T00:00:00.000,1006620066.0,662
40.786761,-73.950289,,2017-05-16T00:00:00.000,1016250016.0,1625
40.759418,-73.995001,,2010-12-20T00:00:00.000,1010517502.0,1051
40.759341,-73.994817,,2010-12-20T00:00:00.000,1010517502.0,1051
40.710201,-73.988977,,2010-10-21T00:00:00.000,1002410010.0,241
40.759275,-73.994665,,2010-12-20T00:00:00.000,1010517502.0,1051
40.745722,-74.003511,,2017-05-16T00:00:00.000,1007180001.0,718
40.756639,-73.968788,,2017-05-16T00:00:00.000,1013260118.0,1326
40.809148,-73.951901,,2017-05-16T00:00:00.000,1019297504.0,1929
,,New/Permanent,2014-12-02T00:00:00.000,,695
40.753574,-73.998838,New/Permanent,2014-12-03T00:00:00.000,1007299001.0,729
,,New/Permanent,2014-12-02T00:00:00.000,,695
40.786682,-73.950347,,2017-05-16T00:00:00.000,1016250016.0,1625
40.831397,-73.941214,,2017-05-16T00:00:00.000,1021070026.0,2107
40.73634,-73.994436,,2011-02-28T00:00:00.000,1005777504.0,577
40.768848,-73.954418,,2017-05-16T00:00:00.000,1014680036.0,1468
40.812819,-73.943713,,2017-05-16T00:00:00.000,1019170010.0,1917
40.75925,-73.994604,,2010-12-20T00:00:00.000,1010517502.0,1051
40.739995,-73.983873,New/Permanent,2017-05-16T00:00:00.000,1008797503.0,879
40.753129,-73.985361,Tentative,2017-05-16T00:00:00.000,1008150026.0,815
40.720227,-73.981562,,2017-09-11T00:00:00.000,1003450058.0,345
40.758498,-73.998722,,2017-05-16T00:00:00.000,1007100058.0,710
40.805239,-73.957297,,2017-05-16T00:00:00.000,1019430109.0,1943
40.745609,-74.006875,,2011-02-03T00:00:00.000,1006907501.0,690
40.759484,-73.995156,,2010-12-20T00:00:00.000,1010517502.0,1051
40.760972,-73.977172,New/Permanent,2015-09-18T00:00:00.000,1012687503.0,1268
40.770852,-73.99453,,2017-05-16T00:00:00.000,1011090015.0,1109
40.808576,-73.937535,,2017-05-16T00:00:00.000,1017550031.0,1755
40.729972,-73.992196,,2017-05-16T00:00:00.000,1005450026.0,545
40.710456,-73.986755,,2010-10-21T00:00:00.000,1002410013.0,241
40.748189,-73.988963,,2017-05-16T00:00:00.000,1008077502.0,807
40.778405,-73.982095,,2017-05-16T00:00:00.000,1011637503.0,1163
40.831002,-73.941605,,2017-05-16T00:00:00.000,1021070026.0,2107
,,,2010-12-20T00:00:00.000,,8224
40.734948,-74.00275,,2017-05-16T00:00:00.000,1006110011.0,611
40.76694,-73.98343,New/Permanent,2017-05-16T00:00:00.000,1010477502.0,1047
40.748175,-74.003829,Verification,2017-05-16T00:00:00.000,1006957504.0,695
40.741407,-74.001332,,2011-02-03T00:00:00.000,1007407501.0,740
40.749877,-73.974433,,2017-05-16T00:00:00.000,1013147502.0,1314
40.775709,-73.952684,,2017-05-16T00:00:00.000,1015450046.0,1545
40.758706,-73.989276,,2010-12-20T00:00:00.000,1010340037.0,1034
40.757544,-73.976762,,2011-02-15T00:00:00.000,1012857501.0,1285
40.759212,-73.99451,,2017-05-16T00:00:00.000,1010517502.0,1051
40.809197,-73.951865,,2017-05-16T00:00:00.000,1019297504.0,1929
40.759393,-73.994939,,2010-12-20T00:00:00.000,1010517502.0,1051
40.75947,-73.995123,,2010-12-20T00:00:00.000,1010517502.0,1051
40.783576,-73.953411,New/Permanent,2017-05-16T00:00:00.000,1015210012.0,1521
40.766412,-73.958676,,2017-05-16T00:00:00.000,1014440023.0,1444
40.717104,-73.991458,,2017-05-16T00:00:00.000,1003070024.0,307
40.726121,-73.993077,New/Permanent,2017-05-16T00:00:00.000,1005297509.0,529
40.720409,-73.995065,,2017-05-16T00:00:00.000,1004790029.0,479
40.727329,-73.991467,,2017-05-16T00:00:00.000,1005440065.0,544
40.741303,-74.002061,,2011-02-03T00:00:00.000,1007407501.0,740
40.824922,-73.946886,,2017-05-16T00:00:00.000,1020590156.0,2059
40.820433,-73.943688,,2017-05-16T00:00:00.000,1020430013.0,2043
40.741174,-74.001501,,2011-02-03T00:00:00.000,1007407501.0,740
40.803238,-73.95663,,2017-09-11T00:00:00.000,1018477502.0,1847
40.736365,-74.005871,,2017-05-16T00:00:00.000,1006340060.0,634
40.779011,-73.95236,,2017-05-16T00:00:00.000,1015320022.0,1532
40.71722,-73.991396,,2017-05-16T00:00:00.000,1003070024.0,307
40.77894,-73.982423,,2017-05-16T00:00:00.000,1011637503.0,1163
40.721192,-73.993708,,2017-05-16T00:00:00.000,1004920037.0,492
40.718397,-74.005574,,2011-07-11T00:00:00.000,1001780029.0,178
40.809588,-73.953859,,2017-05-16T00:00:00.000,1019490054.0,1949
40.739978,-73.983833,,2017-05-16T00:00:00.000,1008790052.0,879
40.787181,-73.977455,,2017-05-16T00:00:00.000,1012320014.0,1232
40.809284,-73.955521,New/Permanent,2011-11-04T00:00:00.000,1019487502.0,1948
40.871894,-73.916599,Verification,2017-05-16T00:00:00.000,1022430385.0,2243
40.709293,-74.005277,,2010-10-20T00:00:00.000,1000940002.0,94
40.779169,-73.942781,,2017-05-16T00:00:00.000,1015870027.0,1587
40.857873,-73.932186,,2017-05-16T00:00:00.000,1021800513.0,2180
40.807839,-73.951613,,2017-05-16T00:00:00.000,1019287505.0,1928
40.758781,-73.995398,,2010-12-20T00:00:00.000,1010517502.0,1051
40.727438,-73.991424,,2017-05-16T00:00:00.000,1005440065.0,544
40.794237,-73.970826,Correction/Reassignment,2013-03-18T00:00:00.000,1012430139.0,1243
40.727063,-74.004633,New/Permanent,2017-05-16T00:00:00.000,1005060012.0,506
40.80027,-73.972098,,2010-10-20T00:00:00.000,1018970019.0,1897
