the_geom,url_report,borough,address,block
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.99846474015538, 40.730391648783964], [-73.99852227222219, 40.73032382774248], [-73.99852429997269, 40.730324829133934], [-73.99855775374954, 40.730285392690305], [-73.99849904017695, 40.73025640187103], [-73.99860966826353, 40.73012598982177], [-73.99895035764413, 40.730294202110095], [-73.99894998593827, 40.73029463975383], [-73.99874874199887, 40.73053187309088], [-73.99846474015538, 40.730391648783964]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/0230.pdf,MN,51-54 Washington Square South,541
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.00951144614633, 40.7246596816245], [-74.00961259979292, 40.72457558097674], [-74.0096288209334, 40.72458625065498], [-74.00966203777169, 40.7245697505444], [-74.00966702237963, 40.724546960039916], [-74.00972866671049, 40.72455302788168], [-74.0095594730784, 40.7246937033856], [-74.00951144614633, 40.7246596816245]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/1990.pdf,MN,504 Canal Street,595
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.98156998958636, 40.755382457108794], [-73.9817521168051, 40.75513341714263], [-73.98179193438476, 40.755150129617974], [-73.98186320184256, 40.75518003223425], [-73.98190955786713, 40.75519949944333], [-73.98172743105609, 40.75544854055652], [-73.98156998958636, 40.755382457108794]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/2379.pdf,MN,30-32 West 44th Street,1259
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.10499851718416, 40.59832843409086], [-74.10552443455657, 40.5981591313156], [-74.10584531397569, 40.59809688923983], [-74.10594999886582, 40.5981132597393], [-74.10594395466566, 40.59815117283122], [-74.10594200682685, 40.5982057238131], [-74.10594219823884, 40.598253391925724], [-74.1059498444865, 40.59833909666333], [-74.10514567350103, 40.598604726804375], [-74.10499851718416, 40.59832843409086]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/2231.pdf,SI,103 Circle Road,866
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.99579226994638, 40.74462644182305], [-73.99581011214556, 40.74460185684067], [-73.9958463873752, 40.74455187373113], [-73.99587865079228, 40.744507416875784], [-73.99584249687906, 40.744492481573694], [-73.99588791214515, 40.744429904293405], [-73.99592406603459, 40.74444484048186], [-73.99596892584697, 40.74438302858025], [-73.99609630507005, 40.744436662643764], [-73.99591965778126, 40.744680067075265], [-73.99579226994638, 40.74462644182305]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/2060.pdf,MN,209-211 West 23rd Street,773
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.13863423148467, 40.573402075346166], [-74.13828945441671, 40.57282106470815], [-74.13880797871434, 40.572758635353736], [-74.13916717832565, 40.57336393936445], [-74.13864864848193, 40.57342636943771], [-74.13863423148467, 40.573402075346166]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/0366.pdf,SI,3531 Richmond Road,2281
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.13027014725897, 40.636381207812136], [-74.13027373691587, 40.636335008876486], [-74.13027906433258, 40.63626645526694], [-74.13028453014253, 40.63619613648084], [-74.13045079578889, 40.63620662543878], [-74.13040868741379, 40.63639168501363], [-74.13027014725897, 40.636381207812136]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/2447.pdf,SI,29 Cottage Place,1012
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.00219719782768, 40.74813405313098], [-74.00237553268622, 40.74788623207909], [-74.0024360903705, 40.74791168002102], [-74.00225778526949, 40.748159459741906], [-74.00219719782768, 40.74813405313098]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/0679.pdf,MN,437 West 24th Street,722
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.12156988970818, 40.63865575563485], [-74.12184016129395, 40.638561216704744], [-74.12202025983193, 40.638918110544836], [-74.12183771343211, 40.63908711909173], [-74.12156988970818, 40.63865575563485]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/2179.pdf,SI,1674 Richmond Terrace,188
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.98308520840752, 40.75766348537029], [-73.98327237086659, 40.75740782240891], [-73.98335132508765, 40.757441050775235], [-73.98343028886028, 40.757474283591165], [-73.9834629955733, 40.75742960253069], [-73.98359114514874, 40.75748353319029], [-73.98365115020705, 40.75750878647923], [-73.98383433198869, 40.75758587844914], [-73.98380162307951, 40.75763055961368], [-73.98375425003097, 40.7576106229662], [-73.98356707109, 40.75786627859585], [-73.98308520840752, 40.75766348537029]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/1241.pdf,MN,120 West 46th Street,998
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.20512648427831, 40.522980315408006], [-74.20589227528217, 40.52288827627239], [-74.20589812225461, 40.52293107251398], [-74.20593163236398, 40.52317635749944], [-74.20517408981145, 40.52326740507121], [-74.20512648427831, 40.522980315408006]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/2249.pdf,SI,90 Bayview Avenue,6751
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.24998485623564, 40.50821387590888], [-74.25021244417762, 40.50814650997172], [-74.25043305712416, 40.508686287268766], [-74.2501885209462, 40.508763892722385], [-74.24998485623564, 40.50821387590888]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/2221.pdf,SI,7647 Amboy Road,8050
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.896814934869, 40.77876545532925], [-73.89691318871564, 40.778684779875576], [-73.89696361790848, 40.778643374834914], [-73.89706163061236, 40.77856289714851], [-73.89733973223034, 40.77876001585715], [-73.89709303660128, 40.778962575527636], [-73.896814934869, 40.77876545532925]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/0632.pdf,QN,18-33 41st Street,802
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.75243423986886, 40.773054460811345], [-73.75299113904414, 40.772857505838914], [-73.75303461064813, 40.77329033381466], [-73.75301719731088, 40.77329790577037], [-73.7529970533406, 40.77330619767809], [-73.75297251403006, 40.77331564991726], [-73.75294482952337, 40.77332549613296], [-73.75291344694416, 40.77333565589275], [-73.75287605532922, 40.77334643581263], [-73.75282467843014, 40.77335901915175], [-73.75277657256493, 40.77336857477946], [-73.75273338315182, 40.7733753934925], [-73.75269758456514, 40.773379822799455], [-73.75266029471672, 40.773383279048716], [-73.75262774812323, 40.77338534698261], [-73.75258748229423, 40.77338669143512], [-73.7525666896822, 40.77338686290866], [-73.75253033747246, 40.773386308472524], [-73.75249457789361, 40.773384699003856], [-73.75246791296314, 40.77338280829288], [-73.75243416132227, 40.77337956149569], [-73.7524193635506, 40.77337783314688], [-73.75241127776711, 40.773376616298314], [-73.75240492760821, 40.77337500155278], [-73.75239878804042, 40.773372818139315], [-73.75239267598289, 40.77336992608608], [-73.75238693234533, 40.77336638826059], [-73.75238200379988, 40.77336249468535], [-73.75237352194905, 40.773352476333194], [-73.75236747371983, 40.77333305742042], [-73.75236178364763, 40.77331065679959], [-73.75235607811295, 40.77327935553903], [-73.75235380820381, 40.77325970431046], [-73.75235281344057, 40.77324594423438], [-73.75235228496786, 40.773231020805504], [-73.75235231128661, 40.77321693604003], [-73.75235312790967, 40.77319833062948], [-73.75235460256953, 40.773181786091506], [-73.75235698208579, 40.773163998998264], [-73.75236259959496, 40.77313519396283], [-73.75236402762049, 40.77312927800267], [-73.75236639118748, 40.77312023839495], [-73.75236866073614, 40.77311227288944], [-73.75237366380158, 40.773102810313055], [-73.75237673037894, 40.77309807123406], [-73.75238148610909, 40.773091731982866], [-73.75238723271194, 40.773085227366636], [-73.75239268430394, 40.77308001434296], [-73.7523980796331, 40.77307527846664], [-73.75240576925633, 40.773069619097804], [-73.75241319736732, 40.77306484346393], [-73.75241987681474, 40.77306103606644], [-73.7524296747971, 40.773056354673734], [-73.75243423986886, 40.773054460811345]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/0144.pdf,QN,37-04 Douglaston Parkway,8056
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.20058939151117, 40.542919858642385], [-74.20152571373433, 40.54265390390377], [-74.20165491884393, 40.5429044960768], [-74.2018229082454, 40.54285643235679], [-74.20214476954897, 40.54356927805177], [-74.20101897561865, 40.543915840120846], [-74.20076538323859, 40.543348180455546], [-74.20058939151117, 40.542919858642385]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/0385.pdf,SI,1075 Woodrow Road,6110
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.79892713024829, 40.70558070248603], [-73.7989710788092, 40.705565367855314], [-73.79930968848953, 40.70544722867993], [-73.79941970299384, 40.705630760547145], [-73.79903714392242, 40.70576423381516], [-73.79892713024829, 40.70558070248603]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/2386.pdf,QN,89-31 161st Street,9760
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.97950218533902, 40.74758380493951], [-73.97967756574603, 40.74734084699421], [-73.97978273922541, 40.7473852154399], [-73.97960735434727, 40.747628178946016], [-73.97950218533902, 40.74758380493951]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/1048.pdf,MN,123 East 35th Street,891
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.99416323670062, 40.75152966045045], [-73.99494782871139, 40.75043251581431], [-73.99750976392194, 40.75151101127014], [-73.99672520140388, 40.752608174086724], [-73.99416323670062, 40.75152966045045]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/0232.pdf,MN,Eighth Avenue at West 31st Street,755
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.24392733913683, 40.50950073133177], [-74.24401783167535, 40.50948241394158], [-74.24399426507166, 40.50941347244051], [-74.2442467287844, 40.50936236781501], [-74.2443735164212, 40.50973327405447], [-74.24404018148203, 40.509830844626926], [-74.24392733913683, 40.50950073133177]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/1867.pdf,SI,7430 Amboy Road,7899
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.98326000088322, 40.75855539619674], [-73.98343807991252, 40.75830321032928], [-73.98339872306634, 40.7582865435226], [-73.98357836812337, 40.75803708438315], [-73.98397512057353, 40.758205095231695], [-73.98379931245357, 40.75844926775857], [-73.98373621831357, 40.75842254899292], [-73.98355158538237, 40.75867887310144], [-73.98326000088322, 40.75855539619674]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/1562.pdf,MN,133-145 West 46th Street,999
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.83085830203, 40.701007464722004], [-73.83081590322357, 40.70090997043239], [-73.83079147944207, 40.70085380821407], [-73.8311458212203, 40.70076511470383], [-73.83123262719923, 40.70096356844525], [-73.83087783220104, 40.701052374120145], [-73.83085830203, 40.701007464722004]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/2126.pdf,QN,86-15 Lefferts Boulevard,9273
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.9843107558267, 40.756220643538306], [-73.9840939298347, 40.75613009142059], [-73.98426999064972, 40.75588357168055], [-73.9846671457991, 40.756049445157046], [-73.98449108838392, 40.75629596549848], [-73.9843107558267, 40.756220643538306]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/1011.pdf,MN,113-123 West 43rd Street,996
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.98763217615341, 40.75793470463927], [-73.9878085551315, 40.757690159801406], [-73.98804882071407, 40.75779170250524], [-73.9878737839986, 40.758036815166705], [-73.98763217615341, 40.75793470463927]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/1346.pdf,MN,238 West 44th Street,1015
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.008521574014, 40.71356455590521], [-74.00882261093592, 40.713186239564436], [-74.00893843287362, 40.713238943815284], [-74.00869398481485, 40.713546136579176], [-74.00864495608936, 40.71352435782288], [-74.00858880779127, 40.71359496294918], [-74.008521574014, 40.71356455590521]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/2223.pdf,MN,25 Park Place,124
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.00145159756177, 40.71760380911875], [-74.00160330986697, 40.717670328680526], [-74.00167109614252, 40.717700243559236], [-74.00162769494912, 40.71775168851604], [-74.00170390467932, 40.71778787350678], [-74.00166612270468, 40.717832657321836], [-74.00166399113658, 40.71783167669728], [-74.0016508022236, 40.71784713053894], [-74.00157854787808, 40.71781332280552], [-74.00156100485488, 40.717834114019226], [-74.00148477859139, 40.717798443125524], [-74.00130853099284, 40.71800735006989], [-74.00114929793865, 40.71793544784985], [-74.00145159756177, 40.71760380911875]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/2107.pdf,MN,94-100 Lafayette Street,195
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.91906771775464, 40.710881557763194], [-73.91928902707038, 40.7106648142112], [-73.91921287941037, 40.71062004591191], [-73.91914186889919, 40.71057829878356], [-73.9190704327568, 40.71053630006925], [-73.91899401221923, 40.71049137114139], [-73.91921243784316, 40.71027745330235], [-73.92023415037887, 40.71087812240004], [-73.91980095860937, 40.71131258550818], [-73.91906771775464, 40.710881557763194]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/1923.pdf,QN,1820 Flushing Avenue,3412
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.25204073763324, 40.502922591640626], [-74.2542848731918, 40.50236824434903], [-74.25451217407816, 40.502312093788], [-74.25467269945354, 40.502626276849064], [-74.25469863142237, 40.50267746955072], [-74.25475725158718, 40.50279094531496], [-74.25481364169384, 40.502906131610835], [-74.25481665198079, 40.502911909952786], [-74.25464929503434, 40.5029516005371], [-74.25243712556822, 40.50347620841037], [-74.25204073763324, 40.502922591640626]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/0393.pdf,SI,7455 Hylan Boulevard,7857
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.09235803508138, 40.64173038289238], [-74.09236110522806, 40.64172783105769], [-74.09237056605393, 40.64172000515399], [-74.09238169617474, 40.641710510147526], [-74.09239375624978, 40.64169985722611], [-74.09240642378798, 40.64168822405077], [-74.09241797263736, 40.64167719962328], [-74.09243163992771, 40.64166359530634], [-74.09244579499878, 40.64164880911488], [-74.09246070912097, 40.6416323860686], [-74.09247509079266, 40.64161563025651], [-74.09248857181781, 40.64159900664278], [-74.09250203491747, 40.641581396073086], [-74.09251420095657, 40.64156449345268], [-74.09252626403843, 40.641546665180286], [-74.09253707039896, 40.64152964838493], [-74.09254262218802, 40.64152046582892], [-74.09254922192758, 40.64150911578075], [-74.0925556310905, 40.64149759028445], [-74.09256191568778, 40.64148575150741], [-74.09258755017716, 40.6414278896425], [-74.09300957674532, 40.64161062456582], [-74.09282277745368, 40.64190187182141], [-74.09272534198304, 40.6419736209214], [-74.09266986541307, 40.64201447265145], [-74.09235803508138, 40.64173038289238]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/0332.pdf,SI,22 Pendleton Place,64
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.14343088989362, 40.5709943878596], [-74.1433460059535, 40.57061429716725], [-74.14381334712164, 40.57055785971433], [-74.1439580085382, 40.57123642292693], [-74.14349736519685, 40.57129205292563], [-74.14343088989362, 40.5709943878596]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/0400.pdf,SI,45 Saint Patrick's Place,4438
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.00270290969722, 40.731576390144966], [-74.00277170510432, 40.73155222697134], [-74.00278370589925, 40.73157250072582], [-74.0028028157923, 40.73160478798736], [-74.00284022113526, 40.73166798564344], [-74.00287577498183, 40.73172805496733], [-74.00291780702275, 40.73179906889332], [-74.00284911677802, 40.73182341045143], [-74.00270290969722, 40.731576390144966]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/0208.pdf,MN,30 Jones Street,590
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.79789255559272, 40.70342548616851], [-73.79800175440154, 40.70338339511867], [-73.79832233363113, 40.70393636140116], [-73.79808692093653, 40.704024116211876], [-73.79798796783832, 40.70386765027484], [-73.79813434446197, 40.703810507413976], [-73.79789255559272, 40.70342548616851]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/0875.pdf,QN,161-04 Jamaica Avenue,10101
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.08140235891601, 40.638041214820674], [-74.08141670825545, 40.63798372362633], [-74.08179091730386, 40.63804275184442], [-74.08177517783434, 40.638100025247745], [-74.08140235891601, 40.638041214820674]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/2381.pdf,SI,415 Westervelt Avenue,25
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.13193758812749, 40.63997623728809], [-74.13242319219958, 40.639368096736455], [-74.13274495754439, 40.63951378462354], [-74.13280524565077, 40.63943828028525], [-74.13283747213099, 40.639397922296176], [-74.13288276294772, 40.639341201168314], [-74.13342506163842, 40.6395866762251], [-74.13341711310744, 40.63960275251835], [-74.13354668291036, 40.63963847161198], [-74.13349034396983, 40.63976013328877], [-74.1334260949214, 40.639898878866234], [-74.13334138604458, 40.6398755266924], [-74.13325803508393, 40.63985254839924], [-74.13326233847326, 40.63984325635374], [-74.13306073664096, 40.639763774014234], [-74.13290816320799, 40.63970361924926], [-74.1327492440339, 40.63964096366055], [-74.1326664820052, 40.63960833339018], [-74.13248364966469, 40.63986244657498], [-74.13234198943616, 40.63998551980895], [-74.1322484352642, 40.640066797570306], [-74.13220656844852, 40.64009802620105], [-74.13193758812749, 40.63997623728809]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/2384.pdf,SI,54 Port Richmond Avenue,1073
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.06387433252742, 40.61121773116524], [-74.06405038676382, 40.6114566451089], [-74.06344350458511, 40.61174788973867], [-74.06326745175258, 40.61150897487248], [-74.06387433252742, 40.61121773116524]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/0373.pdf,SI,1331 Bay Street,2832
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.98599491418916, 40.7593733961055], [-73.98589226949949, 40.75933019807441], [-73.985633295364, 40.75922120769325], [-73.9856083569351, 40.75921069118718], [-73.98565886893806, 40.75914200337963], [-73.98570295668667, 40.759082049648605], [-73.9857890363761, 40.75896498386911], [-73.98622779762259, 40.75915005307328], [-73.98604733963589, 40.75939545943043], [-73.98599491418916, 40.7593733961055]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/1350.pdf,MN,203-217 West 46th Street,1018
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.01407940654788, 40.70500205519205], [-74.01413217015124, 40.7048960342061], [-74.01418731350695, 40.704752502993365], [-74.01482096950762, 40.70488290186699], [-74.01470075252853, 40.70515454307414], [-74.01422971884647, 40.70504338279382], [-74.01407940654788, 40.70500205519205]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/1926.pdf,MN,1 Broadway,13
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.0098956765419, 40.70431356624532], [-74.01007719257487, 40.704470212496965], [-74.009891617509, 40.70461433475803], [-74.00975233429945, 40.70471491487249], [-74.00960065665925, 40.70454364492292], [-74.0097191610746, 40.70445122718209], [-74.00981279280634, 40.70437820485868], [-74.0098956765419, 40.70431356624532]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/0042.pdf,MN,1 Hanover Square,29
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.08194618553848, 40.63958237576359], [-74.08231907980876, 40.63953007653927], [-74.08249626209049, 40.63950522581542], [-74.08256189491915, 40.639775743235035], [-74.08200664911702, 40.63985392467198], [-74.08194618553848, 40.63958237576359]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/2073.pdf,SI,344 Westervelt Avenue,38
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.00619644867322, 40.71149789578938], [-74.0064351131196, 40.71172271591045], [-74.00610091663626, 40.71180400159653], [-74.00595524576849, 40.71166535038591], [-74.00619644867322, 40.71149789578938]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/2031.pdf,MN,41 Park Row,101
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.74974242103787, 40.60037774082017], [-73.74991641679686, 40.600254316178216], [-73.75012795338604, 40.60042205259377], [-73.74996336478131, 40.6005529363651], [-73.74974242103787, 40.60037774082017]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/0741.pdf,QN,adjacent to 1463 Gateway Boulevard,15574
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.99341622533068, 40.738031607392024], [-73.99358335733517, 40.73780240794717], [-73.9936896117937, 40.73784711321085], [-73.99352245991368, 40.73807634072302], [-73.99341622533068, 40.738031607392024]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/1583.pdf,MN,9 West 16th Street,818
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.0099533286837, 40.7046762666229], [-74.01006725796675, 40.70459003903723], [-74.0102483710379, 40.70474270298661], [-74.0100037350645, 40.70500861944621], [-74.0099746527695, 40.70500734504469], [-74.00981226294435, 40.704765809393216], [-74.0099533286837, 40.7046762666229]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/1943.pdf,MN,1 William Street,29
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.99485700205223, 40.71873573624627], [-73.99490946949281, 40.718602670232734], [-73.99525145185028, 40.71871913067932], [-73.9951959656582, 40.71885362222781], [-73.99485700205223, 40.71873573624627]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/2518.pdf,MN,124 Bowery,470
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.07790665812387, 40.633789806562795], [-74.07804551835702, 40.633473184289], [-74.07821373514773, 40.633515389000756], [-74.07824844370971, 40.63340783344858], [-74.07876953467911, 40.63351164344522], [-74.07861592335311, 40.63398765872442], [-74.07790665812387, 40.633789806562795]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/1877.pdf,SI,98 Grant Street,506
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.00977432399834, 40.724038237122414], [-74.00978656172374, 40.723965928792964], [-74.00979792902227, 40.7238987858567], [-74.0098641002443, 40.7239051990367], [-74.01016476020564, 40.7239342881513], [-74.01014107555291, 40.72407442298514], [-74.00977432399834, 40.724038237122414]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/0987.pdf,MN,451-453 Washington Street,224
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.80246622513658, 40.7028113645525], [-73.80436372976676, 40.70226569880823], [-73.8054973520441, 40.70462075292136], [-73.80364542149235, 40.70512111113422], [-73.80323667490575, 40.704239237865046], [-73.80246622513658, 40.7028113645525]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/0145.pdf,QN,"Jamaica Avenue and 150th Street, King Park",9682
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.82461968625375, 40.763076296046364], [-73.82448034139863, 40.762767165225235], [-73.82446275619236, 40.7627281501201], [-73.82449940764617, 40.76271830579498], [-73.82498377114057, 40.76258820990354], [-73.82514151544262, 40.76293613573553], [-73.82515622147915, 40.762968572671376], [-73.82489021019686, 40.76304002273274], [-73.82463431621746, 40.763108752743854], [-73.82461968625375, 40.763076296046364]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/0143.pdf,QN,37-01 Bowne Street,5013
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.79800175440154, 40.70338339511867], [-73.79810592330736, 40.70334314029605], [-73.79816792854216, 40.703443512276394], [-73.79844430498831, 40.703890892871314], [-73.79832233363113, 40.70393636140116], [-73.79800175440154, 40.70338339511867]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/2109.pdf,QN,161-02 Jamaica Avenue,10101
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.98929771479843, 40.724930709591256], [-73.9892322676376, 40.72490303354534], [-73.98917269107399, 40.724877838917], [-73.98911087877954, 40.72485170031275], [-73.98899472387482, 40.72480258000316], [-73.98891426096974, 40.72476855375029], [-73.98868276502378, 40.724670655789716], [-73.98859907957998, 40.72463526652882], [-73.98851991545236, 40.72460178853826], [-73.98843953706559, 40.724567796180445], [-73.98835981090477, 40.72453408118913], [-73.98828528658765, 40.72450256571523], [-73.98820428233553, 40.72446830837934], [-73.98824810226785, 40.724408011162936], [-73.98829199552314, 40.7243476220848], [-73.98836305284976, 40.724249832187624], [-73.98845699901524, 40.72429040057906], [-73.98861295229489, 40.72435648826926], [-73.98876164944245, 40.724419496198706], [-73.98880239892553, 40.72436342546142], [-73.98958405169226, 40.72469462595532], [-73.98938094411861, 40.72496592810462], [-73.98929771479843, 40.724930709591256]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/0464.pdf,MN,52-74 East 2nd Street,444
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.98885182820003, 40.73703569265614], [-73.98910502399997, 40.736684711614046], [-73.98952357184274, 40.7368609969092], [-73.98932744723078, 40.73713286916943], [-73.98916988762156, 40.73706665454288], [-73.98911303690468, 40.73714546160914], [-73.98885182820003, 40.73703569265614]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/1540.pdf,MN,200 Park Avenue South,846
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.98178096482661, 40.734195932094615], [-73.9819432403576, 40.733971355648066], [-73.98196420460889, 40.73398016950385], [-73.98200899173005, 40.733998999828856], [-73.98184672701171, 40.73422356196075], [-73.98178096482661, 40.734195932094615]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/0700.pdf,MN,330 East 18th Street,923
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.86013236695548, 40.74586369991834], [-73.86009724728977, 40.74579438031054], [-73.86006600236402, 40.745732705305976], [-73.86003239803283, 40.74566637540242], [-73.86028566434901, 40.7455906863594], [-73.86041820335532, 40.74585229595043], [-73.86026990384751, 40.74589661651882], [-73.86016493500739, 40.74592798708169], [-73.86013236695548, 40.74586369991834]]]]}",http://s-media.nyc.gov/agencies/lpc/lp/1292.pdf,QN,102-45 47th Avenue,1981
