x_coord_cd,violation_date
1046175,2024-12-31T00:00:00.000
1036159,2024-12-31T00:00:00.000
1030053,2024-12-31T00:00:00.000
980155,2024-12-31T00:00:00.000
1009102,2024-12-31T00:00:00.000
984395,2024-12-31T00:00:00.000
980155,2024-12-31T00:00:00.000
1030329,2024-12-31T00:00:00.000
1030053,2024-12-31T00:00:00.000
1000801,2024-12-31T00:00:00.000
960980,2024-12-31T00:00:00.000
1006459,2024-12-31T00:00:00.000
1030053,2024-12-31T00:00:00.000
1030153,2024-12-31T00:00:00.000
1006614,2024-12-31T00:00:00.000
1002314,2024-12-31T00:00:00.000
1053088,2024-12-31T00:00:00.000
1001168,2024-12-31T00:00:00.000
988072,2024-12-31T00:00:00.000
1012723,2024-12-31T00:00:00.000
1003226,2024-12-31T00:00:00.000
944585,2024-12-31T00:00:00.000
1021224,2024-12-31T00:00:00.000
998241,2024-12-31T00:00:00.000
1045108,2024-12-31T00:00:00.000
985689,2024-12-31T00:00:00.000
1036548,2024-12-31T00:00:00.000
988072,2024-12-31T00:00:00.000
1027037,2024-12-31T00:00:00.000
1009744,2024-12-31T00:00:00.000
1017385,2024-12-31T00:00:00.000
1030153,2024-12-31T00:00:00.000
926731,2024-12-31T00:00:00.000
1008147,2024-12-31T00:00:00.000
960980,2024-12-31T00:00:00.000
1005769,2024-12-31T00:00:00.000
987578,2024-12-31T00:00:00.000
1050882,2024-12-31T00:00:00.000
1005191,2024-12-31T00:00:00.000
1016024,2024-12-31T00:00:00.000
926731,2024-12-31T00:00:00.000
1044546,2024-12-31T00:00:00.000
1011591,2024-12-31T00:00:00.000
1009744,2024-12-31T00:00:00.000
1002212,2024-12-31T00:00:00.000
988716,2024-12-31T00:00:00.000
1023382,2024-12-31T00:00:00.000
980155,2024-12-31T00:00:00.000
998197,2024-12-31T00:00:00.000
1020035,2024-12-31T00:00:00.000
1018475,2024-12-31T00:00:00.000
1037989,2024-12-31T00:00:00.000
1017983,2024-12-31T00:00:00.000
1061752,2024-12-31T00:00:00.000
1009744,2024-12-31T00:00:00.000
1003602,2024-12-31T00:00:00.000
1043928,2024-12-31T00:00:00.000
981386,2024-12-31T00:00:00.000
996218,2024-12-31T00:00:00.000
992081,2024-12-31T00:00:00.000
1032812,2024-12-31T00:00:00.000
987984,2024-12-31T00:00:00.000
1024061,2024-12-31T00:00:00.000
980155,2024-12-31T00:00:00.000
980155,2024-12-31T00:00:00.000
1037949,2024-12-31T00:00:00.000
1013701,2024-12-31T00:00:00.000
1002212,2024-12-31T00:00:00.000
1019697,2024-12-31T00:00:00.000
1017983,2024-12-31T00:00:00.000
990197,2024-12-31T00:00:00.000
983912,2024-12-31T00:00:00.000
1026173,2024-12-31T00:00:00.000
1004367,2024-12-31T00:00:00.000
1030489,2024-12-31T00:00:00.000
1058778,2024-12-31T00:00:00.000
991549,2024-12-31T00:00:00.000
996539,2024-12-31T00:00:00.000
981383,2024-12-31T00:00:00.000
1057581,2024-12-31T00:00:00.000
991549,2024-12-31T00:00:00.000
1006037,2024-12-31T00:00:00.000
1020035,2024-12-31T00:00:00.000
1058874,2024-12-31T00:00:00.000
1004893,2024-12-31T00:00:00.000
1005769,2024-12-31T00:00:00.000
996209,2024-12-31T00:00:00.000
1045866,2024-12-31T00:00:00.000
1006266,2024-12-31T00:00:00.000
1035155,2024-12-31T00:00:00.000
1045643,2024-12-31T00:00:00.000
1017271,2024-12-31T00:00:00.000
1016785,2024-12-31T00:00:00.000
1030329,2024-12-31T00:00:00.000
1061720,2024-12-31T00:00:00.000
992818,2024-12-31T00:00:00.000
1000322,2024-12-31T00:00:00.000
984075,2024-12-31T00:00:00.000
1032091,2024-12-31T00:00:00.000
960980,2024-12-31T00:00:00.000
1030688,2024-12-31T00:00:00.000
1013701,2024-12-31T00:00:00.000
1014510,2024-12-31T00:00:00.000
1040913,2024-12-31T00:00:00.000
991853,2024-12-31T00:00:00.000
1003602,2024-12-31T00:00:00.000
1017983,2024-12-31T00:00:00.000
1000916,2024-12-31T00:00:00.000
989759,2024-12-31T00:00:00.000
999503,2024-12-31T00:00:00.000
1045643,2024-12-31T00:00:00.000
999569,2024-12-31T00:00:00.000
1023382,2024-12-31T00:00:00.000
998767,2024-12-31T00:00:00.000
1040913,2024-12-31T00:00:00.000
1030899,2024-12-31T00:00:00.000
1045416,2024-12-31T00:00:00.000
998281,2024-12-31T00:00:00.000
1002189,2024-12-31T00:00:00.000
980155,2024-12-31T00:00:00.000
1000206,2024-12-31T00:00:00.000
1002324,2024-12-31T00:00:00.000
1065332,2024-12-31T00:00:00.000
1006632,2024-12-31T00:00:00.000
1045194,2024-12-31T00:00:00.000
1035737,2024-12-31T00:00:00.000
1007952,2024-12-31T00:00:00.000
996122,2024-12-31T00:00:00.000
998241,2024-12-31T00:00:00.000
