latitude,longitude,:@computed_region_efsh_h5xi
40.80545283,-73.96772277,12422.0
40.75281186,-73.77003288,14506.0
40.74150481,-73.88387597,14784.0
40.70808367,-74.00340211,13096.0
40.78775317,-73.94746094,12426.0
40.61276831,-74.12687085,10700.0
40.75399761,-73.94243021,16858.0
40.76037161,-73.81508733,14190.0
40.80833427,-73.94086063,13093.0
40.88893566,-73.83643359,11275.0
40.61805942,-74.12362161,10700.0
40.60801798,-74.11606167,10700.0
40.71837562,-73.96462115,17613.0
40.87691333,-73.90657623,11272.0
40.68160698,-73.85535333,24012.0
40.74822266,-73.87834313,14784.0
40.78704606,-73.97758535,12421.0
40.75414368,-73.85715508,14510.0
40.78015379,-73.84239892,14191.0
40.70420133,-73.88287364,15310.0
40.82025032,-73.84504791,11611.0
40.8494181,-73.91112232,10931.0
40.561078,-74.16982656,10699.0
40.68946752,-73.96910363,17212.0
40.62246402,-74.07253552,10691.0
40.60126175,-74.13311765,10700.0
40.75529168,-73.90846545,14787.0
40.71579721,-74.01291703,11728.0
40.66253364,-73.94791393,13509.0
40.70229404,-73.87639785,15310.0
40.77278489,-73.87158358,14782.0
40.65954746,-74.00262349,13515.0
40.67301661,-73.89716712,17214.0
40.78726003,-73.81286381,14192.0
40.62454541,-74.13191628,10370.0
40.50436703,-74.25089386,10694.0
40.7627955,-73.79610662,14193.0
40.63123292,-73.98130754,16867.0
40.69599978,-73.99824027,16865.0
40.57803909,-73.85511219,20532.0
40.75924987,-73.73611089,14197.0
40.82510524,-73.86295905,11611.0
40.63824637,-73.99594166,17621.0
40.68701659,-73.77486249,24669.0
40.61072604,-74.08634215,10691.0
40.6242952,-74.13722714,10370.0
40.71699938,-73.78961771,24340.0
40.58663049,-74.09220985,10692.0
40.65600154,-73.94053215,16866.0
40.73049188,-73.88624327,14784.0
40.61515271,-74.00203158,17616.0
40.7066598,-73.72964716,24338.0
40.71575994,-74.00497613,10365.0
40.60586273,-74.07242765,10692.0
40.69057272,-73.81037271,24015.0
40.69515789,-73.89861514,15310.0
40.60020309,-74.00281297,17616.0
40.63929771,-73.98408782,17620.0
40.66548902,-73.91062465,17614.0
40.85790201,-73.89341592,10936.0
40.74163074,-73.90770322,14787.0
40.68582132,-73.87737336,17215.0
40.78194718,-73.94566982,10099.0
40.6725145,-73.93355357,17615.0
40.70176553,-73.80792715,24670.0
40.57084247,-74.12510919,10693.0
40.72915082,-73.8604723,14785.0
40.76984667,-73.9668471,10090.0
40.61821719,-73.95814639,13513.0
40.85501103,-73.926036,13098.0
40.58368564,-74.10790852,10693.0
40.71245415,-73.88205387,15309.0
40.787442,-73.9447695,12426.0
40.89769435,-73.87269698,11608.0
40.63395556,-74.08574929,10691.0
40.86828265,-73.90106211,11606.0
40.63178263,-74.01582528,18180.0
40.73716857,-74.00146275,12074.0
40.78951095,-73.93750187,12426.0
40.83615871,-73.84246873,11270.0
40.6377481,-74.07601777,10369.0
40.85680813,-73.92826618,13098.0
40.65593507,-73.91004188,17614.0
40.59529877,-74.16189941,10700.0
40.74524191,-73.869288,14784.0
40.60573893,-73.757706,20529.0
40.89328577,-73.8419206,11275.0
40.69953211,-73.9110349,13828.0
40.80958142,-73.93994876,13093.0
40.84069738,-73.84906246,11270.0
40.70589893,-73.86108261,15310.0
40.66329419,-73.87475187,17215.0
40.78058083,-73.81429898,14192.0
40.76517834,-73.88806563,14781.0
40.7979438,-73.94212011,12426.0
40.7114561,-73.91985955,15310.0
40.50402832,-74.21812604,10694.0
40.59215182,-74.08446979,10692.0
40.60604576,-74.08434222,10691.0
40.71997671,-73.86523871,15309.0
40.78363246,-73.94351861,12426.0
40.65301502,-73.89428989,17214.0
40.68250274,-73.82130359,24016.0
40.71790704,-73.94665225,17613.0
40.67983113,-73.95829217,13829.0
40.76079776,-73.92965062,16863.0
40.80292725,-73.96757497,12422.0
40.67422277,-74.01118011,13514.0
40.76678469,-73.89309377,14781.0
40.71469631,-73.77529928,24332.0
40.80197023,-73.94550864,13093.0
40.74341137,-73.76158679,14506.0
