distance,bbl,block,lot_uuid
124.68002899,1013120069,1312,6979f4e5-7dc2-43db-b722-5cb8004892af
25.56676263,1013110040,1311,4fdc7437-9e5f-4bfc-adad-b009619edfda
119.92512633,1018970001,1897,3b1eef3e-1942-4ebb-ae4e-24c5ed2bcc92
72.87829418,1012760001,1276,09fb6d0d-cf0f-4723-be10-2b7bb4a075cb
15.10841283,1019370146,1937,a2183f17-940b-4788-b89a-de47abf23e0e
0.27202287,1019280009,1928,45adccb6-2f66-455b-a7f5-d5678aa3f387
105.6112255,1019280021,1928,fecc1d64-b75c-4d50-9654-8fe3b910beb4
13.54072723,1019170143,1917,6405b757-a2b4-4e08-8853-ce6acfd18b64
102.37265158,1019290108,1929,640ef23e-4a18-445b-aed1-5f4a97bf1985
101.25146454,1018600020,1860,264e06a1-df02-4b7c-9df6-67f04786370d
98.48109388,1013360049,1336,475d78d2-bda6-43d6-9128-f215f08b2dd3
184.47483749,1017770021,1777,9ca7e1b4-4291-465a-9bb4-40986f4cd86d
26.50907168,1002080001,208,74a31d8e-b476-4fcb-98b9-1f2667128291
102.39029103,1019430128,1943,10b970f2-8571-47ac-8b51-748cef301388
56.00005416,1012970031,1297,f0fcab17-5196-42ad-96da-5fa0a79f7283
18.69007322,1013720025,1372,c0c999c1-0249-4799-a1b6-3f972e53a859
75.90357518,1019400128,1940,5be71b1b-b7a8-45aa-8d28-afb9603a59ae
28.50014108,1019430044,1943,6fbbffce-8baa-4a91-a64a-7a3ce36cfc49
25.74752932,1019380030,1938,22af72af-1690-478b-b0e0-0d808076aa31
106.31660409,1018900061,1890,36dd58cf-3e74-4579-ac56-58896cf8995a
17.18009851,1019430016,1943,48e8f4fa-3ac7-4ba2-85c7-87b29bbc8392
15.20001278,1019160137,1916,8e4b123f-30eb-4e7f-8ced-17802fdd902a
112.42865584,1019540050,1954,de59c758-0e03-4e42-afff-77cd3024845b
81.04556825,1013540050,1354,590249ea-cdba-4001-9366-afb3f03bb9a0
21.41750595,1018060012,1806,15251f1a-ad37-4455-9cc3-adfb47a377ef
66.59480374,1013470038,1347,9b07b4f8-8f41-4e65-bee7-6264829d1aa0
24.98604888,1018460051,1846,d3effe86-1897-474a-bae9-eab345488e67
119.71927549,1018420042,1842,a0b4fe18-6545-4e2e-bded-bf78358fa130
105.37467697,1019270012,1927,a7cdf7b0-eb97-4662-921a-018815fd103e
25.45994546,1019430046,1943,94b04b2d-8557-4674-a78b-6e0f71482ed1
34.58308026,1019270044,1927,7d864f2d-0849-4d13-8340-104332ad98b2
16.65702991,1013420044,1342,e80c38d3-e35a-4cf4-8454-8e0153a4552f
95.01362275,2047480055,4748,8edc6f2a-7f9a-450a-bdc1-92dec35887c6
21.28999205,1018310042,1831,9e9d48ba-18c4-4784-866e-e2df48b5f4e4
180.36329439,1001950007,195,dfcd2209-f45a-40e6-895a-f51612416036
104.56490298,1019290004,1929,78220384-2829-486c-b2d3-436e64b7895d
27.41852553,1013360023,1336,0d2e88f3-dae1-4531-b5f4-0c82a36d409a
26.99999646,1017260065,1726,4e077dbd-af4c-418f-bf6d-f08b4af6cb53
103.20738852,1018590027,1859,d67cd04d-02d3-4222-ac00-ba88a666bb52
103.34029606,1019070043,1907,9f02d46c-d952-49b4-a316-4d254d366c3d
23.87989662,1019430024,1943,e37b2074-2101-4240-82aa-dd012412d84a
103.17570463,1013480036,1348,ba79314d-5649-49fa-8ed8-f27d2bedef09
102.49006176,1018300054,1830,5fd5cb9e-a040-4375-a8ed-e25795e4d019
125.30017843,1017950035,1795,53493a58-943c-4b66-aa91-44ae90c7965e
102.11226201,1019040061,1904,30d212e4-cbec-49ea-82d3-60c227bf5d67
22.45005249,1013470001,1347,63211100-2a87-4ccc-a4db-2c25d3ba29f6
26.99856088,1017680040,1768,bbe2ca17-ba0a-4ba9-b780-b19a834be320
18.85031613,1019160027,1916,76ea29d2-75a5-4500-acd5-ac93db7cd910
101.27698241,1018150011,1815,d1501a46-203b-454d-81d5-94ef82e78a4a
83.83284507,1000970007,97,b77d32ff-6261-407a-a0bc-a317315bf034
25.62136479,1019380035,1938,3475ad01-4ce1-4fb8-8458-03980e5e3ffa
103.49713306,1017880044,1788,b3c7a4c0-2fb0-4f6c-add1-ee4be48b61f2
221.82819019,1012700071,1270,70c6405e-0434-4ec3-8946-d2059f56a3e2
85.06497538,1001400005,140,1db5bc46-b6f7-4518-a939-abec7ccafda2
81.31493403,1019500110,1950,305fd2a2-24b8-4cd9-9472-86aff905bdf5
50.1461216,1018060007,1806,718339d3-2ba7-4fd2-8022-8bfc474d17a9
51.41738622,1013760066,1376,ad5f178d-7a7f-4179-ae3a-7edfddf210e7
102.88555068,1019440051,1944,ad995110-7fb6-4f51-9bfc-8eacec51e5fd
122.04139314,1013380040,1338,7b601a49-076a-4618-b0d8-cab00f99b15c
15.52044923,1017240004,1724,e52632b2-a4c1-4624-a19f-ff2d69c7d4f5
17.30522164,1019470006,1947,d1e540f9-e9ad-4b3c-b1a6-f6c00cfb3e38
100.9262821,1013030045,1303,9de5fca5-87e1-402d-995d-0560e44d524d
104.62153492,1017670011,1767,8154fb51-6219-49ae-8aae-e27550d9cea5
24.51193611,1017270049,1727,de6b7c7f-9328-4839-b302-8eb21f2c2915
48.00117333,1019440036,1944,b4f90796-7fc7-4a18-965d-063bbb47dc4c
105.60583058,1019280106,1928,b4ff4379-694c-4305-9fd3-a7223223c81e
103.72717724,1016440038,1644,c5930766-760d-4e72-95c7-8dbfc85bbfd6
26.42622413,1017830128,1783,b8b15951-e652-422c-aab9-b9461735633d
26.21966771,1013500029,1350,d3e21c80-baab-4617-80a7-539d76f93250
77.22112852,1013410025,1341,1dbc7edd-7727-4d7c-b7d2-2ec41d09a5a4
25.53821067,1016880034,1688,c5f7e692-7d4f-4b2b-8c63-beee07e8e28b
31.2840908,1019280008,1928,0a65d98d-1e7f-40e2-9e77-0bc9af91b1fc
1.51013957,4048960006,4896,5936b299-eba9-42b0-812f-9bedb5d0bc49
107.57725284,1018910159,1891,ec2f4c3b-f56d-4b97-b2f1-a28a61917caa
38.82694714,1013310025,1331,b89cc4f9-8685-45a4-a3af-cb7d43daf456
20.19998798,1019160055,1916,e58763c4-55e3-47d0-bd78-9b5159a32b92
104.14419413,1018480061,1848,647622ea-7e6f-4ac3-9bb4-58a4a722a9ed
93.13034338,1019430012,1943,abb92cc0-f42e-4c6f-b28e-d24213e1d8bd
50.0011282,4055270055,5527,045ce9df-1746-4597-b8e9-7e57655be4d1
103.20738852,1018590027,1859,d67cd04d-02d3-4222-ac00-ba88a666bb52
73.67972985,1013500028,1350,01089747-5fb8-4736-a80c-3d6b0020d1c0
54.15007946,1019430015,1943,f108fc54-7c9c-4f5c-8837-5ef3ad3a369a
53.75445808,1002070008,207,60c91e14-5108-4aab-ad1f-f119c0d05bd8
102.18659577,1019320157,1932,28f77751-9cfb-4960-9341-52f64da7c01a
25.04770712,1019430025,1943,4615491f-5bd4-4afb-95d4-94279f560662
102.36043927,1018470037,1847,004fd44a-23c0-4455-b037-de034f8a3f90
14.77812229,1019380007,1938,172c4108-ef2f-4f95-9a30-56f678399831
101.91133482,1019050022,1905,caaf3a69-3917-4a14-af9d-73133808388b
65.99701801,1013760045,1376,4921a5ce-a262-430b-b49d-4db5f4719b52
105.61408536,1019280026,1928,fd38a86a-3f56-457a-afa0-571ca0637fef
87.57375899,1017510116,1751,07269b73-a7fb-4327-89a9-5f14d9e85fb4
109.36874704,1013430049,1343,fb05fd47-4006-4d61-b028-6633908bacfa
16.24475036,1017170161,1717,2e137d2a-bce6-455b-a24b-7ad6f3b3e2a7
9.38447214,1013650060,1365,ce22ae50-71a2-4e02-a58e-93111f37584f
102.39016691,1019430027,1943,9d0db437-f75b-4aa7-966f-1333a3833920
16.2498301,1019420009,1942,ba3020fa-23cb-4726-9f71-fb5e51f19e9b
77.33029664,1013720066,1372,1962d802-be94-42c4-baf0-4ffdbfd2f4fb
25.9477885,1018960055,1896,73733933-c44d-4ebf-86cb-0061a01c08c5
19.6201957,1017960048,1796,a2995fee-bd6e-4960-b19e-1480a047485f
26.23416212,1019380033,1938,cab725fd-cad2-455f-91dc-59a1435762ea
102.76980464,1019430058,1943,737e7812-242e-41ab-8974-4179ab849162
20.64966811,1017960054,1796,fb326db1-7329-4cee-bbe9-d639437db6ad
17.06675162,1019280056,1928,ec11b944-b5b7-465f-ac2a-c8dd2b76a036
17.94002394,1019420019,1942,411b58d7-a612-49a9-b951-06c6bfcc0108
14.67563739,1019370046,1937,89aa664b-cda0-4504-b95b-86c06812f771
167.767249,1017050001,1705,58d27fcb-ef66-448f-8ce9-eb77fe53c406
104.5896551,1013620005,1362,b0b598b3-317b-4cbd-a37d-64ba95c305b4
18.16597454,1017210072,1721,8be34f82-7502-4f64-88f1-cc52371a053c
104.34164858,1017210040,1721,ba50249a-b6ac-4dd5-8518-ac33c367949b
20.2718344,1013470003,1347,26737e30-f209-40f6-b3fd-99156b4644fc
32.86735559,1017290003,1729,12b6a576-0983-4f7d-b5a0-b32dc785ae15
25.49995155,1013500027,1350,75924ed1-0e09-4bda-8349-578d0bda1cd5
300.26832017,1019120012,1912,d3669ca1-c0ce-4dee-a5db-be60050d9b41
24.9020933,1001950024,195,a9baac0b-e6eb-493a-a80a-bea4d9ec410f
18.21975698,1013430145,1343,0cedc92f-b08a-4d6d-8929-3093724ecbd8
129.42688983,1019580057,1958,f7780159-d1d0-44bf-9c34-8ce04caf3c9f
104.09212479,1019380001,1938,ccb4a0c8-6843-4a0b-8e82-f180af10a68b
161.95956864,1013470030,1347,72ed2ef3-bae5-4bdb-bc8f-300507ff1bc3
15.75970163,1019370043,1937,71084edd-c12c-4e63-ae71-5a8a5469fdf3
26.22669771,1017850032,1785,be7397b8-7dea-46d3-abbb-0dd732b0d86b
106.60256775,1013450030,1345,72537f70-eda7-433e-8b0f-8b438620d766
17.12025498,1019420046,1942,676f2166-e29d-4ee7-8b8e-b5cf7f8ad2d0
41.33761628,1020510087,2051,093b7712-af68-43af-a49a-89b8975021c1
51.00006087,1017960031,1796,90f00dff-1305-4edf-bef8-4715a640b406
3.55011402,1018650001,1865,be1e06a7-3f19-4be5-bd34-d73b7b02aaff
23.09075733,1019380031,1938,1c3fef92-38f0-4345-898d-af2456e0e1a3
17.17129102,1017520007,1752,574b3c77-92b8-4a39-aedc-1813b8d2c4b0
103.34027077,1019070051,1907,971e2a4e-e894-4db8-a7d2-351fd0c9d27b
58.17512398,5003290028,329,9a13bc92-fc72-48f8-9ff7-5d1441cda790
15.77853532,1017540162,1754,6c4a59ab-1dce-48a8-95fc-a8c9778d6229
18.97156041,1019280106,1928,b4ff4379-694c-4305-9fd3-a7223223c81e
57.19080243,1019010009,1901,b0590814-12db-4b3e-94b0-12a31c0248a2
50.8890169,1013510028,1351,9279e2cc-e56b-4bd5-999b-4dc9f3a16e0a
261.99761367,1013630060,1363,b88730f0-dd7b-4714-b5be-0941795eb648
17.25783224,1019140109,1914,be24d97d-cb9e-4536-9275-dcdfbc7381c4
1.00001127,1013390027,1339,1a3d280a-65c1-4b8f-b175-b49514e6d627
105.07701862,1013500033,1350,8beb9459-df4a-46bc-8b26-faad2570dcab
123.84571974,1019440018,1944,fa36ac0f-1398-49f3-b19d-2c384b275f6d
129.83674388,1012900056,1290,7aff4063-85bc-438a-91d0-5318632cc698
73.51974504,1013130014,1313,7851782b-d74f-4d4d-be6f-39130734c324
19.14056792,1019280013,1928,37d36f6a-2d5b-47e0-80d9-20bffa523580
104.59263293,1013360049,1336,475d78d2-bda6-43d6-9128-f215f08b2dd3
63.5432848,1013310027,1331,5a6d9bae-76c6-4699-ad9a-021fafa64a0b
106.31654766,1018900053,1890,efcc5a80-56f7-431b-93ab-9ad4c7b47d8e
80.45270336,1019240001,1924,101539c6-739d-46d3-ac4d-593ecfa5dcda
103.57651915,1019280049,1928,1effbd4f-b33a-4720-b6c0-1388cb7e79ff
103.18132917,1019040124,1904,a0c98667-061c-42d3-b18e-1a1b6f3792dc
114.09882048,1020510055,2051,ccf915bd-30d4-4db5-a710-b0cb38f4b977
18.34004074,1019440057,1944,0197de33-759e-41c4-a2b1-811058abaa65
24.28971992,1013770009,1377,37b49541-6440-49b1-823d-ddf03cbf92a4
102.58383493,1013490104,1349,f0b10ea3-97b6-4344-9af6-24a12b82ef3b
112.08616211,1013730001,1373,b4887ff0-9c5a-4ebc-b273-fb0f4c35a02b
103.83566695,1013420032,1342,62fa15e5-067d-4df6-bc67-7e36a82fb606
63.81727926,1019260033,1926,d46feee2-410a-4392-b0a2-4a47e6451606
17.51021804,1013720042,1372,b6dbbc6c-4a5e-4bc6-8676-bc991c73d3c0
102.69514562,1019380010,1938,d0d736de-3e60-43e0-9534-423e58c3bb2c
103.94683455,1013470141,1347,77f953a0-045e-428d-a6f8-cc52be8d0c96
56.93778145,1013790017,1379,2c03d7ea-c532-41ce-9620-b3c68f0c56c1
68.24029979,1013120021,1312,84d14c62-8947-476c-9fae-cb89e2d83c40
102.32336233,1019290003,1929,5dc85c4a-a42a-4f27-9212-5c0bdab13528
69.7882859,1013450024,1345,79d139b8-7153-45e3-9418-6bc45d70c1b1
26.06000082,1017960003,1796,e81782b7-ad67-4fec-96b7-1ec94468d7b3
234.6366575,1018190040,1819,99c55c64-cfb7-4c7d-baf7-7403ed231c1b
16.6700668,1018280024,1828,0dd1dfe2-3a18-4c4e-a9a0-6058bb383c5c
77.9951866,1018870003,1887,2454996b-aca0-4f03-a6d3-ca07d4bb0b15
102.58383494,1013490104,1349,f0b10ea3-97b6-4344-9af6-24a12b82ef3b
100.50071045,1013480016,1348,577bb110-3fee-4264-b246-75dc8f428084
104.28328081,1018430062,1843,c04f42a5-eb30-4f13-acf3-88bb17194d05
102.11494199,1019370118,1937,228d64f7-81dc-4016-ab65-ee2bb7f21c52
